match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_unsuccessfulTouch,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_outfielderBlock,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,captain,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_bigChanceCreated,stat_clearanceOffLine,stat_hitWoodwork,stat_errorLeadToAGoal,stat_errorLeadToAShot
10382270,home,AFC Ajax,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13348,M,gerorulli,128383,EUR,706320000,G,12,12,False,26.0,23.0,6.0,3.0,21.0,22.0,2.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,34.0,7.3,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382270,home,AFC Ajax,Jorge Sánchez,jorge-sanchez,J. Sánchez,D,35,175,1456,M,,832868,EUR,881712000,D,19,19,False,49.0,41.0,1.0,,9.0,11.0,32.0,40.0,6.0,,6.0,1.0,2.0,,,,,87.0,75.0,6.7,16.0,4,,,1.0,2.0,2.0,1.0,8.0,1.0,1.0,6.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,
10382270,home,AFC Ajax,Jurriën Timber,jurrien-timber,J. Timber,D,12,179,21701,M,jurrientimber,958959,EUR,992736000,D,2,2,False,71.0,66.0,2.0,2.0,29.0,29.0,38.0,43.0,1.0,3.0,3.0,,2.0,,,,,90.0,82.0,6.9,8.0,0,,,,1.0,1.0,1.0,3.0,,1.0,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,
10382270,home,AFC Ajax,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10882,M,EdsonAlvarez19,847151,EUR,877651200,D,4,4,False,80.0,70.0,2.0,2.0,38.0,41.0,32.0,39.0,7.0,5.0,8.0,1.0,2.0,,,,,90.0,95.0,7.3,12.0,2,,,,,3.0,6.0,4.0,1.0,,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,
10382270,home,AFC Ajax,Youri Baas,youri-baas,Y. Baas,D,15,182,1216,M,,1000228,EUR,1047859200,D,25,25,False,38.0,32.0,3.0,2.0,8.0,9.0,24.0,30.0,1.0,,,1.0,,,,,,45.0,44.0,6.8,7.0,1,,,,1.0,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
10382270,home,AFC Ajax,Davy Klaassen,davy-klaassen,D. Klaassen,M,18,179,1575,M,,97410,EUR,730252800,M,6,6,False,22.0,20.0,1.0,1.0,8.0,8.0,12.0,14.0,2.0,1.0,6.0,2.0,2.0,,,,,72.0,34.0,6.7,5.0,1,,,,,1.0,,4.0,2.0,,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,
10382270,home,AFC Ajax,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,755,M,,186719,EUR,807753600,M,21,21,False,94.0,86.0,11.0,8.0,29.0,32.0,57.0,62.0,4.0,,7.0,3.0,1.0,,,,,72.0,105.0,7.6,9.0,0,,,,,,,,,,,,,,3.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,
10382270,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3631,M,,959806,EUR,1021507200,M,8,8,False,65.0,62.0,1.0,1.0,13.0,13.0,49.0,52.0,1.0,,9.0,1.0,2.0,,,,,90.0,74.0,7.3,7.0,2,,,,,1.0,,5.0,,1.0,1.0,,1.0,,,1.0,2.0,1.0,3.0,,,,1.0,1.0,,,,,,,,,
10382270,home,AFC Ajax,Steven Berghuis,steven-berghuis,S. Berghuis,F,23,182,1909,M,,100386,EUR,693100800,F,23,23,False,83.0,66.0,8.0,7.0,9.0,12.0,60.0,86.0,6.0,,9.0,1.0,,,,,,90.0,121.0,10.0,34.0,7,,,2.0,15.0,,,5.0,1.0,2.0,6.0,4.0,2.0,2.0,,,,,4.0,3.0,,1.0,3.0,2.0,,,,,,,,,
10382270,home,AFC Ajax,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12245,M,dusantadic,38560,EUR,595987200,F,10,10,False,48.0,39.0,,,3.0,3.0,39.0,53.0,3.0,2.0,4.0,1.0,2.0,,,,,88.0,69.0,7.5,20.0,2,,,1.0,8.0,1.0,,4.0,,2.0,3.0,2.0,,1.0,,1.0,1.0,,6.0,3.0,,,1.0,,True,1.0,,,,,,,
10382270,home,AFC Ajax,Steven Bergwijn,steven-bergwijn,S. Bergwijn,M,34,178,5149,M,StevenBergwijn,361798,EUR,876268800,F,7,7,False,57.0,49.0,,,6.0,8.0,43.0,51.0,3.0,1.0,2.0,1.0,,,,,,90.0,75.0,7.8,16.0,5,,,,2.0,,,6.0,,3.0,3.0,2.0,,3.0,,,2.0,,4.0,,,,2.0,1.0,,,,,,,,,
10382270,home,AFC Ajax,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15501,M,,1153079,EUR,1141689600,D,57,57,True,42.0,39.0,,,24.0,25.0,15.0,17.0,3.0,2.0,7.0,1.0,,,,,,45.0,53.0,7.1,5.0,0,,,,,,1.0,,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
10382270,home,AFC Ajax,Silvano Vos,silvano-vos,S. Vos,M,55,190,846,M,,1142565,EUR,1110931200,M,41,41,True,17.0,17.0,1.0,1.0,9.0,9.0,8.0,8.0,2.0,2.0,1.0,,,,,,,18.0,25.0,6.7,,2,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,
