match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_penaltyConceded,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed,stat_penaltyMiss,stat_penaltyWon
13473343,home,Cruzeiro,Cássio,cassio,Cássio,G,1,195,4592,M,rcassio12,27756,EUR,549936000,G,1,1,False,23.0,15.0,14.0,6.0,0.0,12.0,14.0,3.0,9.0,6.0,3.0,1.0,1.0,5.0,90.0,29.0,7.8,8.0,0.00051804,0,0.7262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473343,home,Cruzeiro,William,william,William,D,12,176,2476,M,,604274,EUR,796867200,D,12,12,False,38.0,30.0,9.0,5.0,2.0,19.0,21.0,11.0,17.0,10.0,,,,,90.0,68.0,7.8,14.0,0.233423,2,,,,True,4.0,2.0,1.0,11.0,7.0,7.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,0.0695,2.0,,,,,,,,,,,,,,
13473343,home,Cruzeiro,Fabrício Bruno,fabricio-bruno,F. Bruno,D,15,192,6526,M,fabriciobruno96,840220,EUR,824083200,D,15,15,False,43.0,36.0,4.0,1.0,0.0,25.0,29.0,11.0,14.0,3.0,,,,,90.0,60.0,7.2,7.0,0.021678,0,,,,,,,1.0,4.0,3.0,1.0,,,,,,11.0,1.0,1.0,1.0,1.0,2.0,,,1.0,3.0,,,,,,,,,,,,
13473343,home,Cruzeiro,Mateo Gamarra,gamarra-mateo,M. Gamarra,D,14,185,727,M,,1085451,EUR,972000000,D,14,14,False,55.0,38.0,16.0,4.0,0.0,26.0,31.0,12.0,24.0,6.0,,,,,90.0,78.0,7.1,17.0,0.00572208,0,,,,,,,2.0,4.0,6.0,,,1.0,1.0,,,13.0,4.0,3.0,3.0,,2.0,,,2.0,1.0,1.0,,,,,,,,,,,
13473343,home,Cruzeiro,Kaiki,kaiki,Kaiki,D,6,172,2601,M,,1112484,EUR,1047081600,D,6,6,False,29.0,21.0,1.0,,0.0,11.0,13.0,10.0,16.0,7.0,,,,,90.0,60.0,6.8,16.0,0.0110134,0,,Kaiki,,,1.0,,1.0,4.0,7.0,,,3.0,1.0,,,3.0,2.0,2.0,2.0,3.0,1.0,,,1.0,,,1.0,,,,,,,,,,
13473343,home,Cruzeiro,Walace,walace,Walace,M,5,188,1459,M,,553686,EUR,796953600,M,5,5,False,17.0,15.0,2.0,1.0,0.0,7.0,7.0,8.0,10.0,,,,,,45.0,21.0,6.2,4.0,0.0040441,0,,,,,,,,5.0,,2.0,1.0,,,,,,2.0,,,,2.0,,,,,,1.0,,,,,,,,,,
13473343,home,Cruzeiro,Matheus Henrique,matheus-henrique,M. Henrique,M,8,175,2964,M,,912786,EUR,882489600,M,8,8,False,38.0,31.0,3.0,3.0,0.0,17.0,22.0,14.0,16.0,6.0,,,,,90.0,47.0,6.5,9.0,0.0391992,0,,,,,,,1.0,5.0,1.0,,1.0,1.0,,,,1.0,1.0,,,,3.0,,1.0,,,,,,,,,,,,,,
13473343,home,Cruzeiro,Wanderson,wanderson,Wanderson,M,94,175,1923,M,,247483,EUR,781401600,M,94,94,False,15.0,12.0,1.0,,0.0,7.0,7.0,5.0,8.0,3.0,,,,,72.0,27.0,6.9,7.0,0.131749,0,,,,,3.0,2.0,,3.0,2.0,1.0,,2.0,1.0,,,,,,,1.0,,,3.0,1.0,1.0,,2.0,,,,,,,,,,
13473343,home,Cruzeiro,Dudu,dudu,Dudu,F,92,167,5188,M,7_dudu,147464,EUR,694742400,M,7,7,False,21.0,16.0,1.0,1.0,0.0,3.0,5.0,13.0,16.0,1.0,,,,,83.0,41.0,7.1,15.0,0.0400746,1,,,,,,,,7.0,5.0,1.0,3.0,1.0,,,,,,1.0,1.0,4.0,2.0,0.5633,,,,,6.0,1.0,1.0,0.8997,,,,,,,
13473343,home,Cruzeiro,Gabriel Barbosa,gabriel-barbosa,G. Barbosa,F,9,178,36944,M,Gabigol,358554,EUR,841363200,F,9,9,False,15.0,12.0,1.0,,0.0,1.0,1.0,11.0,14.0,1.0,,,,,89.0,18.0,7.2,4.0,0.013549,2,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,0.3634,1.0,,,,,1.0,1.0,0.7547,,,,,,,
