match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,stat_fouls,stat_aerialLost,stat_clearanceOffLine,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,captain,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_shotOffTarget,stat_goals,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_errorLeadToAShot
12625025,home,Al-Riyadh,Milan Borjan,milan-borjan,M. Borjan,G,82,193.0,807,M,79413,EUR,561945600,G,82,82,False,37.0,23.0,29.0,15.0,0.0,9.0,10.0,14.0,27.0,1.0,2.0,1.0,2.0,2.0,1.0,21.0,3.0,4.0,6.0,1.0,1.0,90.0,56.0,8.3,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625025,home,Al-Riyadh,Faïz Selemani,faiz-selemani,F. Selemani,F,7,178.0,359,M,842745,EUR,754617600,D,17,17,False,23.0,15.0,6.0,1.0,0.0,6.0,7.0,9.0,22.0,2.0,7.0,,4.0,2.0,4.0,5.0,,,,,,90.0,53.0,7.1,18.0,0,,,6.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12625025,home,Al-Riyadh,Marzouq Tambakti,marzouq-tambakti,M. Tambakti,D,87,187.0,50,M,1544937,EUR,1044921600,D,87,87,False,18.0,14.0,2.0,,0.0,10.0,12.0,4.0,6.0,1.0,4.0,,1.0,1.0,3.0,2.0,,,,,,89.0,30.0,6.9,5.0,0,Marzouq Tambakti,,,1.0,,2.0,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
12625025,home,Al-Riyadh,Ahmad Asiri,ahmad-asiri,A. Asiri,D,13,179.0,31,M,350060,EUR,690076800,D,29,29,False,19.0,17.0,3.0,1.0,0.0,12.0,12.0,5.0,7.0,1.0,1.0,,,,9.0,4.0,,,,,,90.0,35.0,7.4,3.0,0,,,,1.0,,,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,
12625025,home,Al-Riyadh,Yoann Barbet,yoann-barbet,Y. Barbet,D,5,190.0,128,M,369544,EUR,736992000,D,5,5,False,21.0,15.0,5.0,2.0,1.0,9.0,13.0,6.0,8.0,1.0,1.0,,,,11.0,1.0,,,,,,90.0,42.0,7.4,9.0,1,,,,1.0,1.0,,,2.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,
12625025,home,Al-Riyadh,Abdulelah Al Khaibari,abdulelah-al-khaibari,A. A. Khaibari,D,80,174.0,142,M,1519328,EUR,864259200,D,8,8,False,21.0,13.0,4.0,1.0,0.0,2.0,6.0,12.0,17.0,7.0,4.0,4.0,1.0,,3.0,3.0,,,,,,90.0,38.0,6.3,12.0,0,Abdulelah Al Khaibari,,2.0,1.0,,1.0,1.0,2.0,2.0,,2.0,,,,,2.0,True,1.0,,,,,,,,,
12625025,home,Al-Riyadh,Tozé,toze,Tozé,M,20,165.0,386,M,1089231,EUR,726969600,M,20,20,False,29.0,22.0,6.0,2.0,1.0,11.0,13.0,12.0,22.0,7.0,5.0,2.0,3.0,2.0,2.0,8.0,,,,,,90.0,51.0,7.1,16.0,1,,,6.0,,,3.0,,1.0,,1.0,2.0,,,,,2.0,,1.0,2.0,1.0,1.0,,,,,,
12625025,home,Al-Riyadh,Lucas Kal,lucas-kal,Lucas Kal,M,21,186.0,179,M,840118,EUR,826934400,M,21,21,False,21.0,18.0,9.0,6.0,0.0,7.0,7.0,11.0,14.0,1.0,2.0,,,,1.0,1.0,,,,,,90.0,31.0,7.4,4.0,2,,,,,1.0,2.0,1.0,1.0,,,1.0,,,,,,,,,1.0,,1.0,1.0,,,,
12625025,home,Al-Riyadh,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,M,43,43,False,20.0,16.0,4.0,1.0,0.0,6.0,8.0,10.0,12.0,5.0,10.0,,7.0,5.0,2.0,7.0,,,,,,87.0,45.0,7.1,9.0,3,,,,1.0,1.0,2.0,1.0,,2.0,,,,,,,1.0,,,3.0,2.0,,1.0,,1.0,,,
12625025,home,Al-Riyadh,Ibrahim Bayesh,ibrahim-bayesh,I. Bayesh,M,29,177.0,2466,M,920815,EUR,957139200,F,11,11,False,19.0,14.0,,,0.0,8.0,10.0,6.0,10.0,8.0,8.0,2.0,4.0,2.0,,4.0,,,,,,90.0,42.0,7.7,12.0,3,,,1.0,,,4.0,4.0,3.0,2.0,,3.0,,,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,2.0,,
12625025,home,Al-Riyadh,Mohamed Konaté,mohamed-konate,M. Konaté,F,13,190.0,2441,M,850011,EUR,881884800,F,13,13,False,14.0,8.0,1.0,,0.0,3.0,3.0,5.0,11.0,10.0,2.0,,2.0,,,3.0,,,,,,89.0,26.0,6.2,14.0,0,,,,2.0,,,,1.0,,,2.0,2.0,,,,1.0,,,4.0,,,,,,,,
12625025,home,Al-Riyadh,Mohammed Al Aqal,mohammed-al-aqal,M. A. Aqal,M,90,182.0,24,M,1127133,EUR,949881600,M,7,7,True,2.0,2.0,,,0.0,,,2.0,2.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,15.0,7.0,7.0,1.0,1,Mohammed Al Aqal,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,1.0,,,,,,,
12625025,home,Al-Riyadh,Ziyad Al-Sahafi,ziyad-al-sahafi,Z. Al-Sahafi,D,21,182.0,36,M,831259,EUR,782352000,D,14,14,True,,,,,0.0,,,,,,,,,,1.0,,,,,,,9.0,2.0,6.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625025,home,Al-Riyadh,Mohamed Al Oqil,mohamed-al-oqil,M. A. Oqil,M,18,177.0,5,M,1521957,EUR,870134400,M,18,18,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,1.0,,,,,,1.0,1.0,,,0,Mohamed Al Oqil,,,,,,,,,,,,,,,,,,,,,,,,,,
12625025,home,Al-Riyadh,Abdulrahman Al Shammari,abdulrahman-al-shammari,A. A. Shammari,G,22,178.0,15,M,982349,EUR,963100800,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625025,home,Al-Riyadh,Suwailem Al-Manhali,swailem-al-menhali,S. Al-Menhali,D,93,182.0,54,M,1217919,EUR,1082160000,D,25,25,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625025,home,Al-Riyadh,Nawaf Al-Hawsawi,nawaf-al-hawsawi,N. Al-Hawsawi,D,50,170.0,18,M,1048000,EUR,975801600,M,50,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Nawaf Al-Hawsawi,,,,,,,,,,,,,,,,,,,,,,,,,,
12625025,home,Al-Riyadh,Hussain Al-Nuweqi,hussain-al-nuweqi,H. Al-Nuweqi,D,27,170.0,14,M,1525073,EUR,817948800,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Hussain Al-Nuweqi,,,,,,,,,,,,,,,,,,,,,,,,,,
12625025,home,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400,M,88,88,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625025,home,Al-Riyadh,Rayan Albloushi,rayan-albloushi,R. Albloushi,F,14,177.0,25,M,1092811,EUR,983232000,F,24,24,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,Rayan Albloushi,,,,,,,,,,,,,,,,,,,,,,,,,,
12625025,away,Al-Qadsiah,Koen Casteels,koen-casteels,K. Casteels,G,1,197.0,1420,M,70987,EUR,709430400,G,1,1,False,22.0,22.0,5.0,5.0,0.0,22.0,22.0,,,,1.0,,,,,13.0,,1.0,4.0,,,90.0,34.0,7.1,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
12625025,away,Al-Qadsiah,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175.0,1910,M,589620,EUR,820108800,D,8,8,False,64.0,51.0,17.0,7.0,0.0,22.0,24.0,31.0,44.0,6.0,5.0,2.0,1.0,,1.0,8.0,,,,,,90.0,81.0,6.8,18.0,0,,,4.0,,,5.0,3.0,,,,3.0,,,,,2.0,,2.0,,,,,,,,,
12625025,away,Al-Qadsiah,Jehad Thakri,thakri-jehad,J. Thakri,D,4,184.0,259,M,1845169,EUR,995673600,D,4,4,False,59.0,57.0,1.0,,0.0,39.0,39.0,18.0,20.0,1.0,6.0,,1.0,1.0,6.0,4.0,,,,,,90.0,74.0,7.0,2.0,0,,,,1.0,2.0,2.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,
12625025,away,Al-Qadsiah,Qasim Lajami,qasim-al-oujami,Q. Lajami,D,87,178.0,103,M,818668,EUR,830390400,D,87,87,False,30.0,28.0,2.0,1.0,0.0,20.0,20.0,8.0,10.0,2.0,1.0,1.0,,,1.0,5.0,,,,,,45.0,36.0,6.6,3.0,0,,,,,2.0,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,
12625025,away,Al-Qadsiah,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180.0,14931,M,69404,EUR,632620800,D,6,6,False,84.0,80.0,9.0,6.0,0.0,37.0,37.0,43.0,48.0,3.0,4.0,,,,4.0,6.0,,,,,,90.0,99.0,7.0,6.0,0,,,1.0,,1.0,3.0,1.0,,1.0,,1.0,1.0,,,,,True,,1.0,,,,,,1.0,nachofdez90,
12625025,away,Al-Qadsiah,Iker Almena,almena-iker,I. Almena,M,30,176.0,525,M,1513656,EUR,1083628800,D,30,30,False,54.0,46.0,3.0,,0.0,16.0,17.0,30.0,40.0,3.0,5.0,2.0,1.0,1.0,1.0,5.0,,,,,,78.0,74.0,7.1,12.0,0,,,3.0,,,3.0,3.0,,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,
12625025,away,Al-Qadsiah,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177.0,32,M,893218,EUR,787881600,M,15,15,False,40.0,35.0,3.0,1.0,0.0,9.0,10.0,26.0,31.0,1.0,2.0,,1.0,,1.0,6.0,,,,,,45.0,46.0,6.5,7.0,0,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,1.0
12625025,away,Al-Qadsiah,Ezequiel Fernández,ezequiel-fernandez,E. Fernández,M,6,178.0,5873,M,1003012,EUR,1027555200,M,5,5,False,54.0,49.0,5.0,5.0,0.0,17.0,17.0,32.0,38.0,2.0,3.0,,2.0,1.0,,4.0,,,,,,78.0,67.0,7.0,13.0,0,,,1.0,,,,,4.0,2.0,,1.0,,,,,1.0,,,,,,,,,,equifernandez,
12625025,away,Al-Qadsiah,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178.0,1147,M,916176,EUR,903398400,M,88,88,False,38.0,33.0,2.0,1.0,0.0,18.0,18.0,15.0,23.0,6.0,2.0,3.0,1.0,,,1.0,,,,,,62.0,54.0,6.5,12.0,2,,,3.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,
12625025,away,Al-Qadsiah,Julián Quiñones,julian-quinones,J. Quiñones,F,33,180.0,6539,M,843114,EUR,859161600,F,33,33,False,21.0,15.0,3.0,1.0,0.0,5.0,6.0,10.0,16.0,5.0,7.0,,4.0,4.0,,6.0,,,,,,90.0,42.0,7.4,13.0,6,,,1.0,1.0,,1.0,1.0,2.0,1.0,,1.0,2.0,,,1.0,1.0,,,3.0,3.0,,2.0,,1.0,1.0,julianquinones33,
12625025,away,Al-Qadsiah,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,P. Aubameyang,F,17,187.0,49593,M,51498,EUR,614131200,F,10,10,False,22.0,17.0,,,0.0,5.0,5.0,12.0,19.0,6.0,,2.0,1.0,,1.0,,,,,,,90.0,31.0,6.6,10.0,1,,,2.0,,,,,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,Auba,
12625025,away,Al-Qadsiah,Mohammed Abu Al-Shamat,mohammed-waheeb-abu-al-shamat,M. A. Al-Shamat,M,2,170.0,199,M,1804369,EUR,1029024000,M,2,2,True,33.0,27.0,4.0,,0.0,10.0,11.0,17.0,27.0,7.0,5.0,3.0,1.0,1.0,,3.0,,,,,,45.0,50.0,6.7,12.0,1,Mohammed Waheeb Abu Al-Shamat,,5.0,1.0,,2.0,,,1.0,,1.0,2.0,,,,1.0,,,1.0,1.0,,,,,,,
12625025,away,Al-Qadsiah,Saif Rashad Mohamed,saif-rashad-mohamed,S. R. Mohamed,F,74,,60,M,1548483,EUR,1099180800,M,14,14,True,20.0,15.0,1.0,,0.0,1.0,1.0,16.0,22.0,1.0,2.0,1.0,2.0,2.0,,,,,,,,45.0,34.0,6.9,8.0,2,Saif Rashad Mohamed,,3.0,,,,,1.0,,,,,,,1.0,2.0,,2.0,,1.0,,,,1.0,,,
12625025,away,Al-Qadsiah,Turki Al-Ammar,turki-al-ammar,T. Al-Ammar,M,7,170.0,151,M,965177,EUR,938044800,M,7,7,True,10.0,8.0,,,1.0,2.0,2.0,7.0,11.0,2.0,1.0,,,,,1.0,,,,,,28.0,22.0,7.7,7.0,4,,,3.0,,,,,1.0,1.0,,,,,2.0,2.0,2.0,,1.0,2.0,1.0,,1.0,,,1.0,,
12625025,away,Al-Qadsiah,Mohammed Qassem,mohammed-qassem,M. Qassem,D,24,176.0,146,M,540426,EUR,790473600,D,24,24,True,8.0,6.0,1.0,,0.0,3.0,3.0,3.0,7.0,1.0,,,,,,2.0,,,,,,12.0,20.0,6.6,7.0,0,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,
12625025,away,Al-Qadsiah,Abdulaziz Al-Othman,abdulaziz-al-othman,A. Al-Othman,F,91,182.0,92,M,1884430,EUR,1073001600,F,66,66,True,1.0,1.0,,,0.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,12.0,3.0,7.7,,1,Abdulaziz Al-Othman,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,1.0,,,1.0,,,,
12625025,away,Al-Qadsiah,Ahmed Al-Kassar,ahmed-al-kassar,A. Al-Kassar,G,28,187.0,128,M,818749,EUR,673660800,G,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625025,away,Al-Qadsiah,Abdulrahman Al Dosari,abdulrahman-al-dosari,A. A. Dosari,M,39,178.0,33,M,832313,EUR,875145600,M,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625025,away,Al-Qadsiah,Ali Hazazi,ali-hazazi,A. Hazazi,M,11,185.0,62,M,818699,EUR,761529600,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625025,away,Al-Qadsiah,Haitham Mohammed Asiri,asiri-haitham-mohammed,H. M. Asiri,F,19,173.0,106,M,1118489,EUR,993945600,F,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
