match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_totalCross,stat_aerialWon,stat_outfielderBlock,stat_penaltyConceded,stat_fouls,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_totalOffside,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_punches,stat_hitWoodwork,stat_penaltyMiss
12924431,home,Rijnsburgse Boys,Wesley Zonneveld,Wesley,Zonneveld,wesley-zonneveld,W. Zonneveld,G,1,191.0,6,M,145156,EUR,708739200.0,G,1,1,False,44.0,34.0,27.0,17.0,0.0,24.0,24.0,10.0,20.0,9.0,5.0,1.0,1.0,7.0,90.0,56.0,8.8,10.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Daan Walraven,Daan Walraven,,daan-walraven,D. Walraven,D,4,,3,M,1411014,EUR,936144000.0,D,4,4,False,34.0,20.0,5.0,2.0,0.0,11.0,17.0,9.0,17.0,3.0,,,,,90.0,54.0,6.8,17.0,1.0,0,1.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Bram Ros,Bram,Ros,bram-ros,B. Ros,D,6,,1,M,948699,EUR,888451200.0,D,6,6,False,59.0,44.0,18.0,6.0,0.0,34.0,41.0,10.0,19.0,8.0,,,,,90.0,74.0,6.5,18.0,,0,4.0,5.0,3.0,,8.0,,1.0,1.0,2.0,1.0,True,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Rob Zandbergen,Rob,Zandbergen,rob-zandbergen,R. Zandbergen,D,5,,1,M,866499,EUR,682905600.0,D,5,5,False,45.0,36.0,6.0,2.0,0.0,24.0,28.0,12.0,17.0,5.0,,,,,90.0,60.0,7.2,10.0,,1,2.0,2.0,5.0,,3.0,4.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Mitch van Kempen,Mitch van Kempen,,mitch-van-kempen,M. v. Kempen,D,26,171.0,11,M,1548819,EUR,1019606400.0,D,26,26,False,30.0,21.0,6.0,4.0,0.0,13.0,18.0,9.0,14.0,,,,,,78.0,51.0,7.0,12.0,,0,1.0,1.0,2.0,,6.0,2.0,2.0,2.0,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Steff van Rooijen,Steff van Rooijen,,steff-van-rooijen,S. v. Rooijen,M,30,,5,M,1424505,EUR,920851200.0,M,30,30,False,30.0,23.0,3.0,1.0,0.0,15.0,20.0,8.0,10.0,3.0,,,,,87.0,37.0,6.3,10.0,,0,1.0,6.0,1.0,1.0,,1.0,,,1.0,,,,,,,1.0,2.0,1.0,,,2.0,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Jeroen Spruijt,,,spruijt-jeroen,J. Spruijt,M,10,185.0,2,M,948697,EUR,774403200.0,M,10,10,False,30.0,18.0,1.0,1.0,1.0,5.0,9.0,13.0,21.0,4.0,,,,,90.0,37.0,7.2,13.0,4.0,0,1.0,4.0,3.0,,1.0,,,,,,,,3.0,,,2.0,,,,,1.0,1.0,1.0,,,,,,,,
12924431,home,Rijnsburgse Boys,Nino Klaver,Nino Klaver,,nino-klaver,N. Klaver,M,8,186.0,3,M,1411060,EUR,1016755200.0,M,8,8,False,40.0,35.0,5.0,3.0,0.0,24.0,25.0,11.0,15.0,4.0,,,,,90.0,47.0,6.5,7.0,,0,,3.0,3.0,,1.0,1.0,1.0,,2.0,,,,2.0,,,2.0,,,,,1.0,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Delano Asante,Delano Asante,,delano-asante,D. Asante,M,21,178.0,25,M,1084550,EUR,950227200.0,F,22,22,False,43.0,29.0,4.0,,1.0,11.0,15.0,18.0,31.0,9.0,,,,,90.0,68.0,8.5,24.0,2.0,4,1.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,,3.0,1.0,,,,1.0,,,,1.0,1.0,2.0,3.0,1.0,1.0,,,,,
12924431,home,Rijnsburgse Boys,Mark van der Weijden,Mark van der Weijden,,mark-van-der-weijden,M. v. d. Weijden,F,9,184.0,14,M,1411671,EUR,837907200.0,F,14,14,False,8.0,7.0,1.0,,0.0,4.0,4.0,3.0,5.0,,,,,,66.0,20.0,7.3,7.0,,2,,3.0,3.0,1.0,1.0,,,,2.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,,,,2.0,1.0,,,,,
12924431,home,Rijnsburgse Boys,Ilias Kariouh,Ilias Kariouh,,ilias-kariouh,I. Kariouh,M,7,,53,M,1548793,EUR,990144000.0,F,7,7,False,26.0,22.0,2.0,2.0,0.0,14.0,16.0,8.0,16.0,5.0,,,,,78.0,56.0,7.7,14.0,,3,2.0,7.0,12.0,1.0,,2.0,5.0,2.0,2.0,3.0,,6.0,,,,3.0,5.0,4.0,,,,,,2.0,1.0,,,,,,
12924431,home,Rijnsburgse Boys,Dani van der Moot,Dani,van der Moot,dani-van-der-moot,D. v. d. Moot,F,9,184.0,7,M,361806,EUR,857692800.0,F,9,9,True,7.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,1.0,,,,,24.0,13.0,7.1,5.0,,3,2.0,3.0,3.0,,1.0,,1.0,1.0,,,,,2.0,,,1.0,,,,,,,,2.0,1.0,1.0,1.0,,,,
12924431,home,Rijnsburgse Boys,Sjors Kramer,,,sjors-kramer,S. Kramer,D,32,190.0,2,M,1066440,EUR,956102400.0,D,32,32,True,7.0,5.0,3.0,2.0,0.0,4.0,5.0,1.0,2.0,1.0,,,,,12.0,10.0,6.8,2.0,,0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Tom Bijen,Tom Bijen,,tom-bijen,T. Bijen,M,21,,0,M,1418398,EUR,901497600.0,M,21,21,True,4.0,2.0,,,1.0,1.0,1.0,1.0,3.0,,,,,,12.0,5.0,7.3,2.0,1.0,0,,,2.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,
12924431,home,Rijnsburgse Boys,Dennis van der Plas,Dennis,van der Plas,dennis-van-der-plas,D. v. d. Plas,D,26,,2,M,907906,EUR,752457600.0,D,3,3,True,,,,,0.0,,,,,1.0,,,,,8.0,4.0,6.7,,,0,1.0,2.0,2.0,,2.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Guus Zuidema,Guus Zuidema,,guus-zuidema,G. Zuidema,G,,,2,M,1411027,EUR,839635200.0,G,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Patrick Lesger,Patrick Lesger,,patrick-lesger,P. Lesger,G,24,,0,M,1548827,EUR,1011571200.0,G,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Gio van Ommeren,Gio van Ommeren,,gio-van-ommeren,G. v. Ommeren,D,29,,1,M,1578981,EUR,1122854400.0,D,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Robin Van der Meer,,,robin-van-der-meer,R. V. d. Meer,D,,198.0,5,M,190881,EUR,793324800.0,D,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Thomas van Haaften,Thomas van Haaften,,thomas-van-haaften,T. v. Haaften,D,2,,7,M,1423792,EUR,1013040000.0,D,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Johan de Haas,Johan de Haas,,johan-de-haas,J. d. Haas,M,17,,3,M,1436043,EUR,,M,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Roderick Gielisse,,,roderick-gielisse,R. Gielisse,M,2,175.0,1,M,70804,EUR,634089600.0,D,2,2,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924431,home,Rijnsburgse Boys,Anthony  Slierendrecht,Anthony ,Slierendrecht,anthony-slierendrecht,A. Slierendrecht,F,11,,4,M,1925683,EUR,1085011200.0,F,11,11,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12924431,away,Roda JC Kerkrade,Nick Marsman,,,nick-marsman,N. Marsman,G,32,188.0,65,M,70927,EUR,654739200.0,G,30,30,False,39.0,32.0,15.0,8.0,0.0,24.0,25.0,8.0,14.0,10.0,2.0,,,2.0,90.0,53.0,6.7,7.0,,0,,,3.0,,1.0,,,,,1.0,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,
12924431,away,Roda JC Kerkrade,Nathan Markelo,,,nathan-markelo,N. Markelo,M,24,182.0,73,M,920489,EUR,915667200.0,D,24,24,False,38.0,30.0,3.0,1.0,0.0,8.0,13.0,22.0,27.0,6.0,,,,,90.0,64.0,6.8,17.0,1.0,0,,5.0,9.0,,1.0,,1.0,1.0,2.0,6.0,,2.0,1.0,,,3.0,1.0,1.0,,,2.0,,,,,,,,,,
12924431,away,Roda JC Kerkrade,Brian Koglin,Brian,Koglin,brian-koglin,B. Koglin,D,4,186.0,14,M,801894,EUR,852595200.0,D,4,4,False,70.0,51.0,13.0,4.0,0.0,22.0,26.0,30.0,46.0,11.0,,,,,90.0,86.0,7.1,21.0,1.0,2,1.0,2.0,8.0,,3.0,2.0,4.0,2.0,,,,2.0,4.0,,,1.0,,,,1.0,,,,1.0,1.0,,,,,,
12924431,away,Roda JC Kerkrade,Thomas Oude Kotte,,,thomas-oude-kotte,T. O. Kotte,D,55,184.0,34,M,838150,EUR,827280000.0,D,3,3,False,43.0,34.0,7.0,2.0,0.0,20.0,24.0,14.0,19.0,3.0,,,,,45.0,47.0,6.3,9.0,,0,1.0,1.0,2.0,,1.0,,,,,1.0,True,,1.0,,,,,,,,,,,,,,,,,,
12924431,away,Roda JC Kerkrade,Joey Muller,,,joey-muller,J. Muller,D,8,180.0,35,M,995322,EUR,967593600.0,D,8,8,False,51.0,41.0,10.0,5.0,0.0,11.0,16.0,31.0,36.0,2.0,,,,,85.0,72.0,6.4,16.0,,0,1.0,4.0,2.0,,3.0,3.0,1.0,1.0,3.0,,,1.0,,,,,3.0,1.0,,1.0,1.0,,,,,,,,,,
12924431,away,Roda JC Kerkrade,Joshua Schwirten,,,joshua-schwirten,J. Schwirten,M,10,182.0,26,M,1112877,EUR,1010361600.0,M,10,10,False,37.0,31.0,1.0,,0.0,10.0,12.0,21.0,30.0,1.0,,,,,90.0,50.0,6.9,13.0,1.0,2,2.0,3.0,1.0,,1.0,1.0,,,1.0,,,5.0,,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,
12924431,away,Roda JC Kerkrade,Lucas Beerten,,,lucas-beerten,L. Beerten,M,15,185.0,36,M,998867,EUR,1041724800.0,M,15,15,False,56.0,51.0,3.0,2.0,0.0,13.0,14.0,39.0,44.0,1.0,,,,,90.0,70.0,7.2,8.0,1.0,0,,2.0,5.0,2.0,1.0,3.0,1.0,1.0,,3.0,,2.0,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,
12924431,away,Roda JC Kerkrade,Ryan Yang Leijten,Ryan Lejten,,ryan-yang-leijten,R. Y. Leijten,M,20,191.0,36,M,1120952,EUR,1063843200.0,M,20,20,False,8.0,4.0,1.0,,0.0,1.0,3.0,3.0,5.0,,,,,,45.0,10.0,6.3,5.0,,0,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
