match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_interceptionWon,stat_outfielderBlock,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_penaltyWon,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,player_sofascoreId,stat_shotOffTarget,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded
11352309,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,28.0,19.0,16.0,7.0,14.0,18.0,5.0,10.0,9.0,2.0,4.0,4.0,90.0,38.0,7.1,9.0,0.0,0.0,0.00204068,0,-0.8911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352309,home,Brentford,Aaron Hickey,hickey-aaron,A. Hickey,D,2,185,842,M,966869,EUR,1023667200,D,2,2,False,25.0,22.0,1.0,1.0,17.0,18.0,5.0,7.0,4.0,,,,72.0,37.0,6.7,4.0,0.0318,0.0,0.0825992,1,,3.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11352309,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,22,22,False,42.0,34.0,6.0,3.0,28.0,31.0,6.0,11.0,6.0,,,,90.0,61.0,6.8,9.0,0.0,0.0,0.00857771,0,,5.0,5.0,,,,,8.0,2.0,2.0,1.0,,,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11352309,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,855864,EUR,738633600,D,5,5,False,18.0,13.0,3.0,1.0,8.0,10.0,5.0,8.0,2.0,,,,90.0,34.0,6.9,5.0,0.0,0.0,0.00152695,0,,1.0,6.0,,,,,10.0,3.0,2.0,,,,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11352309,home,Brentford,Kristoffer Ajer,kristoffer-ajer,K. Ajer,D,20,196,1144,M,576384,EUR,892771200,D,20,20,False,21.0,16.0,4.0,1.0,8.0,9.0,8.0,12.0,1.0,,,,84.0,36.0,6.5,8.0,0.0,0.0,0.0119155,0,,3.0,3.0,1.0,,,,6.0,,,,1.0,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11352309,home,Brentford,Rico Henry,rico-henry,R. Henry,D,3,175,712,M,599128,EUR,868320000,D,3,3,False,29.0,23.0,4.0,3.0,11.0,14.0,13.0,19.0,5.0,,,,90.0,51.0,7.4,14.0,0.0,0.0,0.62137,0,,6.0,7.0,2.0,4.0,3.0,,2.0,2.0,,1.0,2.0,3.0,2.0,1.0,,1.0,,2.0,,,1.0,4.0,1.0,2.0,,,,,,,,,,,,
11352309,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,799251,EUR,820454400,M,8,8,False,20.0,11.0,8.0,3.0,6.0,9.0,5.0,13.0,2.0,,,,49.0,37.0,6.6,16.0,0.0,0.0,0.0291826,0,,5.0,5.0,1.0,1.0,,,,2.0,1.0,3.0,1.0,,,,2.0,,,1.0,,,,2.0,,,1.0,,,,,,,,,,,
11352309,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,6,6,False,21.0,19.0,2.0,1.0,14.0,14.0,5.0,7.0,7.0,,,,72.0,38.0,6.3,5.0,0.0,0.0,0.010074,0,,3.0,2.0,,1.0,,,2.0,1.0,,,,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,True,1.0,,,,,,,,,
11352309,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,M,27,27,False,25.0,20.0,6.0,3.0,10.0,15.0,10.0,10.0,4.0,,,,90.0,33.0,6.7,7.0,0.0356,0.391,0.0116511,1,,3.0,4.0,2.0,,,,2.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,
11352309,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,927083,EUR,933984000,F,19,19,False,28.0,21.0,1.0,,11.0,12.0,11.0,20.0,3.0,,,,90.0,45.0,6.7,17.0,1.4007,1.0769,0.0313982,3,,12.0,3.0,3.0,1.0,,,,,,1.0,3.0,,3.0,2.0,2.0,1.0,,2.0,,,,4.0,1.0,,,,1.0,2.0,bryan_m19,1.0,1.0,,,,,
11352309,home,Brentford,Yoane Wissa,yoane-wissa,Y. Wissa,F,9,176,50158,M,805123,EUR,841708800,F,11,11,False,18.0,12.0,1.0,1.0,6.0,12.0,6.0,6.0,4.0,,,,72.0,36.0,7.9,8.0,0.2999,0.1493,0.0543627,3,,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,2.0,yowissa,,1.0,1.0,,,,
11352309,home,Brentford,Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,907072,EUR,962582400,M,24,24,True,13.0,12.0,3.0,2.0,5.0,5.0,7.0,9.0,6.0,,,,41.0,22.0,6.9,3.0,0.0746,0.1155,0.00506479,1,,3.0,2.0,,,,,,1.0,,1.0,1.0,,,,2.0,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,
11352309,home,Brentford,Mads Roerslev,mads-roerslev,M. Roerslev,D,2,184,428,M,826057,EUR,930182400,D,30,30,True,9.0,6.0,,,5.0,5.0,1.0,5.0,,,,,18.0,13.0,6.2,4.0,0.0306,0.0,0.00014611,1,,4.0,1.0,,,,1.0,,1.0,1.0,,,,,,4.0,,,,Mads,Roerslev,,1.0,,,,,,,,,,,,,,
11352309,home,Brentford,Kevin Schade,kevin-schade,K. Schade,M,7,183,3191,M,1006387,EUR,1006819200,M,9,9,True,1.0,,,,,,,1.0,,,,,18.0,5.0,6.2,4.0,0.3488,0.0,0.0,1,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,3.0,,,,,,,,,1.0,,,1.0,,,,,,
11352309,home,Brentford,Shandon Baptiste,shandon-baptiste,S. Baptiste,M,26,180,115,M,892111,EUR,891993600,M,26,26,True,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,18.0,5.0,6.6,1.0,0.0,0.0,0.00434586,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352309,home,Brentford,Zanka,zanka,Zanka,D,,189,466,M,26404,EUR,640828800,D,13,13,True,5.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,2.0,,,,11.0,8.0,7.4,1.0,0.0,0.0,0.111527,0,,,,,,,,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,
11352309,home,Brentford,Thomas Strakosha,thomas-strakosha,T. Strakosha,G,1,191,1714,M,227212,EUR,795571200,G,21,21,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352309,home,Brentford,Keane Lewis-Potter,keane-lewis-potter,K. Lewis-Potter,D,23,170,1089,M,972421,EUR,982800000,F,23,23,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352309,home,Brentford,Joshua Dasilva,joshua-dasilva,J. D. Silva,M,10,184,464,M,856260,EUR,909100800,M,10,10,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352309,home,Brentford,Yehor Yarmolyuk,yarmoliuk-yehor,Y. Yarmolyuk,M,18,180,2555,M,1031258,EUR,1078099200,M,33,33,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
