match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_dispossessed,stat_accurateCross,player_sofascoreId,stat_shotOffTarget,stat_totalOffside,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed
11352325,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,38.0,18.0,30.0,11.0,12.0,14.0,6.0,24.0,2.0,2.0,1.0,10.0,1.0,3.0,6.0,1.0,1.0,90.0,50.0,8.4,20.0,0.0139506,1.0,0,0.8404,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352325,home,Brentford,Zanka,zanka,Zanka,D,,189,466,M,26404,EUR,640828800,D,13,13,False,39.0,34.0,4.0,2.0,19.0,19.0,15.0,21.0,,1.0,1.0,6.0,,,,,,90.0,52.0,7.3,7.0,0.00646545,,1,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0222,0.0164,,,,,,,,,,,,,,,,,
11352325,home,Brentford,Kristoffer Ajer,kristoffer-ajer,K. Ajer,D,20,196,1144,M,576384,EUR,892771200,D,20,20,False,43.0,35.0,2.0,1.0,29.0,33.0,6.0,10.0,6.0,6.0,5.0,4.0,,,,,,90.0,56.0,7.3,8.0,0.00544597,,0,,,2.0,5.0,,,,2.0,1.0,,,2.0,2.0,,,,,,,,,,,,,,,
11352325,home,Brentford,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,22,22,False,34.0,28.0,4.0,2.0,18.0,19.0,10.0,15.0,,5.0,4.0,3.0,,,,,,90.0,48.0,7.5,7.0,0.0145348,,0,,,1.0,1.0,,,,1.0,,,,,,3.0,3.0,1.0,2.0,,,,,,,,,,,
11352325,home,Brentford,Mads Roerslev,mads-roerslev,M. Roerslev,D,2,184,428,M,826057,EUR,930182400,M,30,30,False,14.0,9.0,2.0,2.0,4.0,5.0,5.0,9.0,3.0,5.0,1.0,2.0,,,,,,90.0,23.0,6.5,8.0,0.00152692,,0,,,,4.0,,,,,,,,3.0,,1.0,,1.0,2.0,Mads,Roerslev,1.0,,,,,,,,
11352325,home,Brentford,Yehor Yarmolyuk,yarmoliuk-yehor,Y. Yarmolyuk,M,18,180,2555,M,1031258,EUR,1078099200,M,33,33,False,23.0,18.0,,,9.0,12.0,9.0,12.0,1.0,4.0,,6.0,,,,,,64.0,36.0,6.6,12.0,0.093485,,0,,1.0,,4.0,1.0,1.0,,1.0,1.0,,,1.0,,2.0,1.0,3.0,,,,3.0,,,,,,,,
11352325,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,M,27,27,False,34.0,32.0,2.0,2.0,16.0,18.0,17.0,19.0,,6.0,2.0,4.0,,,,,,90.0,51.0,7.5,5.0,0.0621269,,0,,3.0,1.0,4.0,,,,1.0,1.0,,,2.0,3.0,4.0,3.0,,2.0,,,,1.0,,,,,,,
11352325,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,799251,EUR,820454400,M,8,8,False,39.0,31.0,3.0,1.0,16.0,18.0,16.0,22.0,,4.0,,5.0,,,,,,86.0,53.0,6.7,11.0,0.0881399,,0,,1.0,2.0,8.0,3.0,2.0,,,2.0,,,3.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,
11352325,home,Brentford,Keane Lewis-Potter,keane-lewis-potter,K. Lewis-Potter,D,23,170,1089,M,972421,EUR,982800000,M,23,23,False,13.0,11.0,3.0,1.0,6.0,7.0,5.0,9.0,,2.0,,3.0,,,,,,73.0,25.0,6.4,10.0,0.194667,1.0,0,,3.0,2.0,6.0,4.0,1.0,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,
11352325,home,Brentford,Yoane Wissa,yoane-wissa,Y. Wissa,F,9,176,50158,M,805123,EUR,841708800,F,11,11,False,11.0,7.0,,,3.0,4.0,4.0,7.0,,4.0,,2.0,,,,,,73.0,22.0,6.8,9.0,0.0083295,1.0,1,,,,3.0,2.0,1.0,,,1.0,0.1744,,,,1.0,1.0,3.0,2.0,,,1.0,,yowissa,1.0,2.0,,,,
