match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalCross,stat_accurateCross,stat_keyPass,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_totalOffside,stat_bigChanceMissed
10407025,home,Cercle Brugge,Radosław Majecki,radoslaw-majecki,R. Majecki,G,1,191,1537,M,849114,EUR,942710400,G,1,1,False,28.0,12.0,26.0,10.0,3.0,5.0,9.0,23.0,13.0,5.0,6.0,90.0,39.0,7.6,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407025,home,Cercle Brugge,Boris Popović,boris-popovic,B. Popović,D,5,189,111,M,902050,EUR,951523200,D,5,5,False,27.0,9.0,9.0,1.0,6.0,14.0,3.0,13.0,4.0,,,90.0,41.0,6.3,23.0,0,,,3.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10407025,home,Cercle Brugge,Jean Marcelin,jean-marcelin,J. Marcelin,D,24,197,240,M,916035,EUR,950313600,D,24,24,False,19.0,14.0,5.0,3.0,11.0,12.0,3.0,7.0,6.0,,,61.0,34.0,7.1,8.0,1,,,6.0,6.0,10.0,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
10407025,home,Cercle Brugge,Jesper Daland,jesper-daland,J. Daland,D,2,188,224,M,958915,EUR,947116800,D,4,4,False,31.0,22.0,6.0,2.0,13.0,15.0,9.0,16.0,6.0,,,90.0,39.0,6.7,11.0,0,,,4.0,4.0,6.0,,3.0,,,2.0,3.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,
10407025,home,Cercle Brugge,Hugo Siquet,hugo-siquet,H. Siquet,D,41,180,607,M,983041,EUR,1026172800,M,41,41,False,16.0,3.0,1.0,,1.0,5.0,3.0,17.0,6.0,,,45.0,38.0,6.8,22.0,0,,,1.0,2.0,3.0,,,,1.0,3.0,,1.0,,,,1.0,1.0,1.0,1.0,6.0,1.0,1.0,,,,,,,,,,
10407025,home,Cercle Brugge,Leonardo Lopes,leonardo-lopes,L. Lopes,M,22,168,202,M,783478,EUR,912384000,M,22,22,False,20.0,15.0,1.0,,5.0,6.0,10.0,14.0,8.0,,,90.0,29.0,6.2,8.0,1,,,1.0,6.0,2.0,1.0,1.0,,,1.0,2.0,,1.0,1.0,,1.0,,,2.0,,,,,,,,,,,,,
10407025,home,Cercle Brugge,Abu Francis,francis-abu,A. Francis,M,17,182,1501,M,988801,EUR,988329600,M,17,17,False,39.0,26.0,4.0,2.0,11.0,14.0,15.0,26.0,12.0,,,90.0,53.0,7.3,14.0,1,,,2.0,5.0,6.0,1.0,,,2.0,,1.0,2.0,,,,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,
10407025,home,Cercle Brugge,Olivier Deman,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,M,23,23,False,42.0,24.0,10.0,3.0,10.0,16.0,14.0,28.0,8.0,,,90.0,77.0,6.6,29.0,1,,,,7.0,3.0,1.0,3.0,,1.0,,4.0,1.0,1.0,1.0,,2.0,2.0,,2.0,2.0,,1.0,,1.0,,,,,,,,
10407025,home,Cercle Brugge,Thibo Somers,somers-thibo,T. Somers,F,24,183,225,M,1002804,EUR,921542400,F,34,34,False,15.0,8.0,1.0,,1.0,2.0,7.0,15.0,2.0,,,90.0,43.0,7.6,17.0,1,,,5.0,6.0,8.0,1.0,2.0,,1.0,3.0,4.0,,,,,3.0,1.0,1.0,1.0,2.0,,,,,,,True,1.0,1.0,,,
10407025,home,Cercle Brugge,Yann Gboho,yann-gboho,Y. Gboho,F,10,173,972,M,911851,EUR,979430400,F,11,11,False,8.0,6.0,,,,,6.0,8.0,1.0,,,61.0,21.0,6.4,10.0,0,,,,5.0,1.0,2.0,,,,4.0,1.0,,3.0,,,,,,,,,1.0,,1.0,,,,,,,,
