match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_interceptionWon,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_wonContest,stat_fouls,captain,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_goalAssist,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches
10388291,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,25.0,17.0,11.0,3.0,16.0,18.0,1.0,7.0,1.0,16.0,3.0,2.0,2.0,90.0,39.0,6.3,8.0,0.0,0.0,0.00033639,0,-1.3175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388291,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,D,20,20,False,56.0,46.0,4.0,2.0,23.0,27.0,23.0,29.0,1.0,3.0,,,,76.0,77.0,6.1,10.0,0.111,0.0,0.0702926,3,,,,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388291,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,False,62.0,50.0,7.0,2.0,33.0,36.0,17.0,26.0,3.0,9.0,,,,90.0,73.0,6.7,13.0,0.0,0.0,0.00698423,0,,,,2.0,4.0,,,,2.0,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388291,home,VfL Wolfsburg,Maxence Lacroix,maxence-lacroix,M. Lacroix,D,5,192,6983,M,879674,EUR,954979200,D,4,4,False,60.0,52.0,6.0,3.0,44.0,47.0,8.0,13.0,4.0,7.0,,,,90.0,75.0,6.6,10.0,0.0,0.0,0.00600324,0,,,,5.0,4.0,2.0,,,,,,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10388291,home,VfL Wolfsburg,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12555,M,998247,EUR,987638400,D,5,5,False,71.0,61.0,6.0,1.0,38.0,40.0,23.0,31.0,,4.0,,,,90.0,98.0,6.8,13.0,0.0,0.0,0.05308,0,,,,3.0,8.0,1.0,,,3.0,3.0,,1.0,1.0,3.0,1.0,,1.0,,1.0,mickyvdven,3.0,1.0,,,,,,,,,,,,
10388291,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,False,16.0,8.0,4.0,,4.0,8.0,4.0,8.0,1.0,2.0,,,,45.0,29.0,6.4,13.0,0.0,0.0,0.00328175,0,,,,4.0,4.0,,,,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,,3.0,1.0,,1.0,,,,,,,,,,,,,
10388291,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,56.0,43.0,15.0,10.0,19.0,24.0,25.0,41.0,2.0,12.0,,,,90.0,85.0,8.2,22.0,0.0327,0.0,0.603802,1,,,,2.0,8.0,,1.0,,4.0,1.0,2.0,1.0,,2.0,1.0,,,1.0,2.0,,2.0,1.0,True,9.0,1.0,1.0,,,,,,,,
10388291,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,M,39,39,False,29.0,21.0,1.0,1.0,3.0,4.0,19.0,28.0,,2.0,,,,67.0,53.0,7.0,17.0,0.0368,0.0,0.357986,1,,,,9.0,5.0,2.0,1.0,,2.0,2.0,1.0,1.0,,4.0,1.0,3.0,,3.0,,,3.0,2.0,,3.0,1.0,1.0,1.0,,,,,,,
10388291,home,VfL Wolfsburg,Josip Brekalo,josip-brekalo,J. Brekalo,M,7,175,2234,M,357598,EUR,898560000,M,14,14,False,38.0,29.0,1.0,,12.0,14.0,17.0,25.0,,5.0,,,,56.0,43.0,6.3,11.0,0.0,0.0,0.0158785,0,,,,4.0,2.0,1.0,,,,,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,
10388291,home,VfL Wolfsburg,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196340,M,873554,EUR,918345600,M,33,33,False,26.0,16.0,2.0,1.0,7.0,9.0,9.0,18.0,,6.0,,,,67.0,45.0,6.3,17.0,0.087,0.0,0.0128893,1,,,,11.0,10.0,1.0,,1.0,1.0,,,5.0,2.0,6.0,1.0,,,2.0,4.0,OMarmoush,3.0,2.0,,1.0,,,,,,,,,,
