match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_possessionLostCtrl,stat_expectedGoals,stat_keyPass,captain,stat_duelLost,stat_fouls,stat_shotOffTarget,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_expectedGoalsOnTarget,stat_aerialLost,stat_dispossessed,stat_wasFouled,player_sofascoreId,stat_goalAssist,stat_challengeLost,stat_unsuccessfulTouch,stat_errorLeadToAShot,stat_wonTackle,stat_totalOffside,stat_hitWoodwork,stat_punches,stat_outfielderBlock
11352501,home,Newcastle United,Martin Dúbravka,,,martin-dubravka,M. Dúbravka,G,1,190,3081,M,42209,EUR,600825600,G,1,1,False,10.0,10.0,1.0,1.0,10.0,10.0,11.0,2.0,2.0,4.0,90.0,25.0,7.7,5.628e-05,0,0.3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352501,home,Newcastle United,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,980634,EUR,1037059200,D,21,21,False,62.0,59.0,1.0,1.0,16.0,16.0,4.0,,,,84.0,75.0,7.8,0.15763,1,,44.0,49.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0414,2.0,,,,,,,,,,,,,,,,,,,,,,
11352501,home,Newcastle United,Jamaal Lascelles,,,jamaal-lascelles,J. Lascelles,D,24,188,1036,M,153444,EUR,752976000,D,6,6,False,96.0,87.0,5.0,2.0,43.0,46.0,7.0,,,,90.0,102.0,7.4,0.0195271,0,,44.0,50.0,,,9.0,9.0,,,,,4.0,,9.0,,,True,1.0,1.0,,,,,,,,,,,,,,,,,,,
11352501,home,Newcastle United,Fabian Schär,,,fabian-schar,F. Schär,D,5,186,3172,M,101882,EUR,693187200,D,5,5,False,11.0,9.0,3.0,1.0,6.0,6.0,1.0,,,,14.0,13.0,6.6,0.00299274,1,,3.0,5.0,,,,,,,,,,,2.0,0.0068,,,,,1.0,,,,,,,,,,,,,,,,,,
11352501,home,Newcastle United,Dan Burn,,,dan-burn,D. Burn,D,33,201,4473,M,99090,EUR,705369600,D,33,33,False,73.0,64.0,5.0,1.0,35.0,37.0,3.0,,,,84.0,83.0,8.0,0.0140728,2,,29.0,36.0,,,7.0,8.0,,,,,1.0,4.0,10.0,0.7582,,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0941,,,,,,,,,,,,,
11352501,home,Newcastle United,Sean Longstaff,,,sean-longstaff,S. Longstaff,M,8,187,1652,M,866191,EUR,878169600,M,36,36,False,55.0,52.0,,,18.0,19.0,5.0,,,,90.0,71.0,7.2,0.146604,3,,34.0,37.0,1.0,,,4.0,3.0,1.0,,1.0,,,7.0,0.3236,2.0,,4.0,,1.0,1.0,1.0,,1.0,0.5892,1.0,1.0,2.0,,,,,,,,,,
11352501,home,Newcastle United,Bruno Guimarães,,,bruno-guimaraes,B. Guimarães,M,39,182,31550,M,866469,EUR,879638400,M,39,39,False,118.0,106.0,10.0,7.0,26.0,26.0,5.0,,,,90.0,141.0,9.3,0.877188,2,,81.0,96.0,4.0,1.0,,9.0,6.0,4.0,2.0,,,,19.0,0.1296,5.0,,5.0,1.0,1.0,,1.0,,,0.1006,,,5.0,BrunoGuimarães,1.0,2.0,1.0,,,,,,
11352501,home,Newcastle United,Joelinton,,,joelinton,Joelinton,M,7,186,10098,M,560128,EUR,839980800,M,7,7,False,13.0,11.0,1.0,1.0,2.0,3.0,4.0,,,,36.0,17.0,6.3,0.0280705,0,,9.0,10.0,,,,,,,,,,,4.0,,,,1.0,,,,,,,,,1.0,,joelinton34,,,,1.0,,,,,
11352501,home,Newcastle United,Miguel Almirón,,,miguel-almiron,M. Almirón,M,10,174,8461,M,333373,EUR,760838400,F,24,24,False,72.0,65.0,1.0,1.0,11.0,12.0,3.0,,,,90.0,88.0,8.3,0.105482,5,,55.0,63.0,3.0,1.0,,4.0,4.0,1.0,,3.0,,,12.0,1.1723,3.0,,4.0,1.0,1.0,,1.0,1.0,3.0,0.9766,,,,miguel_almiron,,,,,2.0,1.0,,,
11352501,home,Newcastle United,Callum Wilson,,,callum-wilson,C. Wilson,F,9,180,3241,M,113956,EUR,699148800,F,9,9,False,8.0,5.0,,,,,1.0,,,,90.0,29.0,6.8,0.0261746,4,,5.0,8.0,,,,4.0,6.0,1.0,,2.0,,,11.0,0.2807,1.0,,11.0,1.0,1.0,,1.0,,,0.018,2.0,2.0,3.0,,,1.0,1.0,,,1.0,1.0,,
