match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,captain,stat_challengeLost,stat_shotOffTarget,stat_penaltyConceded,stat_fouls,player_sofascoreId,stat_goalAssist,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,player_firstName,player_lastName,stat_goals,stat_totalOffside,stat_penaltyWon,stat_punches,stat_lastManTackle,stat_errorLeadToAShot,stat_errorLeadToAGoal
11352252,home,Brighton & Hove Albion,Jason Steele,jason-steele,J. Steele,G,23,188,538,M,31867,EUR,650937600,G,23,23,False,34.0,34.0,3.0,3.0,33.0,33.0,1.0,1.0,8.0,2.0,1.0,2.0,90.0,41.0,7.0,0.0,0.0,0.00020135,0,0.1127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352252,home,Brighton & Hove Albion,James Milner,james-milner,J. Milner,M,20,175,3367,M,791,EUR,505180800,D,6,6,False,33.0,31.0,3.0,2.0,13.0,13.0,18.0,22.0,4.0,,,,79.0,53.0,7.1,0.0,0.0,0.0167394,0,,2.0,5.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352252,home,Brighton & Hove Albion,Jan Paul van Hecke,jan-paul-van-hecke,J. P. van Hecke,D,6,189,3186,M,962012,EUR,960422400,D,29,29,False,74.0,72.0,2.0,1.0,54.0,55.0,18.0,19.0,3.0,,,,90.0,87.0,7.3,0.0159,0.2187,0.00365025,1,,,6.0,5.0,6.0,6.0,1.0,1.0,1.0,,3.0,1.0,6.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11352252,home,Brighton & Hove Albion,Lewis Dunk,lewis-dunk,L. Dunk,D,5,190,1911,M,115365,EUR,690681600,D,5,5,False,118.0,110.0,6.0,1.0,66.0,67.0,44.0,51.0,6.0,,,,90.0,127.0,6.6,0.1182,0.0,0.586177,2,,,1.0,,2.0,1.0,1.0,1.0,2.0,,11.0,,1.0,,,True,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11352252,home,Brighton & Hove Albion,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14887,M,805465,EUR,885340800,D,30,30,False,82.0,70.0,1.0,,23.0,27.0,50.0,62.0,6.0,,,,90.0,101.0,8.4,0.1049,0.1571,0.860694,3,,7.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,,17.0,2.0,,,,,,,,2.0,pervisestupinan,1.0,3.0,1.0,1.0,2.0,1.0,6.0,,,,,,,,,,,,
11352252,home,Brighton & Hove Albion,Pascal Groß,pascal-gross,P. Groß,M,30,181,4733,M,48480,EUR,676944000,M,13,13,False,73.0,66.0,6.0,4.0,32.0,33.0,35.0,46.0,3.0,,,,90.0,97.0,8.3,0.4963,0.5969,0.456669,3,,6.0,,2.0,1.0,6.0,2.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,,,2.0,,,pascalgross65,,1.0,1.0,1.0,1.0,,6.0,1.0,1.0,1.0,,,,,,,,,
11352252,home,Brighton & Hove Albion,Mahmoud Dahoud,mahmoud-dahoud,M. Dahoud,M,18,177,1881,M,341589,EUR,820454400,M,8,8,False,45.0,40.0,4.0,3.0,23.0,23.0,18.0,23.0,9.0,,,,74.0,54.0,7.0,0.0395,0.0,0.104498,2,,1.0,,,3.0,2.0,2.0,1.0,2.0,,7.0,,,,,,,1.0,,3.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,,
11352252,home,Brighton & Hove Albion,Solly March,solly-march,S. March,M,7,180,1255,M,301288,EUR,774662400,M,7,7,False,31.0,23.0,2.0,1.0,8.0,9.0,15.0,24.0,4.0,,,,74.0,51.0,7.5,0.4038,0.8889,0.0185244,3,,2.0,1.0,1.0,8.0,5.0,1.0,1.0,1.0,1.0,17.0,2.0,1.0,,,,,,,1.0,,,,4.0,2.0,,1.0,2.0,4.0,,,,,1.0,1.0,,,,,
11352252,home,Brighton & Hove Albion,João Pedro,joao-pedro,J. Pedro,F,20,182,97251,M,975079,EUR,1001462400,M,9,9,False,29.0,23.0,3.0,2.0,3.0,3.0,20.0,26.0,5.0,,,,88.0,54.0,7.8,1.3499,1.1872,0.0329176,4,,,1.0,,7.0,7.0,2.0,2.0,3.0,5.0,14.0,2.0,1.0,,,,,1.0,,1.0,joaopedro,,,3.0,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,
11352252,home,Brighton & Hove Albion,Kaoru Mitoma,mitoma-kaoru,K. Mitoma,M,22,178,20820,M,936849,EUR,864086400,M,22,22,False,43.0,41.0,,,7.0,7.0,35.0,40.0,4.0,,,,90.0,58.0,8.1,0.0184,0.0,0.617281,1,,4.0,,1.0,1.0,6.0,1.0,,2.0,3.0,10.0,,,,,,,1.0,,1.0,KaoruM,1.0,1.0,2.0,1.0,1.0,,5.0,,,,,,,,,,,,
