match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,stat_totalCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_outfielderBlock,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue
13981499,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190.0,15444,M,MMaignan,191210,EUR,804729600,G,16,16,False,True,28.0,21.0,9.0,2.0,0.0,21.0,22.0,6.0,6.0,1.0,1.0,90.0,32.0,5.9,7.0,0.0002706,0,-0.9764,0.06,0.01,-0.14,-0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981499,home,Milan,Koni De Winter,de-winter-koni,K. De Winter,D,5,191.0,3255,M,,1001828,EUR,1023840000,D,5,5,False,,72.0,66.0,2.0,1.0,0.0,33.0,34.0,38.0,3.0,,,90.0,80.0,6.5,7.0,0.0131074,1,,0.11,0.22,-0.38,,,,33.0,1.0,2.0,3.0,6.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.035,-0.15,,,,,,,,,,,,,,,,,,,,,
13981499,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185.0,3401,M,,826195,EUR,940464000,D,46,46,False,,61.0,59.0,6.0,4.0,0.0,31.0,31.0,30.0,2.0,,,90.0,70.0,6.5,3.0,0.00784872,2,,0.23,-0.3,-0.21,,,,28.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,1.0,,,1.0,0.0707,-0.22,1.0,1.0,1.0,0.0425,,,,,,,,,,,,,,,,,
13981499,home,Milan,Strahinja Pavlović,strahinja-pavlovic,S. Pavlović,D,31,194.0,8727,M,strahinjapavlovic,965893,EUR,990662400,D,31,31,False,,66.0,58.0,4.0,3.0,0.0,29.0,30.0,36.0,3.0,,,90.0,83.0,7.2,13.0,0.100645,0,,0.25,0.36,-0.34,,,,29.0,1.0,7.0,2.0,10.0,,5.0,1.0,1.0,,,,,,2.0,,,,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,,,
13981499,home,Milan,Luka Modrić,luka-modric,L. Modrić,M,14,173.0,354764,M,LModric10,15466,EUR,495072000,M,14,14,False,,104.0,101.0,8.0,8.0,1.0,29.0,30.0,74.0,7.0,,,90.0,121.0,9.2,10.0,0.365878,1,,1.0,0.4,-0.05,,,,72.0,,,5.0,6.0,1.0,,2.0,2.0,,2.0,,0.0431,-0.16,5.0,,,,2.0,4.0,2.0,,,4.0,2.0,1.0,1.0,,,,,,,,
13981499,home,Milan,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180.0,7592,M,AS56,901891,EUR,930441600,M,56,56,False,,59.0,53.0,2.0,2.0,0.0,17.0,19.0,40.0,7.0,,,90.0,100.0,8.0,16.0,0.212654,3,,0.46,0.35,-0.06,,,,36.0,,1.0,5.0,14.0,2.0,,3.0,2.0,,3.0,,0.3309,-0.33,4.0,1.0,1.0,0.0695,3.0,9.0,7.0,2.0,1.0,3.0,,,,1.0,,,,,,,
13981499,home,Milan,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,185.0,6182,M,YFofana19_,945062,EUR,915926400,M,19,19,False,,66.0,56.0,,,0.0,16.0,17.0,49.0,5.0,,,90.0,82.0,7.0,12.0,0.649975,2,,0.48,0.16,-0.18,,,,40.0,2.0,2.0,6.0,5.0,,,,,,3.0,,0.0575,-0.22,,,1.0,0.4421,2.0,,,2.0,,4.0,,2.0,,,1.0,,,,,,
13981499,home,Milan,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182.0,4118,M,,930189,EUR,998352000,M,4,4,False,,63.0,59.0,6.0,6.0,1.0,20.0,20.0,43.0,4.0,,,90.0,77.0,7.5,7.0,0.0540527,2,,0.31,0.28,0.14,,,,39.0,,,,3.0,1.0,1.0,1.0,1.0,,2.0,,0.0625,-0.31,,,,,,,,,3.0,1.0,,,1.0,,1.0,,,,,,
13981499,home,Milan,Davide Bartesaghi,davide-bartesaghi,D. Bartesaghi,D,33,193.0,5573,M,,1390489,EUR,1135814400,M,33,33,False,,33.0,30.0,1.0,1.0,0.0,9.0,9.0,24.0,2.0,,,76.0,59.0,6.9,11.0,0.233406,2,,0.27,0.02,-0.11,,,,21.0,,,5.0,5.0,,1.0,2.0,2.0,,2.0,1.0,0.0585,-0.14,6.0,,1.0,0.0248,1.0,2.0,1.0,,1.0,3.0,2.0,2.0,,,1.0,1.0,,,,,
13981499,home,Milan,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182.0,32556,M,sant.gimenez,892141,EUR,987552000,F,7,7,False,,10.0,8.0,,,0.0,5.0,6.0,4.0,3.0,,,76.0,20.0,5.8,6.0,0.00321137,1,,-0.26,-0.03,-0.02,,,,3.0,,,4.0,1.0,1.0,,1.0,1.0,,,2.0,0.0906,-0.53,,,,,,3.0,,,1.0,1.0,,,,1.0,,,,,,,
