match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_topSpeed,stat_kilometersCovered,stat_numberOfSprints,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_metersCoveredWalkingKm,stat_metersCoveredJoggingKm,stat_metersCoveredRunningKm,stat_metersCoveredHighSpeedRunningKm,stat_metersCoveredSprintingKm,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_bigChanceCreated,stat_dispossessed,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_aerialLost,stat_shotOffTarget,stat_goals,captain,player_sofascoreId,stat_blockedScoringAttempt,stat_ownGoals,stat_totalOffside,stat_errorLeadToAShot,stat_hitWoodwork,stat_accurateCross
14566745,home,Club Brugge KV,Nordin Jackers,nordin-jackers,N. Jackers,G,29,185,425,M,361722,EUR,873417600,G,29,29,False,27.0,13.0,22.0,8.0,0.0,9.0,9.0,4.0,18.0,1.0,1.0,1.0,5.0,1.0,3.0,4.0,1.0,90.0,38.0,6.9,14.0,0.00141344,19.26,5.07728,0.0,15.381862046655,3.0,7.035,3.78,0.6472,0,-0.8874,0.14,0.01,-0.23,0.34,3.61,1.31,0.13,0.02,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14566745,home,Club Brugge KV,Kyriani Sabbe,kyriani-sabbe,K. Sabbe,D,64,176,1052,M,1101258,EUR,1106697600,D,64,64,False,17.0,13.0,2.0,,0.0,9.0,10.0,4.0,7.0,,6.0,4.0,3.0,,,,,90.0,42.0,6.4,9.0,0.0171561,29.808,11.39662,15.0,90.710689786348,9.0,54.915,18.165,,0,,0.02,0.05,-0.39,,2.83,5.75,1.76,0.77,0.28,,,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
14566745,home,Club Brugge KV,Joel Ordóñez,joel-ordonez,J. Ordóñez,D,4,188,4938,M,1187275,EUR,1082505600,D,4,4,False,13.0,10.0,2.0,,0.0,9.0,10.0,1.0,3.0,,1.0,6.0,2.0,,,,,90.0,22.0,6.2,3.0,0.00041865,29.052,9.91906,8.0,24.983977099205,4.0,-8.505,5.775,,0,,-0.02,-0.02,-0.23,,3.14,4.96,1.21,0.45,0.16,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14566745,home,Club Brugge KV,Brandon Mechele,brandon-mechele,B. Mechele,D,44,188,827,M,248331,EUR,728179200,D,44,44,False,12.0,10.0,3.0,1.0,0.0,7.0,7.0,3.0,5.0,,,9.0,4.0,,,,,90.0,27.0,6.4,2.0,0.00040114,30.6,9.85871,8.0,12.887796525081,2.0,-0.315,1.89,,0,,0.03,0.01,-0.12,,3.13,4.91,1.16,0.47,0.19,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
14566745,home,Club Brugge KV,Joaquin Seys,joaquin-seys,J. Seys,D,65,178,1484,M,1395881,EUR,1111968000,D,65,65,False,23.0,18.0,2.0,,0.0,9.0,13.0,9.0,10.0,,6.0,2.0,3.0,,,,,90.0,50.0,6.3,11.0,0.0293374,30.06,11.0313,9.0,59.175525782438,8.0,14.175,11.235,,1,,0.16,0.11,-0.58,,2.89,5.71,1.64,0.56,0.23,,,,4.0,1.0,1.0,2.0,5.0,3.0,1.0,,,3.0,1.0,1.0,1.0,0.1498,0.3199,1.0,-0.45,,,,,,,,,,,,,,,
14566745,home,Club Brugge KV,Aleksandar Stanković,aleksandar-stankovic,A. Stanković,M,25,187,2865,M,1153957,EUR,1123027200,M,25,25,False,23.0,15.0,5.0,3.0,0.0,8.0,12.0,7.0,11.0,,1.0,3.0,6.0,,,,,90.0,30.0,6.7,8.0,0.50428,29.304,11.94649,12.0,28.924465464737,6.0,-1.05,5.46,,0,,0.35,0.02,-0.16,,2.89,5.87,2.03,0.88,0.28,,,,1.0,,,1.0,,,,1.0,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,
14566745,home,Club Brugge KV,Raphael Onyedika,raphael-onyedika,R. Onyedika,M,15,184,6286,M,1129862,EUR,987638400,M,15,15,False,15.0,15.0,2.0,2.0,0.0,9.0,9.0,6.0,6.0,,1.0,1.0,2.0,,,,,84.0,22.0,6.4,3.0,0.0051764,28.116,9.89089,7.0,119.35724497991,10.0,75.915,47.25,,0,,0.22,0.18,-0.15,,2.7,4.86,1.55,0.62,0.16,,,,5.0,,,,1.0,1.0,1.0,,,1.0,,,2.0,,,1.0,,,2.0,48.878549937575,1.0,,,,,,,,,,,
14566745,home,Club Brugge KV,Carlos Forbs,carlos-borges,C. Forbs,F,9,169,11143,M,1069486,EUR,1079654400,M,9,9,False,10.0,9.0,,,1.0,3.0,3.0,6.0,7.0,,3.0,,3.0,,,,,78.0,24.0,9.8,6.0,0.258566,32.328,8.75677,25.0,157.49092387413,10.0,137.025,27.405,,3,,0.37,0.92,-0.13,,2.71,3.63,1.17,0.74,0.5,Carlos Forbs,,,4.0,2.0,,1.0,2.0,,2.0,1.0,,,1.0,2.0,1.0,1.434,1.5986,1.0,0.82,1.0,1.0,128.19781564619,6.0,1.0,1.0,2.0,,,,,,,,
14566745,home,Club Brugge KV,Hans Vanaken,hans-vanaken,H. Vanaken,M,20,194,2937,M,118085,EUR,714614400,M,20,20,False,44.0,34.0,8.0,4.0,1.0,19.0,21.0,15.0,23.0,2.0,7.0,3.0,6.0,,,,,90.0,62.0,7.1,13.0,0.29117,30.528,11.30788,12.0,58.399190717738,9.0,11.13,6.51,,0,,0.41,0.09,-0.14,,2.91,5.8,1.7,0.63,0.28,,,,8.0,4.0,3.0,2.0,2.0,1.0,1.0,,,1.0,,,1.0,,,4.0,,1.0,1.0,,,5.0,,,True,,,,,,,
14566745,home,Club Brugge KV,Christos Tzolis,tzolis-christos,C. Tzolis,M,8,180,9510,M,1031259,EUR,1012348800,M,8,8,False,23.0,16.0,3.0,2.0,1.0,8.0,11.0,8.0,12.0,1.0,5.0,4.0,4.0,,,,,90.0,41.0,6.7,13.0,0.186665,31.968,11.52994,25.0,172.16853085983,14.0,57.015,18.27,,3,,0.33,0.37,-0.61,,3.11,5.23,1.72,0.92,0.55,,,3.0,2.0,,,,3.0,1.0,2.0,1.0,,1.0,,2.0,,0.1502,0.0396,2.0,-0.52,2.0,1.0,84.904319597541,5.0,,,,,absolute_christostzolis,1.0,1.0,1.0,,,
