match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_totalContest,stat_wasFouled,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_aerialLost,stat_errorLeadToAShot,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_shotOffTarget,stat_goals,captain,stat_goodHighClaim,stat_totalOffside
12436948,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,44.0,37.0,20.0,13.0,1.0,32.0,33.0,5.0,11.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,90.0,48.0,7.8,7.0,0.0130665,1.0,0,0.3824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436948,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,False,63.0,58.0,2.0,1.0,0.0,30.0,33.0,28.0,30.0,,1.0,,3.0,5.0,,,,,,90.0,78.0,7.1,6.0,0.0181941,,0,,Rico Lewis,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12436948,home,Manchester City,Abdukodir Khusanov,abdukodir-khusanov,A. Khusanov,D,45,186,85407,M,abdukodir_khusanov,1194333,EUR,1078012800,D,45,45,False,67.0,63.0,6.0,2.0,0.0,45.0,47.0,18.0,20.0,2.0,3.0,,5.0,5.0,,,,,,90.0,75.0,7.0,6.0,0.00506827,,0,,,,2.0,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
12436948,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22354,M,johnstones5,152077,EUR,770083200,D,5,5,False,49.0,46.0,4.0,3.0,0.0,36.0,36.0,10.0,13.0,1.0,4.0,,5.0,3.0,,,,,,90.0,60.0,7.4,4.0,0.00347056,,0,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
12436948,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,52.0,43.0,4.0,3.0,0.0,17.0,20.0,26.0,33.0,2.0,6.0,,1.0,4.0,,,,,,87.0,68.0,7.1,13.0,0.0339264,1.0,0,,,,3.0,3.0,1.0,2.0,2.0,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,
12436948,home,Manchester City,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,14,14,False,103.0,100.0,2.0,1.0,0.0,39.0,40.0,61.0,63.0,,4.0,,,4.0,,,,,,90.0,114.0,7.3,6.0,0.0419383,,0,,,,1.0,,1.0,3.0,,3.0,,,,1.0,,1.0,,,,,,,,,,,,,,
12436948,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,19,19,False,79.0,77.0,2.0,,1.0,29.0,29.0,49.0,51.0,,1.0,,2.0,,,,,,,87.0,85.0,7.3,3.0,0.0951022,2.0,0,,,,1.0,,1.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,
12436948,home,Manchester City,Savinho,savio,Savinho,M,26,176,52457,M,Savinho,1046795,EUR,1081555200,M,26,26,False,41.0,39.0,3.0,3.0,1.0,14.0,16.0,25.0,27.0,,6.0,1.0,,6.0,,,,,,90.0,71.0,7.0,16.0,0.133948,1.0,3,,,,10.0,9.0,2.0,1.0,1.0,1.0,,3.0,,,2.0,,,,4.0,1.0,2.0,1.0,0.448,0.624,,,,,,
12436948,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,False,37.0,33.0,1.0,1.0,0.0,8.0,9.0,28.0,32.0,,2.0,1.0,1.0,2.0,,,,,,76.0,54.0,7.2,11.0,0.192392,3.0,1,,,,4.0,4.0,1.0,,,2.0,,1.0,,,4.0,,,3.0,1.0,,,1.0,0.0286,,,,,,,
12436948,home,Manchester City,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196585,M,OMarmoush,873554,EUR,918345600,M,7,7,False,16.0,14.0,,,0.0,2.0,2.0,15.0,19.0,,3.0,,1.0,3.0,,,,,,76.0,40.0,9.6,11.0,0.164607,,4,,,,5.0,2.0,3.0,,,4.0,1.0,,,2.0,5.0,,,3.0,1.0,,3.0,,0.7056,1.0395,1.0,1.0,3.0,,,
