match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,confirmed,isHome,id,incidentClass,player_id,player_name,length,injury,rescinded,from,period,reason
11409182,FT,1.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
11409182,,,,,90,5.0,,1,,,varDecision,False,False,20202.0,penaltyAwarded,1015826.0,Chiquinho,,,,,,
11409182,,,,,90,0.0,,1,,,injuryTime,,,,,,,8.0,,,,,
11409182,,,,,85,,5095.0,6,305.0,2395.0,substitution,,False,122012590.0,regular,,,,False,,,,
11409182,,,,,85,,5077.0,6,323.0,2377.0,substitution,,True,122012589.0,regular,,,,False,,,,
11409182,,,,,84,,4988.0,7,412.0,2288.0,substitution,,False,122012588.0,regular,,,,False,,,,
11409182,,,,,79,,4697.0,12,703.0,1997.0,substitution,,True,122012587.0,regular,,,,False,,,,
11409182,,,,,78,,4639.0,13,761.0,1939.0,substitution,,True,122012586.0,regular,,,,False,,,,
11409182,,,,,78,,4631.0,13,769.0,1931.0,substitution,,True,122012585.0,regular,,,,False,,,,
11409182,,,,,68,,4023.0,23,1377.0,1323.0,substitution,,True,122012584.0,regular,,,,False,,,,
11409182,,,,,65,,3851.0,26,1549.0,1151.0,card,,False,120895785.0,yellow,927166.0,Riccieli,,,False,,,
11409182,,,,,64,,3780.0,27,1620.0,1080.0,card,,True,120895784.0,yellow,374560.0,Amine Oudrhiri,,,False,,,
11409182,,,,,63,,3729.0,28,1671.0,1029.0,substitution,,False,122012583.0,regular,,,,False,,,,
11409182,,,,,62,,3690.0,29,1710.0,990.0,substitution,,False,122012581.0,regular,,,,False,,,,
11409182,,,,,62,,3684.0,29,1716.0,984.0,substitution,,False,122012582.0,regular,,,,False,,,,
11409182,,,,,54,,,37,,,card,,False,120895783.0,yellow,980797.0,Mirko Topić,,,False,,,
11409182,,1.0,1.0,,49,,,42,,,goal,,True,172289444.0,ownGoal,980797.0,Mirko Topić,,,,owngoal,period2,
11409182,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
11409182,,,,,26,,1542.0,20,1158.0,1542.0,card,,False,120895782.0,yellow,862194.0,Zaydou Youssouf,,,False,,,Foul
11409182,,0.0,1.0,,11,,638.0,35,2062.0,638.0,goal,,False,172289440.0,regular,332257.0,Jhonder Cádiz,,,,heading,period1,
