match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_wonContest,stat_outfielderBlock,stat_accurateCross,stat_dispossessed,captain,stat_penaltyMiss,stat_bigChanceCreated,stat_totalOffside,stat_blockedScoringAttempt,stat_challengeLost,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_clearanceOffLine,stat_penaltyConceded,stat_goalAssist
11369894,home,KRC Genk,Maarten Vandevoordt,maarten-vandevoordt,M. Vandevoordt,G,26,192,1417,M,934385,EUR,1014681600,G,26,26,False,35.0,29.0,16.0,10.0,26.0,29.0,3.0,6.0,5.0,1.0,2.0,90.0,41.0,6.7,6.0,0.00130486,0,-0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369894,home,KRC Genk,Daniel Muñoz,daniel-munoz,D. Muñoz,M,2,183,12025,M,870360,EUR,833068800,D,23,23,False,66.0,51.0,5.0,2.0,16.0,21.0,35.0,47.0,3.0,,,90.0,99.0,7.7,20.0,0.089,2,,,,daniel.chitiva,2.0,1.0,3.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,0.6114,1.0,,,,,,,,,,,,,,,,,
11369894,home,KRC Genk,Mujaid Sadick,mujaid-sadick,M. Sadick,D,3,185,237,M,935309,EUR,952992000,D,3,3,False,60.0,55.0,5.0,2.0,31.0,35.0,24.0,25.0,6.0,,,90.0,71.0,6.9,6.0,0.0177407,1,,,,,,2.0,2.0,3.0,4.0,1.0,1.0,1.0,,,3.0,2.0,2.0,1.0,,,,0.1683,,,,,,,,,,,,,,,,,,
11369894,home,KRC Genk,Mark McKenzie,mark-mckenzie,M. McKenzie,D,3,183,655,M,922759,EUR,919900800,D,2,2,False,59.0,51.0,7.0,5.0,33.0,38.0,18.0,21.0,3.0,,,90.0,72.0,7.1,9.0,0.00759606,0,,,,,,1.0,2.0,2.0,5.0,1.0,,,,,5.0,1.0,,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
11369894,home,KRC Genk,Joris Kayembe,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,D,18,18,False,59.0,53.0,6.0,4.0,18.0,19.0,37.0,44.0,4.0,,,90.0,80.0,7.1,12.0,0.322939,0,,,,joriskayembe23,4.0,1.0,1.0,4.0,4.0,3.0,,,,,1.0,,2.0,,,,,,2.0,1.0,,2.0,1.0,,,,,,,,,,,,,
11369894,home,KRC Genk,Bryan Heynen,heynen-bryan,B. Heynen,M,8,181,436,M,801025,EUR,855187200,M,8,8,False,55.0,45.0,6.0,5.0,16.0,17.0,29.0,39.0,4.0,,,90.0,80.0,8.3,16.0,0.0225269,4,,,,,1.0,5.0,4.0,9.0,10.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,,1.9173,,1.0,,,3.0,True,1.0,,,,,,,,,,,
11369894,home,KRC Genk,Matias Galarza,matias-galarza,M. Galarza,M,5,180,480,M,1086924,EUR,1015200000,M,25,25,False,68.0,64.0,9.0,6.0,25.0,26.0,39.0,42.0,13.0,,,90.0,93.0,7.3,15.0,0.58651,0,,Alejandro Galarza,,,,4.0,1.0,14.0,7.0,5.0,,,,,1.0,3.0,,,1.0,5.0,2.0,,1.0,1.0,,,5.0,,,1.0,,,,,,,,,,
11369894,home,KRC Genk,Joseph Paintsil,joseph-paintsil,J. Paintsil,F,28,167,2698,M,901285,EUR,886291200,M,28,28,False,38.0,32.0,,,4.0,4.0,32.0,42.0,5.0,,,90.0,65.0,7.9,17.0,1.12339,3,,,,,8.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,,,,,,4.0,2.0,2.0,0.298,3.0,2.0,,4.0,2.0,,,1.0,1.0,,,,,,,,,
11369894,home,KRC Genk,Bilal El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25244,M,1126569,EUR,1084147200,M,10,10,False,52.0,44.0,6.0,4.0,8.0,9.0,39.0,50.0,2.0,,,89.0,78.0,7.9,19.0,0.793397,2,,Bilal,El Khannouss,bilalekns_34,7.0,,1.0,2.0,5.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,2.0,1.0,,0.0626,4.0,1.0,,3.0,2.0,,,2.0,,1.0,,,,,,,,
11369894,home,KRC Genk,Christopher Baah,christopher-baah,C. Baah,M,22,172,2650,M,1477662,EUR,1102982400,M,90,90,False,23.0,17.0,1.0,1.0,4.0,5.0,13.0,18.0,1.0,,,70.0,39.0,7.2,11.0,0.0493488,0,,Christopher Baah,,,,,,10.0,7.0,3.0,,,,,2.0,,2.0,2.0,2.0,4.0,5.0,,1.0,1.0,,,1.0,,,,2.0,,2.0,1.0,,,,,,
