match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_wonTackle,captain,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_fouls,stat_penaltyWon,stat_totalOffside,stat_penaltyMiss,stat_goalAssist,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_penaltyConceded
10388373,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,22.0,19.0,8.0,5.0,17.0,19.0,2.0,3.0,5.0,1.0,2.0,90.0,27.0,6.4,3.0,0.0,0.0,0.00886552,0,-0.1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388373,home,Borussia Dortmund,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,,254119,EUR,801532800,D,17,17,False,37.0,32.0,1.0,,6.0,7.0,27.0,35.0,3.0,,,45.0,54.0,6.7,11.0,0.0,0.0,0.0351692,0,,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
10388373,home,Borussia Dortmund,Niklas Süle,niklas-sule,N. Süle,D,25,195,4025,M,NiklasSule,168937,EUR,810086400,D,25,25,False,119.0,112.0,7.0,4.0,25.0,28.0,87.0,94.0,11.0,,,90.0,145.0,8.4,12.0,0.2085,0.3951,0.134434,4,,3.0,,2.0,8.0,,1.0,1.0,,1.0,5.0,1.0,,2.0,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,5.0,,,,,,,,,,,,,,
10388373,home,Borussia Dortmund,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4570,M,aussenrist15,16632,EUR,598233600,D,15,15,False,113.0,99.0,8.0,5.0,31.0,39.0,69.0,75.0,10.0,,,90.0,132.0,7.2,15.0,0.2509,0.1521,0.189732,2,,1.0,1.0,8.0,12.0,2.0,,,,1.0,2.0,,3.0,3.0,,,5.0,7.0,1.0,1.0,1.0,,,5.0,2.0,True,1.0,,,,,,,,,,,,
10388373,home,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3446,M,,800951,EUR,879724800,D,26,26,False,70.0,68.0,,,22.0,23.0,49.0,55.0,8.0,,,80.0,95.0,6.7,11.0,0.0,0.0,0.411889,0,,8.0,3.0,8.0,7.0,4.0,3.0,1.0,,,3.0,,1.0,3.0,,,,2.0,2.0,,,,,,2.0,,,2.0,,,,,,,,,,,
10388373,home,Borussia Dortmund,Donyell Malen,donyell-malen,D. Malen,F,14,176,12595,M,donyellmalen,803039,EUR,916704000,M,21,21,False,21.0,18.0,,,1.0,1.0,18.0,23.0,2.0,,,63.0,40.0,5.6,11.0,0.5597,0.0,0.03419,3,,3.0,1.0,7.0,4.0,1.0,6.0,1.0,,,,,2.0,,,,,1.0,1.0,3.0,,,,,,,2.0,,1.0,,,,,,,,,,
10388373,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,julianbrandt,226978,EUR,830995200,M,19,19,False,23.0,17.0,1.0,,4.0,5.0,15.0,26.0,2.0,,,62.0,47.0,6.9,15.0,0.2698,0.2704,0.0558367,3,,8.0,2.0,8.0,7.0,4.0,2.0,2.0,,,3.0,,1.0,2.0,,,1.0,1.0,3.0,,3.0,,,,1.0,,,,,,,,,,,,,,
10388373,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5006,M,emrecan23,138156,EUR,758332800,M,23,23,False,96.0,85.0,8.0,6.0,14.0,17.0,72.0,81.0,9.0,,,90.0,110.0,7.9,12.0,0.2044,0.0,0.209286,2,,2.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,,,3.0,,,1.0,3.0,,2.0,,,,1.0,1.0,,,1.0,,1.0,,,,,,,,,
10388373,home,Borussia Dortmund,Raphaël Guerreiro,raphael-guerreiro,R. Guerreiro,D,22,170,7880,M,raphaelguerreiro14,246999,EUR,756518400,M,13,13,False,76.0,66.0,8.0,5.0,17.0,19.0,54.0,72.0,11.0,,,90.0,110.0,8.5,22.0,0.2119,0.1351,0.385511,3,,15.0,5.0,3.0,5.0,,3.0,1.0,,2.0,2.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,3.0,2.0,,,,,1.0,1.0,,,,,,,,
10388373,home,Borussia Dortmund,Karim Adeyemi,karim-adeyemi,K. Adeyemi,F,27,177,17028,M,karim_adeyemi,940054,EUR,1011312000,M,27,27,False,7.0,7.0,,,2.0,2.0,5.0,6.0,,,,40.0,13.0,5.9,5.0,0.0,0.0,0.00730679,0,,1.0,,4.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
