match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_totalContest,stat_outfielderBlock,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_clearanceOffLine,stat_interceptionWon,stat_unsuccessfulTouch,stat_shotValueNormalized,stat_shotOffTarget,stat_wonTackle,captain,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_wonContest,stat_fouls,stat_onTargetScoringAttempt,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_errorLeadToAShot,stat_goals
15359745,home,Hull City,Dillon Phillips,dillon-phillips,D. Phillips,G,12,188.0,49,M,377166,EUR,802828800,G,12,12,False,27.0,10.0,24.0,7.0,0.0,5.0,8.0,5.0,19.0,1.0,1.0,4.0,1.0,3.0,5.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,90.0,39.0,5.9,17.0,34.871153698593,4.0,28.654534945589,0.0,0.3604,0,-0.01,0.0,-0.09,-0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15359745,home,Hull City,Paddy McNair,paddy-mcnair,P. McNair,D,37,187.0,231,M,592876,EUR,798940800,D,37,37,False,22.0,17.0,5.0,2.0,0.0,13.0,14.0,4.0,8.0,,2.0,2.0,,1.0,2.0,,2.0,,,,,,,90.0,29.0,5.8,7.0,35.778329716288,4.0,16.071074903129,0.0,,0,-0.07,0.09,-0.64,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
15359745,home,Hull City,John Egan,john-egan,J. Egan,D,15,185.0,216,M,100578,EUR,719539200,D,15,15,False,26.0,17.0,8.0,2.0,0.0,12.0,14.0,5.0,12.0,2.0,2.0,2.0,1.0,10.0,4.0,,,,,,,,,90.0,43.0,6.5,10.0,50.757287514851,5.0,4.0906636673072,0.0,,1,0.06,0.2,-0.47,,,,1.0,,1.0,,,1.0,1.0,1.0,1.0,-0.05,,,,,,,,,,,,,,,,,,
15359745,home,Hull City,Cathal McCarthy,cathal-mccarthy,C. McCarthy,D,58,185.0,103,M,1845232,EUR,1156982400,D,58,58,False,25.0,19.0,5.0,1.0,0.0,14.0,15.0,5.0,10.0,1.0,2.0,5.0,1.0,2.0,2.0,,2.0,2.0,,,,,,80.0,38.0,5.6,8.0,23.989395596043,5.0,0.25003729506453,0.0,,1,0.08,0.01,-0.79,,,,1.0,,,,,,,3.0,2.0,-0.25,1.0,1.0,,,,,,,,,,,,,,,,
15359745,home,Hull City,Lewie Coyle,lewie-coyle,L. Coyle,D,2,173.0,69,M,827587,EUR,813715200,M,2,2,False,14.0,9.0,3.0,1.0,0.0,6.0,7.0,3.0,7.0,1.0,3.0,1.0,1.0,3.0,4.0,,,,,,,,,77.0,31.0,6.0,8.0,38.983087357489,4.0,4.208077900877,0.0,,1,-0.08,0.01,-0.25,,1.0,,2.0,,,,,,,1.0,1.0,0.0,1.0,,True,,,,,,,,,,,,,,,
15359745,home,Hull City,Amir Hadžiahmetović,amir-hadziahmetovic,A. Hadžiahmetović,M,20,179.0,1356,M,795421,EUR,857779200,M,20,20,False,19.0,14.0,,,0.0,2.0,5.0,12.0,14.0,,3.0,4.0,2.0,,3.0,,4.0,,,,,,,64.0,31.0,6.9,7.0,29.535536947437,4.0,17.679229963158,1.0,,0,0.35,0.02,-0.18,,,,1.0,,1.0,,,,,,2.0,,,2.0,,16.443839611959,17.303068398408,,,,,,,,,,,,,
15359745,home,Hull City,Regan Slater,regan-slater,R. Slater,M,27,173.0,99,M,864474,EUR,937008000,M,27,27,False,21.0,15.0,4.0,,0.0,9.0,10.0,6.0,11.0,1.0,3.0,7.0,2.0,,8.0,,3.0,1.0,,,,,,90.0,36.0,6.7,10.0,80.163808565873,7.0,13.490274064729,1.0,,1,0.04,0.27,-0.19,,1.0,,,2.0,,,,1.0,,1.0,2.0,-0.01,,1.0,,18.826871981949,31.222762994328,2.0,1.0,,,,,,,,,,,
15359745,home,Hull City,Ryan Giles,ryan-giles,R. Giles,D,3,179.0,243,M,931304,EUR,948844800,M,3,3,False,23.0,16.0,3.0,,0.0,9.0,10.0,7.0,13.0,,2.0,3.0,2.0,1.0,1.0,,,,,,,,,90.0,53.0,6.1,21.0,117.41861852617,15.0,15.784693401511,0.0,,2,-0.06,-0.33,-0.35,,15.0,3.0,,3.0,,,,,,,2.0,0.02,,,,,,3.0,,2.0,2.0,,,,,,,,,
15359745,home,Hull City,Yu Hirakawa,yu-hirakawa,Y. Hirakawa,M,13,171.0,658,M,1166844,EUR,978480000,F,13,13,False,9.0,5.0,2.0,,0.0,3.0,4.0,2.0,5.0,,8.0,6.0,3.0,,4.0,,1.0,4.0,,,,,,77.0,27.0,6.6,11.0,56.995154167636,7.0,7.6121969436567,0.0,,1,-0.06,0.1,-0.1,,2.0,,2.0,3.0,,,,,,1.0,3.0,0.01,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,
15359745,home,Hull City,Liam Millar,millar-liam,L. Millar,M,7,181.0,387,M,902083,EUR,938390400,F,7,7,False,14.0,11.0,,,0.0,5.0,7.0,6.0,7.0,,8.0,,3.0,,3.0,,,,,,,,,64.0,21.0,6.9,8.0,52.310592913812,5.0,12.641228505358,1.0,,0,0.63,0.04,-0.14,,,,1.0,1.0,,,,,,1.0,,,,,,19.091107648024,30.057819548331,,1.0,,1.0,2.0,1.0,,,,,,,
