match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_fouls,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_wonContest,stat_unsuccessfulTouch,stat_totalOffside,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_punches,stat_goalAssist,player_sofascoreId,stat_goals
10407617,home,KV Kortrijk,Marko Ilić,,,marko-ilic,M. Ilić,G,31,190,336,M,843151,EUR,886464000,G,31,31,False,26.0,18.0,13.0,5.0,18.0,19.0,7.0,2.0,1.0,2.0,1.0,1.0,11.0,1.0,2.0,3.0,4.0,90.0,40.0,6.9,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
10407617,home,KV Kortrijk,Tsuyoshi Watanabe,,,tsuyoshi-watanabe,T. Watanabe,D,4,187,1359,M,942213,EUR,855100800,D,4,4,False,52.0,39.0,11.0,8.0,23.0,30.0,22.0,3.0,2.0,7.0,,1.0,7.0,,,,,90.0,63.0,7.3,14.0,1,16.0,1.0,1.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,
10407617,home,KV Kortrijk,Dorian Dessoleil,,,dorian-dessoleil,D. Dessoleil,D,24,188,42,M,149584,EUR,713145600,D,24,24,False,33.0,29.0,4.0,2.0,23.0,23.0,10.0,2.0,2.0,2.0,1.0,3.0,3.0,,,,,90.0,40.0,6.4,4.0,2,6.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
10407617,home,KV Kortrijk,Aleksandar Radovanović,,,aleksandar-radovanovic,A. Radovanović,D,16,189,129,M,823996,EUR,752976000,D,66,66,False,48.0,41.0,11.0,8.0,34.0,35.0,13.0,1.0,,5.0,,2.0,6.0,1.0,,,,90.0,62.0,7.4,7.0,0,7.0,,,,3.0,3.0,1.0,,,,1.0,,,,,,,,,,,,,,
10407617,home,KV Kortrijk,Faïz Selemani,,,faiz-selemani,F. Selemani,F,7,178,362,M,842745,EUR,754617600,M,10,10,False,26.0,17.0,3.0,,11.0,12.0,18.0,,9.0,6.0,2.0,,3.0,5.0,,,,82.0,59.0,6.5,18.0,1,7.0,1.0,2.0,1.0,3.0,1.0,,,,1.0,1.0,4.0,1.0,3.0,1.0,,,,,,,,,,
10407617,home,KV Kortrijk,Massimo Bruno,,,massimo-bruno,M. Bruno,M,17,177,59,M,94298,EUR,748224000,M,70,70,False,20.0,14.0,,,7.0,8.0,12.0,,3.0,3.0,1.0,,5.0,2.0,,,,62.0,28.0,6.6,7.0,0,7.0,,,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,
10407617,home,KV Kortrijk,Kevin Vandendriessche,,,kevin-vandendriessche,K. Vandendriessche,D,31,183,10,M,144847,EUR,618451200,M,26,26,False,37.0,28.0,11.0,7.0,14.0,16.0,21.0,,5.0,3.0,3.0,2.0,5.0,1.0,,,,76.0,51.0,6.4,11.0,0,14.0,,1.0,,2.0,1.0,,,,2.0,,,,,,1.0,1.0,1.0,,,,,,,
10407617,home,KV Kortrijk,Habib Keita,Habib Keita,,habib-keita,H. Keita,M,8,182,539,M,1082953,EUR,1012867200,M,12,12,False,17.0,11.0,3.0,2.0,7.0,9.0,8.0,,5.0,1.0,4.0,1.0,3.0,,,,,45.0,21.0,6.3,6.0,0,4.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
10407617,home,KV Kortrijk,Kristof D'Haene,,,kristof-dhaene,K. D'Haene,M,,171,15,,121602,EUR,644630400,M,30,30,False,43.0,32.0,8.0,4.0,21.0,23.0,24.0,,4.0,7.0,1.0,,5.0,2.0,,,,90.0,71.0,7.3,19.0,0,12.0,1.0,3.0,,2.0,4.0,1.0,,,,,4.0,1.0,,1.0,1.0,,,True,1.0,,,,,
10407617,home,KV Kortrijk,Pape Habib Gueye,,,pape-habib-gueye,P. H. Gueye,F,77,188,358,M,880778,EUR,937785600,F,17,17,False,13.0,6.0,1.0,,3.0,6.0,8.0,1.0,3.0,7.0,,1.0,2.0,3.0,,,,63.0,25.0,6.9,11.0,0,3.0,2.0,2.0,,,1.0,,,,,,1.0,,1.0,1.0,2.0,2.0,,,,,,,,
