match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_challengeLost,stat_fouls,stat_dispossessed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_hitWoodwork,captain,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_punches,stat_goalAssist,stat_goals
11352505,home,Nottingham Forest,Matt Turner,matt-turner,M. Turner,G,30,190,1518,M,833943,EUR,772416000,G,1,1,False,20.0,14.0,13.0,8.0,8.0,11.0,6.0,9.0,8.0,1.0,2.0,4.0,4.0,90.0,32.0,6.8,6.0,0.00107922,0,-0.9633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352505,home,Nottingham Forest,Willy Boly,willy-boly,W. Boly,D,30,195,1884,M,139310,EUR,665539200,D,30,30,False,17.0,10.0,2.0,,6.0,8.0,4.0,9.0,8.0,,,,,68.0,34.0,7.1,12.0,0.235057,1,,3.0,4.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.2187,2.0,,,,,,,,,,,,,,,,,,,,
11352505,home,Nottingham Forest,Murillo,murillo,Murillo,D,5,180,9781,M,1199282,EUR,1025740800,D,40,40,False,30.0,23.0,9.0,3.0,14.0,17.0,9.0,14.0,7.0,,,,,90.0,47.0,6.6,10.0,0.0325512,1,,3.0,,9.0,3.0,2.0,,,1.0,7.0,1.0,,3.0,3.0,0.0235,,Murillo,,murillosantiago40,1.0,2.0,2.0,,,,,,,,,,,,,,
11352505,home,Nottingham Forest,Moussa Niakhaté,moussa-niakhate,M. Niakhaté,D,19,190,8301,M,758168,EUR,826243200,D,19,19,False,25.0,19.0,3.0,1.0,17.0,19.0,2.0,6.0,7.0,,,,,90.0,48.0,6.8,16.0,0.0181411,1,,,,3.0,5.0,1.0,1.0,,,2.0,,1.0,3.0,2.0,0.0931,1.0,,,niakhate,,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,
11352505,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,M,7,7,False,26.0,14.0,7.0,2.0,7.0,11.0,7.0,20.0,7.0,,,,,90.0,53.0,7.3,20.0,0.00266907,2,,1.0,1.0,4.0,11.0,1.0,,,1.0,3.0,,,10.0,7.0,0.1834,,,,,5.0,,2.0,,1.0,1.0,,1.0,,,,,,,,,
11352505,home,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,22,190,881,M,846252,EUR,880070400,M,22,22,False,29.0,21.0,2.0,1.0,8.0,9.0,13.0,21.0,2.0,,,,,90.0,48.0,7.0,11.0,0.0250336,0,,3.0,3.0,10.0,12.0,,,,,,1.0,1.0,4.0,1.0,,,,,,1.0,2.0,4.0,1.0,,1.0,5.0,,True,,,,,,,,
11352505,home,Nottingham Forest,Orel Mangala,orel-mangala,O. Mangala,M,5,178,1576,M,793988,EUR,890179200,M,5,5,False,29.0,24.0,1.0,,16.0,20.0,8.0,9.0,4.0,,,,,83.0,39.0,6.5,7.0,0.00753126,0,,,,4.0,3.0,,,,,2.0,1.0,,2.0,2.0,,,,,,,,2.0,2.0,,,1.0,,,,,,,,,,
11352505,home,Nottingham Forest,Cheikhou Kouyaté,cheikhou-kouyate,C. Kouyaté,M,8,189,2529,M,45944,EUR,630201600,M,8,8,False,10.0,7.0,,,4.0,4.0,3.0,6.0,2.0,,,,,68.0,17.0,6.4,5.0,0.00733404,0,,1.0,,5.0,4.0,,,,,,,,3.0,1.0,,,,,,,2.0,1.0,2.0,,,1.0,,,,,,,,,,
11352505,home,Nottingham Forest,Harry Toffolo,harry-toffolo,H. Toffolo,D,15,183,338,M,358218,EUR,808790400,M,15,15,False,16.0,12.0,2.0,1.0,6.0,8.0,7.0,13.0,5.0,,,,,90.0,32.0,6.8,9.0,0.173765,3,,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,2.0,,,0.3467,1.0,,,,5.0,,1.0,,1.0,,,,,1.0,1.0,0.3919,,,,,
11352505,home,Nottingham Forest,Anthony Elanga,anthony-elanga,A. Elanga,M,20,178,10434,M,979232,EUR,1019865600,F,21,21,False,13.0,8.0,,,1.0,2.0,7.0,17.0,2.0,,,,,90.0,27.0,6.8,14.0,0.178095,2,,3.0,1.0,8.0,2.0,3.0,,,1.0,,,,1.0,1.0,0.1959,3.0,,,anthonyelanga,6.0,1.0,1.0,,1.0,,,,,,,,1.0,5.0,,,
