match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_wonTackle,stat_accurateCross,stat_goals,stat_wasFouled,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_hitWoodwork,player_sofascoreId
11449301,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191,136,M,105974,EUR,626227200,G,1,1,False,25.0,18.0,14.0,8.0,11.0,14.0,7.0,11.0,8.0,1.0,2.0,3.0,90.0,33.0,7.1,8.0,0.0,0.0,0.00237501,0,0.5061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11449301,home,Alanyaspor,Loide Augusto,Loide Augusto,,loide-augusto,L. Augusto,M,50,183,1036,M,1110708,EUR,951523200,D,27,27,False,60.0,54.0,3.0,1.0,19.0,23.0,35.0,38.0,3.0,,,,90.0,82.0,7.4,10.0,0.0574,0.0,0.122473,2,,1.0,1.0,1.0,1.0,6.0,6.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
11449301,home,Alanyaspor,Furkan Bayır,,,furkan-bayir,F. Bayır,D,23,188,78,M,1003161,EUR,950054400,D,4,4,False,54.0,50.0,6.0,3.0,43.0,44.0,7.0,10.0,3.0,,,,90.0,65.0,7.6,4.0,0.1995,0.1287,0.00274826,1,,,,1.0,2.0,2.0,5.0,,,,,,,2.0,3.0,,1.0,,1.0,3.0,1.0,3.0,,,,,,,,,,
11449301,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,318,M,385296,EUR,749606400,D,5,5,False,50.0,45.0,12.0,7.0,34.0,34.0,11.0,16.0,2.0,,,,90.0,60.0,7.2,5.0,0.0,0.0,0.00676497,0,,,,2.0,1.0,4.0,3.0,,,,,,,2.0,2.0,,2.0,,,4.0,,1.0,,,,,,,,,,
11449301,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,D,88,88,False,34.0,31.0,5.0,5.0,16.0,17.0,15.0,17.0,6.0,,,,90.0,45.0,6.8,5.0,0.0,0.0,0.0109366,0,,,,3.0,1.0,5.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
11449301,home,Alanyaspor,João Novais,,,joao-novais,J. Novais,M,7,183,161,M,233370,EUR,742262400,M,10,10,False,26.0,22.0,5.0,2.0,9.0,11.0,16.0,20.0,7.0,,,,82.0,50.0,8.0,11.0,0.0692,0.3147,0.533574,2,,,5.0,2.0,,7.0,6.0,1.0,3.0,2.0,2.0,,,2.0,,2.0,1.0,2.0,2.0,,,,3.0,1.0,4.0,,,,,,,
11449301,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191,350,M,897617,EUR,761529600,M,25,25,False,56.0,51.0,4.0,4.0,30.0,32.0,21.0,24.0,4.0,,,,90.0,65.0,7.1,5.0,0.0307,0.0,0.0214644,2,,,,2.0,3.0,4.0,4.0,1.0,,,,2.0,,,1.0,,1.0,,,2.0,,1.0,,,,,,,,,,
11449301,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,17,17,False,45.0,38.0,4.0,3.0,13.0,14.0,26.0,36.0,3.0,,,,89.0,59.0,7.9,11.0,0.0568,0.077,0.364804,2,,,5.0,2.0,,3.0,3.0,1.0,,2.0,2.0,1.0,,,1.0,,,2.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,
11449301,home,Alanyaspor,Efecan Karaca,,,efecan-karaca,E. Karaca,M,7,166,110,M,60510,EUR,627177600,F,7,7,False,32.0,27.0,,,10.0,12.0,18.0,23.0,4.0,,,,89.0,47.0,7.7,8.0,0.0,0.0,0.0972131,0,,,3.0,,,,9.0,,,2.0,2.0,,,,2.0,1.0,,5.0,,,,2.0,1.0,,5.0,,True,,,,,
11449301,home,Alanyaspor,Anderson Silva,,,anderson-silva,A. Silva,F,33,186,522,M,892272,EUR,880070400,F,33,33,False,12.0,7.0,,,1.0,2.0,6.0,10.0,1.0,,,,73.0,29.0,6.4,11.0,0.0255,0.0,0.00962413,1,,,,5.0,3.0,11.0,5.0,,3.0,4.0,2.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,
11449301,home,Alanyaspor,Carlos Eduardo,,,carlos-eduardo,Carlos Eduardo,F,96,173,354,M,795295,EUR,844905600,F,28,28,False,17.0,12.0,2.0,1.0,4.0,6.0,8.0,11.0,3.0,,,,90.0,37.0,7.2,10.0,0.5446,0.2834,0.0083073,2,,,,2.0,1.0,6.0,4.0,,1.0,,,1.0,,2.0,,3.0,3.0,1.0,1.0,,,,,1.0,3.0,,,1.0,1.0,,,
