match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialWon,stat_wasFouled,stat_totalCross,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_blockedScoringAttempt,stat_goals,captain,stat_bigChanceMissed,stat_lastManTackle,stat_totalOffside
14572799,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2046,M,584722,EUR,844041600,G,33,33,False,32.0,28.0,11.0,7.0,0.0,22.0,22.0,6.0,10.0,2.0,7.0,2.0,4.0,1.0,1.0,1.0,90.0,43.0,7.4,4.0,0.00484206,0.0762,0,0.5201,0.11,0.01,0.27,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572799,home,VfB Stuttgart,Finn Jeltsch,Finn Jeltsch,,jeltsch-finn,F. Jeltsch,D,29,188,1208,M,1418649,EUR,1153094400,D,29,29,False,49.0,45.0,2.0,,0.0,30.0,31.0,15.0,18.0,10.0,3.0,,,,,,90.0,66.0,6.4,5.0,0.0126308,,0,,0.07,0.25,0.19,,4.0,12.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,
14572799,home,VfB Stuttgart,Jeff Chabot,,,julian-chabot,J. Chabot,D,24,194,722,M,863271,EUR,887241600,D,24,24,False,60.0,57.0,3.0,1.0,0.0,41.0,42.0,16.0,18.0,5.0,2.0,,,,,,80.0,70.0,7.5,3.0,0.00951226,,0,,0.21,0.11,0.48,,,2.0,5.0,,,,,2.0,1.0,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,
14572799,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,26.0,19.0,2.0,,0.0,11.0,12.0,8.0,14.0,3.0,1.0,,,,,,80.0,45.0,6.5,9.0,0.00529599,,1,,-0.02,-0.19,-0.18,,,4.0,5.0,3.0,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0449,-0.09,,,,,,,,,,,
14572799,home,VfB Stuttgart,Lorenz Assignon,,,lorenz-assignon,L. Assignon,M,22,179,651,M,1009334,EUR,961632000,M,22,22,False,18.0,16.0,,,1.0,9.0,10.0,7.0,8.0,4.0,2.0,,,,,,90.0,34.0,6.5,6.0,0.230435,,1,,0.35,-0.34,0.17,,4.0,12.0,2.0,1.0,,2.0,,1.0,,5.0,2.0,,1.0,2.0,,1.0,,1.0,0.0377,-0.26,1.0,1.0,1.0,0.0717,,,,,,,
14572799,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7435,M,901882,EUR,986342400,M,6,6,False,60.0,50.0,2.0,1.0,0.0,17.0,18.0,33.0,42.0,2.0,9.0,,,,,,90.0,75.0,7.5,16.0,0.199187,,0,,0.37,0.34,0.16,,1.0,5.0,6.0,1.0,1.0,1.0,,,,1.0,1.0,,5.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,
14572799,home,VfB Stuttgart,Chema Andrés,Chema Andrés,,chema-andres,C. Andrés,M,30,193,8490,M,1464641,EUR,1114387200,M,30,30,False,32.0,27.0,3.0,1.0,0.0,10.0,10.0,17.0,22.0,4.0,7.0,,,,,,90.0,51.0,7.2,6.0,0.327056,,1,,0.28,0.04,0.23,,2.0,5.0,6.0,1.0,,1.0,,,1.0,2.0,2.0,2.0,,,,4.0,1.0,,0.0393,-0.02,,1.0,1.0,0.3719,,,,,,,
14572799,home,VfB Stuttgart,Josha Vagnoman,,,josha-vagnoman,J. Vagnoman,D,4,186,545,M,906278,EUR,976492800,M,4,4,False,11.0,10.0,,,0.0,4.0,5.0,6.0,6.0,,2.0,,,,,,45.0,20.0,6.6,6.0,0.0169028,,0,,0.11,0.27,-0.06,,,2.0,2.0,,,,,,,2.0,1.0,,1.0,,,1.0,,4.0,,,,,,,,,,,,,
14572799,home,VfB Stuttgart,Tiago Tomás,,,tiago-tomas,T. Tomás,F,8,180,1358,M,983540,EUR,1024185600,F,8,8,False,20.0,13.0,,,0.0,5.0,6.0,8.0,14.0,,2.0,,,,,,86.0,36.0,7.3,13.0,0.0152611,,1,,-0.14,0.42,0.33,,3.0,5.0,6.0,,1.0,2.0,2.0,2.0,,1.0,,2.0,2.0,1.0,1.0,,,3.0,0.0541,-0.26,,,,,,,,,,,
14572799,home,VfB Stuttgart,Bilal El Khannouss,Bilal,El Khannouss,bilal-el-khannouss,B. E. Khannouss,M,11,180,25223,M,1126569,EUR,1084147200,F,11,11,False,26.0,16.0,1.0,,0.0,10.0,15.0,6.0,11.0,,1.0,,,,,,86.0,41.0,7.5,15.0,0.00916219,,3,,-0.28,0.17,-0.25,,1.0,7.0,5.0,5.0,,1.0,,,,,,,3.0,2.0,,2.0,1.0,,0.3477,0.55,,,2.0,0.6209,bilalekns_34,1.0,1.0,,,,
14572799,home,VfB Stuttgart,Deniz Undav,,,deniz-undav,D. Undav,F,26,179,7579,M,794298,EUR,837734400,F,26,26,False,24.0,17.0,1.0,1.0,0.0,7.0,9.0,10.0,15.0,,3.0,,,,,,90.0,38.0,8.1,9.0,0.164468,,4,,0.34,0.16,-0.05,,1.0,8.0,8.0,1.0,1.0,,,,,5.0,2.0,3.0,5.0,1.0,2.0,,,1.0,1.138,0.5,1.0,1.0,2.0,1.3753,denizundav,,1.0,True,1.0,,
14572799,home,VfB Stuttgart,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1958,M,990201,EUR,983145600,F,18,18,True,9.0,7.0,,,0.0,4.0,4.0,3.0,5.0,,1.0,,,,,,45.0,20.0,6.7,7.0,0.00649406,,1,,0.25,0.05,0.13,,1.0,4.0,3.0,,2.0,2.0,1.0,,,,1.0,1.0,,2.0,1.0,1.0,1.0,,0.0443,-0.3,,,,,,,,,1.0,,
14572799,home,VfB Stuttgart,Ramon Hendriks,,,ramon-hendriks,R. Hendriks,D,3,189,431,M,916943,EUR,995414400,D,3,3,True,8.0,8.0,,,0.0,3.0,3.0,5.0,5.0,,,,,,,,10.0,10.0,6.7,1.0,0.00223617,,0,,0.01,-0.01,0.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14572799,home,VfB Stuttgart,Dan-Axel Zagadou,,,dan-axel-zagadou,D. Zagadou,D,23,196,1087,M,826205,EUR,928368000,D,23,23,True,14.0,12.0,3.0,2.0,0.0,9.0,9.0,3.0,5.0,1.0,,,,,,,10.0,16.0,6.9,2.0,0.00244388,,0,,0.07,0.01,0.16,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
14572799,home,VfB Stuttgart,Chris Führich,,,chris-fuhrich,C. Führich,M,10,178,1567,M,891510,EUR,884304000,M,10,10,True,5.0,5.0,,,1.0,,,5.0,5.0,,,,,,,,9.0,6.0,7.4,,0.458678,,1,,0.51,0.11,0.0,,,,,,,,,,,,1.0,,,,,,,,0.0246,-0.21,,1.0,,,,1.0,,,,,
14572799,home,VfB Stuttgart,Badredine Bouanani,Badredine Bouanani,,badredine-bouanani,B. Bouanani,M,27,177,10049,M,1153265,EUR,1102464000,F,27,27,True,4.0,2.0,,,0.0,,,2.0,4.0,,,,,,,,9.0,4.0,6.6,2.0,0.0114429,,0,,0.15,0.0,0.13,,,,,,,,,,,,1.0,,,,,,,,,,,,,,bouanani,,,,,,
14572799,home,VfB Stuttgart,Florian Hellstern,Florian,Hellstern,florian-pascal-hellstern,F. Hellstern,G,44,186,115,M,1481222,EUR,1192665600,G,44,44,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572799,home,VfB Stuttgart,Fabian Bredlow,,,fabian-bredlow,F. Bredlow,G,1,191,219,M,152463,EUR,794102400,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
