match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoals,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,player_sofascoreId,stat_hitWoodwork,captain,stat_totalOffside,stat_goalAssist,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
12116980,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,19.0,15.0,7.0,3.0,14.0,15.0,1.0,4.0,2.0,90.0,21.0,6.0,4.0,0.00078432,0,-0.8981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12116980,home,São Paulo,Nahuel Ferraresi,nahuel-ferraresi,N. Ferraresi,D,32,188,3355,M,881215,EUR,911433600,D,32,32,False,91.0,87.0,3.0,3.0,48.0,50.0,39.0,43.0,6.0,90.0,108.0,7.3,6.0,0.0518049,0,,2.0,1.0,2.0,3.0,6.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12116980,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,112.0,107.0,8.0,5.0,77.0,79.0,30.0,33.0,7.0,90.0,117.0,7.1,5.0,0.0459743,1,,,,4.0,,5.0,,1.0,1.0,,,1.0,,,,1.0,0.012,,,,,,,,,,,,,,,,,,
12116980,home,São Paulo,Diego Costa,diego-costa,D. Costa,D,4,184,1151,M,995293,EUR,932515200,D,4,4,False,108.0,93.0,13.0,6.0,57.0,62.0,36.0,47.0,7.0,90.0,120.0,7.0,17.0,0.0159646,0,,1.0,1.0,5.0,2.0,6.0,,2.0,3.0,1.0,,,,Diego,Costa,,,1.0,1.0,,,,,,,,,,,,,,,,
12116980,home,São Paulo,Igor Vinícius,igor-vinicius,I. Vinícius,D,18,173,1630,M,840119,EUR,859939200,M,2,2,False,45.0,39.0,2.0,1.0,13.0,14.0,29.0,39.0,3.0,65.0,70.0,7.4,13.0,0.231751,1,,8.0,,,3.0,7.0,1.0,1.0,,2.0,1.0,1.0,1.0,,,,0.0216,,1.0,3.0,5.0,4.0,1.0,,,,,,,,,,,,
12116980,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,25,25,False,52.0,45.0,2.0,2.0,23.0,23.0,22.0,29.0,2.0,76.0,58.0,7.0,8.0,0.0805241,1,,,,,3.0,2.0,1.0,,,,,2.0,1.0,,,1.0,0.1035,,1.0,,,,,1.0,,,,,,,,,,,
12116980,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,73.0,61.0,4.0,2.0,30.0,30.0,31.0,43.0,3.0,90.0,90.0,7.2,16.0,0.0312666,3,,,1.0,1.0,3.0,7.0,,,,4.0,2.0,1.0,1.0,Pablo Maia,,,0.073,2.0,1.0,,2.0,1.0,1.0,,2.0,1.0,,,,,,,,,
12116980,home,São Paulo,Michel Araújo,michel-araujo,M. Araújo,M,15,178,1551,M,924857,EUR,843868800,M,15,15,False,44.0,38.0,4.0,2.0,14.0,15.0,27.0,34.0,7.0,65.0,78.0,7.7,14.0,0.0952022,1,,5.0,2.0,4.0,7.0,10.0,1.0,,1.0,1.0,1.0,2.0,2.0,,,1.0,0.0528,3.0,1.0,3.0,6.0,4.0,,1.0,,,,,,,,,,,
12116980,home,São Paulo,Giuliano Galoppo,giuliano-galoppo,G. Galoppo,M,34,179,1928,M,926413,EUR,929664000,F,8,8,False,26.0,24.0,,,9.0,9.0,15.0,19.0,1.0,59.0,38.0,6.9,8.0,0.0280566,0,,2.0,,3.0,3.0,5.0,,,1.0,1.0,1.0,1.0,,,,,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,
12116980,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,F,10,10,False,34.0,30.0,3.0,2.0,13.0,14.0,17.0,20.0,4.0,76.0,53.0,7.0,10.0,0.0508813,1,,,1.0,,7.0,4.0,1.0,,,,,2.0,1.0,,,,0.0148,4.0,3.0,,3.0,2.0,,1.0,1.0,,luciano10,1.0,,,,,,,
12116980,home,São Paulo,Jonathan Calleri,jonathan-calleri,J. Calleri,F,9,181,9901,M,340519,EUR,748742400,F,9,9,False,20.0,15.0,,,5.0,5.0,10.0,16.0,1.0,90.0,34.0,6.8,12.0,0.0311989,3,,1.0,1.0,5.0,6.0,8.0,1.0,,,1.0,1.0,1.0,,,,,0.0656,2.0,,,1.0,1.0,2.0,4.0,1.0,,jocalleri,,True,2.0,,,,,
12116980,home,São Paulo,James Rodríguez,james-rodriguez,J. Rodríguez,M,10,180,62094,M,107414,EUR,679276800,M,55,55,True,30.0,23.0,5.0,3.0,4.0,6.0,21.0,29.0,1.0,31.0,39.0,6.4,12.0,0.0482467,0,,5.0,,,2.0,,1.0,,,,,,,,,,,1.0,,2.0,1.0,,,,,,James10,,,,,,,,
12116980,home,São Paulo,Erick,erick,Erick,F,33,173,1390,M,895650,EUR,881712000,F,33,33,True,9.0,7.0,1.0,,2.0,2.0,6.0,10.0,1.0,25.0,31.0,6.5,10.0,0.0225429,0,,3.0,1.0,,7.0,3.0,,,1.0,1.0,1.0,2.0,2.0,,,,,,,1.0,5.0,,,1.0,,,,,,,1.0,,,,
12116980,home,São Paulo,William Gomes,william-gomes,W. Gomes,F,7,171,4704,M,1639250,EUR,1142380800,F,39,39,True,8.0,7.0,1.0,,2.0,3.0,5.0,10.0,4.0,25.0,24.0,6.9,8.0,0.00265679,2,,5.0,2.0,1.0,5.0,3.0,2.0,,,1.0,1.0,,,William Gomes Carvalho Santos,,1.0,0.1455,2.0,1.0,,1.0,1.0,,,1.0,,,,,,,,,,
