match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,player_firstName,stat_outfielderBlock,stat_dispossessed,stat_accurateCross,stat_blockedScoringAttempt,player_sofascoreId,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,player_lastName,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated,stat_errorLeadToAShot
13472756,home,Bahia,Ronaldo,ronaldo,Ronaldo,G,96,193.0,1025,M,840106,EUR,840672000,G,96,96,False,24.0,16.0,13.0,5.0,1.0,14.0,16.0,2.0,8.0,2.0,2.0,3.0,11.0,1.0,1.0,4.0,3.0,1.0,90.0,39.0,8.2,8.0,0.00062034,1.0,0,0.3159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472756,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181.0,1500,M,261687,EUR,731462400,D,2,2,False,49.0,37.0,8.0,2.0,0.0,19.0,24.0,18.0,25.0,1.0,8.0,4.0,6.0,,,,,,90.0,81.0,7.4,20.0,0.0577671,2.0,1,,2.0,2.0,5.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,0.0341,,,,,,,,,,,,,,,
13472756,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190.0,1259,M,1117710,EUR,989107200,D,3,3,False,38.0,30.0,6.0,1.0,0.0,26.0,30.0,4.0,8.0,3.0,8.0,7.0,2.0,,,,,,90.0,56.0,7.2,9.0,0.00377438,,1,,,5.0,9.0,,,,1.0,1.0,3.0,2.0,1.0,2.0,4.0,0.0583,Gabriel Xavier,1.0,,,,,,,,,,,,,
13472756,home,Bahia,Santiago Ramos Mingo,ramos-mingo-santiago,S. R. Mingo,D,21,185.0,2035,M,989843,EUR,1006300800,D,21,21,False,45.0,40.0,5.0,4.0,0.0,21.0,24.0,19.0,21.0,4.0,7.0,7.0,1.0,,,,,,90.0,60.0,7.3,6.0,0.00607748,,0,,,4.0,6.0,1.0,,,,1.0,3.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,
13472756,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176.0,3659,M,1017264,EUR,935884800,D,46,46,False,41.0,34.0,3.0,1.0,0.0,19.0,21.0,15.0,20.0,1.0,2.0,4.0,5.0,,,,,,90.0,63.0,6.8,15.0,0.0921237,1.0,1,,2.0,1.0,4.0,,2.0,,,2.0,1.0,,3.0,,,0.011,,,1.0,1.0,1.0,,,,,,,,,,
13472756,home,Bahia,Everton Ribeiro,everton-ribeiro,E. Ribeiro,M,10,174.0,5845,M,145063,EUR,608169600,M,10,10,False,43.0,37.0,1.0,,0.0,11.0,13.0,26.0,30.0,,11.0,1.0,8.0,,,,,,90.0,68.0,7.0,15.0,0.0297302,,1,,2.0,4.0,10.0,1.0,6.0,3.0,,,4.0,1.0,2.0,4.0,,0.0309,,,2.0,,,evertonri,True,1.0,0.0296,,,,,,
13472756,home,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173.0,1112,M,959620,EUR,924048000,M,26,26,False,50.0,43.0,6.0,1.0,0.0,24.0,27.0,19.0,23.0,,6.0,3.0,9.0,,,,,,88.0,68.0,6.5,14.0,0.0155435,1.0,0,,,,7.0,1.0,4.0,2.0,,,3.0,2.0,3.0,1.0,4.0,,,,1.0,,,,,,,,,,,,
13472756,home,Bahia,Rodrigo Nestor,rodrigo-nestor,R. Nestor,M,11,174.0,2064,M,905461,EUR,965779200,M,11,11,False,29.0,25.0,,,0.0,8.0,10.0,17.0,19.0,1.0,5.0,1.0,7.0,,,,,,70.0,44.0,6.6,8.0,0.0243857,,1,,1.0,2.0,5.0,1.0,1.0,,1.0,,1.0,1.0,2.0,3.0,1.0,0.0145,,,,,,,,,,,,,,,
13472756,home,Bahia,Kayky,kayky,Kayky,M,37,175.0,2624,M,1106151,EUR,1055203200,M,37,37,False,26.0,22.0,1.0,1.0,0.0,13.0,15.0,9.0,11.0,,5.0,,6.0,,,,,,70.0,45.0,7.3,9.0,0.0422631,,2,,3.0,1.0,3.0,,4.0,3.0,,3.0,1.0,1.0,1.0,1.0,,0.0723,Kayky,,1.0,1.0,1.0,,,1.0,0.019,1.0,,,,,
13472756,home,Bahia,Mateo Sanabria,mateo-sanabria,M. Sanabria,M,23,178.0,992,M,1182233,EUR,1080604800,M,23,23,False,15.0,13.0,1.0,,0.0,1.0,1.0,12.0,14.0,,10.0,1.0,,,,,,,89.0,45.0,6.7,15.0,0.028029,,1,,3.0,,9.0,3.0,8.0,5.0,,,1.0,1.0,5.0,4.0,1.0,0.0202,Mateo,,2.0,,1.0,,,,,,Sanabria,,,,
