match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,player_firstName,player_lastName,stat_totalContest,stat_wasFouled,stat_fouls,captain,stat_totalCross,stat_dispossessed,stat_wonTackle,stat_challengeLost,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_blockedScoringAttempt,player_sofascoreId,stat_hitWoodwork
11996574,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196,132,M,945955,EUR,878256000,G,1,1,False,33.0,15.0,32.0,14.0,2.0,2.0,13.0,31.0,1.0,11.0,2.0,1.0,1.0,1.0,90.0,39.0,7.2,19.0,0.0127849,0,0.3114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11996574,home,Almere City FC,Joey Jacobs,joey-jacobs,J. Jacobs,D,3,183,24,M,930838,EUR,955324800,D,3,3,False,28.0,10.0,9.0,,5.0,11.0,5.0,17.0,6.0,3.0,,,,,62.0,41.0,6.6,21.0,0.00285246,0,,4.0,3.0,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11996574,home,Almere City FC,Damian van Bruggen,damian-van-bruggen,D. v. Bruggen,D,14,184,62,M,285991,EUR,827107200,D,4,4,False,25.0,20.0,4.0,3.0,13.0,16.0,7.0,9.0,6.0,1.0,,,,,90.0,39.0,7.1,5.0,0.00512766,0,,4.0,4.0,4.0,5.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11996574,home,Almere City FC,Theo Barbet,theo-barbet,T. Barbet,D,22,184,56,M,911846,EUR,983836800,D,22,22,False,33.0,20.0,12.0,3.0,9.0,15.0,11.0,18.0,3.0,4.0,,,,,90.0,53.0,6.7,19.0,0.00459253,0,,2.0,3.0,4.0,4.0,,2.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11996574,home,Almere City FC,Sherel Floranus,sherel-floranus,S. Floranus,D,2,181,189,M,803021,EUR,903830400,M,2,2,False,33.0,19.0,4.0,,7.0,12.0,12.0,23.0,9.0,8.0,,,,,90.0,67.0,6.9,23.0,0.0213893,0,,1.0,,4.0,3.0,,2.0,3.0,Sherel,Floranus,1.0,,1.0,True,2.0,1.0,3.0,,,,,,,,,,,,,,,,,
11996574,home,Almere City FC,Peer Koopmeiners,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,15,15,False,47.0,25.0,11.0,3.0,12.0,17.0,13.0,36.0,2.0,6.0,,,,,90.0,73.0,6.7,34.0,0.00744377,0,,7.0,3.0,11.0,11.0,1.0,,5.0,,,3.0,1.0,1.0,,6.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,
11996574,home,Almere City FC,Stije Resink,stije-resink,S. Resink,M,6,186,608,M,1090328,EUR,1053993600,M,28,28,False,44.0,27.0,7.0,,12.0,19.0,15.0,25.0,3.0,10.0,,,,,90.0,58.0,6.8,18.0,0.0364009,0,,4.0,1.0,8.0,8.0,,1.0,3.0,Stije Resink,,1.0,3.0,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,
11996574,home,Almere City FC,Yoann Cathline,cathline-yoann,Y. Cathline,M,10,176,517,M,1105700,EUR,1027296000,M,19,19,False,24.0,14.0,7.0,2.0,5.0,10.0,10.0,20.0,1.0,9.0,,,,,90.0,45.0,6.6,22.0,0.03775,0,,,,5.0,5.0,,,2.0,,,5.0,1.0,1.0,,6.0,1.0,2.0,,2.0,2.0,1.0,,,,,,,,,,,,,
11996574,home,Almere City FC,Thomas Robinet,thomas-robinet,T. Robinet,M,9,180,359,M,790802,EUR,840326400,F,9,9,False,27.0,16.0,3.0,2.0,3.0,5.0,13.0,22.0,3.0,4.0,,,,,90.0,47.0,6.5,17.0,0.0513351,2,,8.0,2.0,13.0,4.0,,,,,,1.0,2.0,,,,4.0,,,,1.0,,1.0,1.0,2.0,0.031,1.0,,,,,,,,
11996574,home,Almere City FC,Rajiv Van La Parra,rajiv-van-la-parra,R. V. L. Parra,M,7,181,101,M,38096,EUR,675993600,F,27,27,False,17.0,14.0,,,6.0,6.0,8.0,11.0,,5.0,,,,,90.0,47.0,7.0,19.0,0.00604457,1,,9.0,1.0,16.0,10.0,1.0,,2.0,,,5.0,4.0,3.0,,,3.0,2.0,,3.0,9.0,,,,1.0,0.1259,,,,,,,,,
