match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_shotOffTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_totalOffside,player_sofascoreId,stat_goals
11409143,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,30.0,22.0,13.0,5.0,20.0,24.0,2.0,6.0,4.0,1.0,2.0,2.0,90.0,38.0,7.0,8.0,0.00035666,0,0.3009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409143,home,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,5,183,60,M,51705,EUR,564883200,D,15,15,False,41.0,33.0,11.0,7.0,19.0,20.0,14.0,21.0,5.0,,,,90.0,53.0,7.2,9.0,0.00734319,0,,True,2.0,2.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
11409143,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,66.0,56.0,7.0,4.0,41.0,45.0,15.0,21.0,8.0,,,,90.0,77.0,6.4,11.0,0.00455604,1,,,1.0,2.0,4.0,5.0,2.0,,,,3.0,,1.0,3.0,,,1.0,1.0,1.0,1.0,0.0335,,,,,,,,,,,,,,,,
11409143,home,Casa Pia,João Nunes,joao-nunes,J. Nunes,D,30,188,83,M,190135,EUR,816739200,D,3,3,False,68.0,55.0,9.0,5.0,29.0,33.0,26.0,35.0,6.0,,,,90.0,79.0,6.7,16.0,0.0172611,0,,,2.0,2.0,6.0,3.0,1.0,1.0,1.0,,1.0,2.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
11409143,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,32.0,27.0,3.0,1.0,14.0,16.0,16.0,23.0,5.0,,,,90.0,63.0,6.8,13.0,0.376202,0,,,2.0,1.0,8.0,3.0,2.0,,2.0,,2.0,1.0,,,,,,,1.0,2.0,,2.0,1.0,7.0,3.0,1.0,2.0,,,,,,,,,,
11409143,home,Casa Pia,Pablo,pablo,Pablo,M,7,182,239,M,931595,EUR,942537600,M,80,80,False,26.0,17.0,1.0,1.0,12.0,15.0,5.0,12.0,3.0,,,,84.0,46.0,6.3,18.0,0.00194435,1,,,1.0,1.0,7.0,6.0,1.0,2.0,3.0,1.0,1.0,,,3.0,,,1.0,,3.0,1.0,0.06,1.0,1.0,1.0,,,,,,,,,,,,,
11409143,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,29.0,24.0,3.0,1.0,14.0,15.0,10.0,14.0,3.0,,,,59.0,34.0,6.4,7.0,0.09356,0,,,,,3.0,,,,1.0,,,1.0,,,,,,,1.0,2.0,,,,,,,1.0,,,,,,,,,,
11409143,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,32.0,23.0,2.0,,9.0,12.0,15.0,26.0,4.0,,,,84.0,65.0,7.0,20.0,0.113983,1,,,1.0,2.0,2.0,5.0,,,1.0,,,,1.0,1.0,,,1.0,,3.0,,0.035,3.0,1.0,6.0,1.0,,2.0,,,,,,,,,,
11409143,home,Casa Pia,Jajá,jaja,Jajá,M,11,177,555,M,1020057,EUR,987292800,F,79,79,False,20.0,10.0,1.0,,3.0,4.0,7.0,17.0,2.0,,,,90.0,38.0,6.4,21.0,0.0172363,2,,,,1.0,9.0,2.0,2.0,2.0,2.0,,,,,,,,1.0,,5.0,3.0,0.1057,1.0,1.0,1.0,,,,1.0,0.0228,,,,,,,,
11409143,home,Casa Pia,Felippe Cardoso,felippe-cardoso,F. Cardoso,F,70,187,417,M,922616,EUR,907459200,F,30,30,False,11.0,9.0,,,2.0,3.0,7.0,8.0,2.0,,,,66.0,23.0,6.5,7.0,0.0195929,1,,,3.0,2.0,4.0,5.0,,,1.0,1.0,,,,1.0,,,,,5.0,1.0,0.4854,1.0,1.0,,,,1.0,,,1.0,1.0,,,,,,
11409143,home,Casa Pia,Yuki Soma,soma-yuki,Y. Soma,F,7,165,617,M,945290,EUR,856828800,F,11,11,False,12.0,8.0,2.0,,5.0,6.0,3.0,7.0,,,,,59.0,21.0,6.7,8.0,0.00141947,0,,,,,2.0,5.0,,,,,,,,4.0,,,,,3.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,
11409143,home,Casa Pia,Beni Mukendi,beni-mukendi,B. Mukendi,M,16,180,646,M,1002367,EUR,1021939200,M,16,16,True,17.0,14.0,1.0,1.0,5.0,7.0,9.0,11.0,5.0,,,,31.0,24.0,6.9,4.0,0.0278984,0,,,,,,4.0,,,3.0,3.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
11409143,home,Casa Pia,Fernando Andrade,fernando-andrade,F. Andrade,M,19,182,123,M,268821,EUR,726451200,F,23,23,True,5.0,3.0,,,,,3.0,6.0,1.0,,,,31.0,14.0,6.5,6.0,0.0364686,1,,,,1.0,2.0,3.0,,1.0,2.0,1.0,,,,1.0,,,,,1.0,,0.0604,,,1.0,,,1.0,1.0,0.0138,,,,,,,,
