match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_wasFouled,stat_totalContest,stat_bigChanceCreated,stat_errorLeadToAShot,player_firstName,player_lastName,stat_wonContest,stat_bigChanceMissed,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches,stat_goalsPrevented,stat_outfielderBlock,stat_totalOffside
14065122,home,Borussia Dortmund,Gregor Kobel,gregor-kobel,G. Kobel,G,1,193,6864,M,gregorkobel,556866,EUR,881366400,G,1,1,False,20.0,19.0,1.0,0.0,19.0,20.0,7.0,1.0,90.0,26.0,6.9,1.0,0.00013689,0.0001,0,0.01,0.0,0.22,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065122,home,Borussia Dortmund,Waldemar Anton,waldemar-anton,W. Anton,D,3,189,2193,M,,799046,EUR,837820800,D,3,3,False,94.0,85.0,7.0,0.0,39.0,40.0,10.0,,90.0,111.0,7.6,10.0,0.105383,,3,0.26,0.3,0.38,,3.0,46.0,54.0,1.0,1.0,2.0,3.0,4.0,7.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,0.2208,1.0,-0.54,,,,,,,,,,,,,,,,,,
14065122,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,nico.schlotterbeck,940871,EUR,944006400,D,4,4,False,98.0,93.0,9.0,0.0,45.0,46.0,4.0,,90.0,112.0,7.6,9.0,0.104262,,3,0.4,0.27,0.23,,6.0,48.0,52.0,2.0,,1.0,1.0,2.0,3.0,,2.0,,1.0,,2.0,1.0,1.0,,0.0457,,-0.35,True,1.0,1.0,0.0357,,,,,,,,,,,,,,
14065122,home,Borussia Dortmund,Ramy Bensebaini,ramy-bensebaini,R. Bensebaini,D,5,186,29068,M,rbens,577726,EUR,797990400,D,5,5,False,88.0,77.0,7.0,0.0,38.0,39.0,9.0,,90.0,102.0,8.2,12.0,0.172173,,2,0.62,0.25,0.26,,2.0,39.0,49.0,1.0,,,3.0,,6.0,,1.0,1.0,3.0,,2.0,1.0,,,0.0424,2.0,-0.09,,,,,1.0,,,,,,,,,,,,,
14065122,home,Borussia Dortmund,Julian Ryerson,julian-ryerson,J. Ryerson,D,26,183,3446,M,,800951,EUR,879724800,M,26,26,False,42.0,37.0,3.0,0.0,4.0,7.0,3.0,,90.0,83.0,6.4,31.0,0.455455,,0,0.19,-0.06,-0.13,,1.0,33.0,35.0,23.0,6.0,,,5.0,1.0,,,,,,1.0,1.0,3.0,,,6.0,,,1.0,,,,4.0,1.0,1.0,,,,,,,,,,
14065122,home,Borussia Dortmund,Pascal Groß,pascal-gross,P. Groß,M,30,181,4705,M,pascalgross65,48480,EUR,676944000,M,13,13,False,64.0,58.0,2.0,0.0,21.0,21.0,1.0,,68.0,74.0,7.2,6.0,0.788654,,2,0.66,0.33,0.15,,1.0,37.0,43.0,3.0,3.0,1.0,,3.0,2.0,,1.0,1.0,2.0,,1.0,1.0,,2.0,0.136,1.0,-0.39,,,,,1.0,,,,,,,,,,,,,
14065122,home,Borussia Dortmund,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,,907463,EUR,971136000,M,8,8,False,47.0,40.0,7.0,0.0,14.0,16.0,4.0,,85.0,63.0,7.3,10.0,0.882859,,4,0.62,0.17,-0.16,,5.0,26.0,31.0,,,2.0,,8.0,5.0,1.0,2.0,1.0,,1.0,2.0,,,2.0,0.2548,1.0,-0.56,,,1.0,0.1895,2.0,4.0,,1.0,,,1.0,,,,,,,
14065122,home,Borussia Dortmund,Daniel Svensson,daniel-svensson,D. Svensson,M,24,183,3298,M,,1021272,EUR,1013472000,M,24,24,False,28.0,25.0,,0.0,10.0,10.0,1.0,,85.0,46.0,7.1,7.0,0.290155,,0,0.4,0.03,0.14,,,15.0,18.0,5.0,2.0,3.0,1.0,4.0,2.0,,,,,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,
14065122,home,Borussia Dortmund,Karim Adeyemi,karim-adeyemi,K. Adeyemi,F,27,177,17028,M,karim_adeyemi,940054,EUR,1011312000,F,27,27,False,28.0,24.0,,0.0,3.0,3.0,3.0,,79.0,51.0,7.1,13.0,0.0801201,,2,-0.08,0.24,-0.03,,,21.0,25.0,2.0,,,,6.0,6.0,1.0,1.0,,,,,,3.0,1.0,0.3375,3.0,0.01,,2.0,1.0,0.302,3.0,5.0,1.0,,,,3.0,1.0,,,,,,
14065122,home,Borussia Dortmund,Carney Chukwuemeka,carney-chukwuemeka,C. Chukwuemeka,M,17,185,10385,M,chukwuemeka10,994556,EUR,1066608000,F,17,17,False,22.0,19.0,,0.0,7.0,7.0,3.0,,68.0,30.0,6.5,6.0,0.0286236,,1,0.06,0.15,0.13,,,12.0,15.0,,,1.0,,4.0,1.0,,1.0,,,,1.0,1.0,,,0.0526,1.0,-0.17,,1.0,,,,2.0,,,,,,,,,,,,
