match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_totalCross,stat_dispossessed,stat_totalOffside,stat_keyPass,stat_blockedScoringAttempt,player_sofascoreId,stat_interceptionWon,stat_accurateCross,stat_shotOffTarget,stat_hitWoodwork,stat_goals,stat_outfielderBlock,stat_bigChanceCreated,stat_bigChanceMissed
12504684,home,Hellas Verona,Lorenzo Montipò,lorenzo-montipo,L. Montipò,G,1,191,564,M,253391,EUR,820454400,G,1,1,False,17.0,8.0,12.0,3.0,0.0,6.0,8.0,2.0,9.0,1.0,1.0,4.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,90.0,31.0,6.2,9.0,0.00091557,0,-1.3677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504684,home,Hellas Verona,Flavius Daniliuc,flavius-daniliuc,F. Daniliuc,D,24,186,441,M,901885,EUR,988329600,D,4,4,False,40.0,37.0,5.0,3.0,0.0,21.0,21.0,16.0,19.0,4.0,1.0,2.0,2.0,,,,,,,90.0,57.0,6.4,4.0,0.0100623,1,,,,1.0,1.0,6.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,0.0495,0.0873,,,,,,,,,,,,,,,
12504684,home,Hellas Verona,Giangiacomo Magnani,giangiacomo-magnani,G. Magnani,D,96,190,252,M,812829,EUR,812764800,D,23,23,False,29.0,27.0,,,0.0,19.0,19.0,8.0,10.0,1.0,,5.0,,,,,,,,90.0,36.0,6.0,2.0,0.00254209,0,,,,1.0,2.0,3.0,,,,1.0,1.0,,,,,,True,,,,,,,,,,,,,,
12504684,home,Hellas Verona,Paweł Dawidowicz,pawel-dawidowicz,P. Dawidowicz,D,27,188,1744,M,288321,EUR,800928000,D,27,27,False,31.0,28.0,3.0,2.0,0.0,23.0,23.0,5.0,8.0,2.0,,3.0,3.0,,,,,,,45.0,37.0,5.9,3.0,0.00121512,0,,,,,1.0,3.0,,,,1.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,
12504684,home,Hellas Verona,Jackson Tchatchoua,jackson-tchatchoua,J. Tchatchoua,M,38,180,2199,M,1096210,EUR,1000425600,M,38,38,False,24.0,22.0,1.0,,0.0,6.0,6.0,16.0,21.0,7.0,,1.0,5.0,,,,,,,90.0,38.0,5.9,12.0,0.078609,0,,,,2.0,,1.0,2.0,,,,,2.0,1.0,,,,,3.0,3.0,1.0,2.0,,,,,,,,,,
12504684,home,Hellas Verona,Suat Serdar,suat-serdar,S. Serdar,M,8,183,687,M,800408,EUR,860716800,M,25,25,False,43.0,35.0,5.0,3.0,0.0,16.0,18.0,19.0,26.0,3.0,,,4.0,,,,,,,90.0,56.0,6.3,13.0,0.0124245,3,,,,1.0,1.0,3.0,2.0,1.0,,,,2.0,1.0,1.0,0.1338,,,1.0,,,,3.0,,,,,,,,,
12504684,home,Hellas Verona,Reda Belahyane,reda-belahyane,R. Belahyane,M,21,173,4290,M,1389689,EUR,1086048000,M,6,6,False,37.0,35.0,,,0.0,22.0,22.0,13.0,15.0,5.0,,,3.0,,,,,,,90.0,49.0,6.4,5.0,0.0168585,0,,Reda Belahyane,,,,4.0,3.0,2.0,,2.0,1.0,,,3.0,,,,,1.0,,2.0,,reda.belahyane,1.0,,,,,,,
12504684,home,Hellas Verona,Abdou Harroui,abdou-harroui,A. Harroui,M,21,181,1064,M,915812,EUR,884649600,M,18,18,False,19.0,15.0,1.0,,0.0,7.0,8.0,8.0,11.0,4.0,,,1.0,,,,,,,45.0,30.0,6.1,7.0,0.00280027,0,,,,1.0,,1.0,3.0,1.0,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,
12504684,home,Hellas Verona,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,12,178,1470,M,897594,EUR,944784000,M,12,12,False,13.0,9.0,,,0.0,5.0,7.0,7.0,10.0,2.0,,1.0,1.0,,,,,,,45.0,26.0,6.3,9.0,0.160027,0,,,,,,1.0,1.0,,,1.0,,1.0,,,,,,4.0,1.0,,2.0,,,,3.0,,,,,,
12504684,home,Hellas Verona,Casper Tengstedt,tengstedt-casper,C. Tengstedt,F,17,184,1578,M,957937,EUR,959817600,F,11,11,False,15.0,13.0,,,0.0,6.0,7.0,7.0,8.0,2.0,,,,,,,,,,69.0,18.0,6.6,2.0,0.00245314,3,,,,2.0,,,,,,,,,,,0.2206,,,,,1.0,,2.0,,,,1.0,1.0,,,,
