match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_outfielderBlock,captain,stat_aerialLost,stat_blockedScoringAttempt,stat_fouls,stat_shotOffTarget,stat_wonContest,stat_totalOffside,stat_errorLeadToAGoal,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,stat_hitWoodwork
12388485,home,VfR Aalen,Andreas Wick,Andreas Wick,andreas-wick,A. Wick,G,1,184.0,3,M,1911388,EUR,1075939200.0,G,1,1,False,28.0,12.0,20.0,4.0,0.0,8.0,10.0,4.0,18.0,1.0,8.0,3.0,5.0,1.0,1.0,90.0,39.0,7.1,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12388485,home,VfR Aalen,Leon Maier,Leon Maier,maier-leon,L. Maier,M,20,185.0,4,M,1391795,EUR,925171200.0,D,10,10,False,23.0,17.0,4.0,,0.0,4.0,7.0,13.0,20.0,1.0,5.0,,,,,90.0,54.0,6.5,22.0,0,4.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
12388485,home,VfR Aalen,Michael Schaupp,,michael-schaupp,M. Schaupp,D,5,,0,M,1121495,EUR,1029283200.0,D,5,5,False,22.0,14.0,3.0,,0.0,8.0,12.0,6.0,11.0,2.0,2.0,,,,,72.0,32.0,6.6,9.0,0,1.0,2.0,1.0,4.0,,,2.0,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,
12388485,home,VfR Aalen,Sadio Dembélé,Sadio Dembélé,sadio-dembele,S. Dembélé,D,4,196.0,14,M,1644291,EUR,1048118400.0,D,25,25,False,18.0,12.0,4.0,2.0,0.0,10.0,13.0,2.0,5.0,8.0,4.0,,,,,90.0,34.0,6.9,6.0,0,,2.0,,3.0,,,4.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,
12388485,home,VfR Aalen,Ali Odabas,,ali-odabas,A. Odabas,D,17,187.0,3,M,799044,EUR,751075200.0,D,17,17,False,33.0,18.0,11.0,3.0,0.0,13.0,14.0,5.0,21.0,2.0,2.0,,,,,90.0,48.0,6.5,20.0,0,2.0,1.0,2.0,2.0,,,1.0,1.0,,3.0,,,1.0,2.0,True,1.0,,,,,,,,,,,,,
12388485,home,VfR Aalen,Mario Szabo,,mario-szabo,M. Szabo,,2,,1,M,1163976,EUR,,D,2,2,False,9.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,7.0,,1.0,,,,,77.0,27.0,6.1,10.0,1,,1.0,2.0,2.0,,1.0,,,,3.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,
12388485,home,VfR Aalen,Lucas Torres,,lucas-torres,L. Torres,M,19,175.0,5,M,887553,EUR,887068800.0,M,19,19,False,14.0,10.0,2.0,1.0,0.0,3.0,4.0,7.0,10.0,,1.0,,,,,82.0,22.0,6.5,5.0,0,,,4.0,2.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,,,,2.0,,,,,,,,,,,
12388485,home,VfR Aalen,Luigi Campagna,,luigi-campagna,L. Campagna,M,6,180.0,4,M,802355,EUR,629337600.0,M,6,6,False,49.0,34.0,17.0,5.0,0.0,17.0,19.0,17.0,31.0,1.0,11.0,,,,,90.0,60.0,6.9,16.0,1,1.0,1.0,3.0,2.0,,,4.0,,,,1.0,1.0,,2.0,,,,3.0,1.0,,,,,,,,,,
12388485,home,VfR Aalen,Daniel Rapp,,rapp-daniel,D. Rapp,M,33,,0,M,1547847,EUR,1105488000.0,M,33,33,False,6.0,2.0,2.0,1.0,0.0,2.0,2.0,,4.0,,2.0,,,,,45.0,12.0,6.4,8.0,0,,,2.0,1.0,,1.0,,1.0,1.0,3.0,,,,,,,,1.0,,,,,,,,,,,
12388485,home,VfR Aalen,Steffen Kienle,,steffen-kienle,S. Kienle,F,23,185.0,3,M,798107,EUR,790387200.0,F,23,23,False,23.0,10.0,2.0,1.0,0.0,4.0,6.0,6.0,18.0,,1.0,,,,,72.0,39.0,6.5,22.0,0,1.0,5.0,16.0,9.0,5.0,1.0,,,,2.0,4.0,1.0,,,,8.0,,2.0,,,,,,,,,,,
