match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_interceptionWon,stat_aerialLost,player_firstName,player_lastName,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside
11352657,home,Bournemouth,Neto,neto,Neto,G,22,190,5148,M,Neto_Murara,84844,EUR,616809600,G,1,1,False,True,28.0,16.0,16.0,6.0,13.0,18.0,3.0,10.0,1.0,1.0,1.0,12.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,90.0,42.0,7.4,12.0,0.00087631,0,-0.6822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352657,home,Bournemouth,Max Aarons,max-aarons,M. Aarons,D,3,178,1261,M,,943645,EUR,946944000,D,37,37,False,,25.0,18.0,4.0,,8.0,12.0,10.0,14.0,,3.0,,6.0,,,,,,,,90.0,47.0,6.2,14.0,0.00945871,0,,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
11352657,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,False,,36.0,29.0,9.0,3.0,23.0,23.0,6.0,13.0,1.0,1.0,3.0,4.0,,,,,,,,90.0,43.0,6.5,7.0,0.00200473,0,,,1.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,
11352657,home,Bournemouth,Lloyd Kelly,lloyd-kelly,L. Kelly,D,6,191,3053,M,,865167,EUR,907632000,D,5,5,False,,41.0,32.0,7.0,1.0,22.0,27.0,10.0,16.0,1.0,2.0,4.0,7.0,,,,,,,,90.0,56.0,6.4,15.0,0.00533124,0,,2.0,6.0,1.0,,,1.0,1.0,,1.0,,1.0,,4.0,,,,,,,,,,,,,,,,,
11352657,home,Bournemouth,Miloš Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,miloskerkez,1097425,EUR,1068163200,D,3,3,False,,22.0,16.0,4.0,1.0,6.0,11.0,11.0,14.0,,4.0,1.0,8.0,,,,,,,,85.0,45.0,6.6,17.0,0.0791005,0,,3.0,5.0,,,1.0,,2.0,,3.0,2.0,1.0,,3.0,Milos,Kerkez,1.0,,,,,,,,,,,,,,
11352657,home,Bournemouth,Alex Scott,alex-scott,A. Scott,M,8,178,2382,M,,1104986,EUR,1061424000,M,14,14,False,,18.0,12.0,,,5.0,6.0,7.0,12.0,1.0,3.0,,,,,,,,,,57.0,23.0,6.5,7.0,0.00677068,0,,,4.0,1.0,,1.0,,1.0,1.0,,1.0,2.0,,,Alex Scott,,,,,,,,,,,,,,,,
11352657,home,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,895,M,,548188,EUR,854928000,M,4,4,False,,25.0,20.0,1.0,,12.0,15.0,8.0,11.0,1.0,3.0,,4.0,,,,,,,,54.0,33.0,5.9,7.0,0.00299996,0,,1.0,4.0,2.0,1.0,,,2.0,2.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,
11352657,home,Bournemouth,David Brooks,david-brooks,D. Brooks,M,7,173,1281,M,,855731,EUR,868320000,M,7,7,False,,20.0,15.0,1.0,,2.0,2.0,13.0,18.0,,2.0,,3.0,,,,,,,,57.0,29.0,6.9,7.0,0.111305,1,,,2.0,,,1.0,,2.0,2.0,1.0,,1.0,1.0,,,,,1.0,0.0319,0.051,1.0,,,,,,,,,,
11352657,home,Bournemouth,Philip Billing,philip-billing,P. Billing,M,8,193,1790,M,,548660,EUR,834451200,M,29,29,False,,25.0,21.0,2.0,2.0,6.0,6.0,15.0,19.0,1.0,5.0,4.0,7.0,,,,,,,,90.0,51.0,7.2,10.0,0.558989,1,,,8.0,,2.0,2.0,1.0,3.0,2.0,3.0,,2.0,3.0,3.0,,,,1.0,0.0173,0.3121,2.0,1.0,1.0,1.0,1.0,,,,,,
11352657,home,Bournemouth,Marcus Tavernier,marcus-tavernier,M. Tavernier,M,16,178,1762,M,,895576,EUR,922060800,M,16,16,False,,16.0,14.0,,,1.0,3.0,13.0,15.0,1.0,7.0,1.0,,,,,,,,,75.0,33.0,6.7,10.0,0.0362693,0,,2.0,10.0,2.0,2.0,4.0,,3.0,2.0,2.0,1.0,2.0,,2.0,,,,,,,1.0,,2.0,,,,,,,,
