match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_aerialWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_errorLeadToAGoal
14109682,home,Çaykur Rizespor,Yahia Fofana,yahia-fofana,Y. Fofana,G,75,194,3551,M,yahia.fofana_,877977,EUR,966816000,G,75,75,False,27.0,23.0,10.0,6.0,0.0,22.0,24.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,3.0,90.0,34.0,6.7,4.0,0.00015418,0.2121,0,-0.1532,-0.03,0.01,-0.18,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14109682,home,Çaykur Rizespor,Taha Şahin,taha-sahin,T. Şahin,D,37,178,238,M,,1394729,EUR,972172800,D,37,37,False,52.0,45.0,2.0,1.0,0.0,20.0,22.0,25.0,30.0,1.0,3.0,7.0,,,4.0,,,90.0,87.0,7.0,20.0,0.168449,,1,,0.31,0.17,-0.3,,Taha Sahin,,8.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,0.3029,3.0,-0.02,,,,,,,,,,,,,,,,
14109682,home,Çaykur Rizespor,Attila Mocsi,attila-mocsi,A. Mocsi,D,4,188,454,M,,889382,EUR,959558400,D,4,4,False,53.0,46.0,5.0,2.0,0.0,36.0,39.0,10.0,14.0,3.0,6.0,4.0,,,6.0,,,90.0,57.0,6.3,7.0,0.00434145,,0,,-0.01,0.08,-0.42,,,,,,,,,,2.0,2.0,2.0,,1.0,,,,2.0,2.0,,,,,,,,,,,,,,
14109682,home,Çaykur Rizespor,Samet Akaydın,samet-akaydin,S. Akaydın,D,3,190,969,M,,863600,EUR,763516800,D,3,3,False,64.0,59.0,9.0,7.0,0.0,37.0,38.0,22.0,26.0,3.0,4.0,6.0,,,7.0,,,90.0,75.0,6.8,6.0,0.10952,,1,,0.2,0.21,-0.31,,,,,,,,,,3.0,1.0,1.0,2.0,2.0,0.0914,1.0,-0.05,3.0,,1.0,2.0,1.0,0.1243,,,,,,,,,,
14109682,home,Çaykur Rizespor,Casper Højer,casper-hojer,C. Højer,D,5,183,148,M,,281233,EUR,785289600,D,5,5,False,49.0,43.0,6.0,3.0,0.0,17.0,21.0,26.0,28.0,1.0,6.0,2.0,1.0,,5.0,,,90.0,82.0,6.4,18.0,0.224113,,2,,0.39,0.03,-0.4,,,,7.0,2.0,1.0,,,,2.0,1.0,1.0,,2.0,0.0263,2.0,0.0,1.0,1.0,,1.0,3.0,,True,2.0,,,,,,,,
14109682,home,Çaykur Rizespor,Qazim Laci,qazim-laci,Q. Laci,M,20,173,992,M,,284395,EUR,822009600,M,20,20,False,55.0,47.0,6.0,4.0,0.0,12.0,14.0,35.0,41.0,1.0,4.0,4.0,1.0,1.0,5.0,,,90.0,70.0,6.9,14.0,0.343612,,4,,0.51,0.11,-0.18,,,,7.0,3.0,,,1.0,,,,,1.0,2.0,0.0972,2.0,-0.14,2.0,1.0,,,2.0,,,3.0,1.0,,,,,,,
14109682,home,Çaykur Rizespor,Giannis Papanikolaou,giannis-papanikolaou,G. Papanikolaou,M,6,182,212,M,,856988,EUR,911347200,M,6,6,False,55.0,53.0,4.0,4.0,0.0,28.0,28.0,25.0,27.0,1.0,5.0,5.0,1.0,,5.0,,,90.0,64.0,7.2,3.0,0.0217426,,2,,0.19,0.1,-0.08,,,,,,,,1.0,,,4.0,4.0,,2.0,0.1162,1.0,-0.17,1.0,1.0,,1.0,,,,1.0,,,,,,,,
14109682,home,Çaykur Rizespor,Jesurun Rak-Sakyi,jesurun-rak-sakyi,J. Rak-Sakyi,M,21,178,1017,M,,1101362,EUR,1033776000,M,19,19,False,26.0,22.0,1.0,,0.0,6.0,7.0,16.0,19.0,,5.0,7.0,6.0,3.0,3.0,,,81.0,47.0,7.9,12.0,0.0726159,,3,,0.07,0.4,-0.11,,,,3.0,1.0,,,2.0,,,4.0,3.0,,1.0,1.1751,2.0,0.52,,1.0,1.0,1.0,3.0,0.9953,,,,1.0,,,,,,
14109682,home,Çaykur Rizespor,Muhamed Buljubašić,muhamed-buljubasic,M. Buljubašić,M,18,180,202,M,,1134586,EUR,1088899200,M,18,18,False,23.0,21.0,1.0,1.0,0.0,13.0,13.0,8.0,10.0,,4.0,2.0,,,1.0,,,62.0,28.0,6.3,3.0,0.00473724,,1,,-0.06,0.1,-0.14,,,,,,,,,,,2.0,1.0,,4.0,0.041,,-0.16,,,,1.0,1.0,,,1.0,,,,,,,,
14109682,home,Çaykur Rizespor,Emrecan Bulut,emrecan-bulut,E. Bulut,F,99,185,166,M,,1480663,EUR,1038268800,M,99,99,False,14.0,10.0,1.0,1.0,0.0,3.0,4.0,7.0,10.0,,5.0,2.0,4.0,1.0,3.0,,,67.0,24.0,6.0,9.0,0.00420914,,2,,-0.19,0.24,-0.11,,Emrecan Bulut,,1.0,,,,,,,1.0,1.0,,1.0,0.092,,-0.05,,1.0,,,1.0,,,2.0,,,,,,,,
