match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wonTackle,player_sofascoreId,captain,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,player_firstName,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_keyPass,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_wasFouled,player_lastName,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_errorLeadToAGoal,stat_outfielderBlock
12624972,home,Al-Qadsiah,Koen Casteels,koen-casteels,K. Casteels,G,1,197.0,1420,M,70987,EUR,709430400,G,1,1,False,29.0,26.0,9.0,6.0,0.0,26.0,27.0,2.0,2.0,9.0,1.0,1.0,1.0,90.0,37.0,7.1,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624972,home,Al-Qadsiah,Jehad Thakri,thakri-jehad,J. Thakri,D,4,184.0,259,M,1845169,EUR,995673600,D,4,4,False,69.0,64.0,4.0,2.0,0.0,46.0,47.0,22.0,1.0,3.0,,,,89.0,75.0,7.0,5.0,0,18.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624972,home,Al-Qadsiah,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180.0,14931,M,69404,EUR,632620800,D,6,6,False,75.0,72.0,4.0,2.0,0.0,52.0,52.0,23.0,1.0,6.0,,,,90.0,80.0,7.1,3.0,0,20.0,3.0,3.0,,,nachofdez90,True,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12624972,home,Al-Qadsiah,Gastón Álvarez,gaston-alvarez,G. Álvarez,D,17,184.0,492,M,980578,EUR,953856000,D,17,17,False,53.0,50.0,2.0,2.0,0.0,40.0,41.0,12.0,,5.0,,,,90.0,59.0,6.9,5.0,0,10.0,1.0,3.0,2.0,,,,1.0,3.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12624972,home,Al-Qadsiah,Mohammed Abu Al-Shamat,mohammed-waheeb-abu-al-shamat,M. A. Al-Shamat,M,2,170.0,199,M,1804369,EUR,1029024000,M,2,2,False,55.0,45.0,12.0,8.0,0.0,23.0,28.0,36.0,1.0,3.0,,,,81.0,83.0,7.0,22.0,0,25.0,,3.0,3.0,1.0,,,3.0,7.0,2.0,2.0,1.0,Mohammed Waheeb Abu Al-Shamat,9.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
12624972,home,Al-Qadsiah,Nahitan Nández,nahitan-nandez,N. Nandez,M,8,175.0,1910,M,589620,EUR,820108800,M,8,8,False,61.0,50.0,11.0,5.0,0.0,17.0,17.0,50.0,,9.0,,,,90.0,82.0,7.0,25.0,1,34.0,,3.0,1.0,1.0,,,,10.0,,2.0,3.0,,6.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,
12624972,home,Al-Qadsiah,Ezequiel Fernández,ezequiel-fernandez,E. Fernández,M,6,178.0,5873,M,1003012,EUR,1027555200,M,5,5,False,89.0,78.0,10.0,6.0,0.0,48.0,52.0,37.0,1.0,7.0,,,,90.0,107.0,7.7,13.0,2,30.0,3.0,9.0,5.0,4.0,equifernandez,,2.0,4.0,1.0,,,,,,,2.0,,1.0,,,1.0,1.0,,1.0,,,,,,,
12624972,home,Al-Qadsiah,Cameron Puertas,cameron-puertas,C. Puertas,M,18,178.0,1147,M,916176,EUR,903398400,M,88,88,False,64.0,52.0,5.0,2.0,1.0,23.0,25.0,44.0,,14.0,,,,90.0,91.0,7.6,19.0,3,31.0,1.0,7.0,4.0,3.0,,,,8.0,1.0,,1.0,,5.0,2.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,
12624972,home,Al-Qadsiah,Turki Al-Ammar,turki-al-ammar,T. Al-Ammar,M,7,170.0,151,M,965177,EUR,938044800,M,7,7,False,43.0,36.0,2.0,2.0,0.0,14.0,17.0,37.0,1.0,8.0,,,,89.0,76.0,7.6,23.0,1,24.0,,3.0,1.0,1.0,,,,5.0,2.0,2.0,1.0,,11.0,2.0,,2.0,4.0,4.0,2.0,1.0,1.0,,,,,1.0,,,,,
12624972,home,Al-Qadsiah,Pierre-Emerick Aubameyang,pierre-emerick-aubameyang,P. Aubameyang,F,17,187.0,49593,M,51498,EUR,614131200,F,10,10,False,25.0,15.0,1.0,,0.0,4.0,7.0,21.0,,2.0,,,,89.0,42.0,7.4,16.0,5,11.0,,5.0,,,Auba,,2.0,5.0,,,,,3.0,,,2.0,4.0,5.0,3.0,,3.0,2.0,,1.0,1.0,,1.0,1.0,,,
12624972,home,Al-Qadsiah,Julián Quiñones,julian-quinones,J. Quiñones,F,33,180.0,6539,M,843114,EUR,859161600,F,33,33,False,23.0,20.0,2.0,2.0,0.0,6.0,7.0,16.0,,2.0,,,,90.0,43.0,6.6,9.0,7,14.0,1.0,4.0,,,julianquinones33,,1.0,7.0,,2.0,2.0,,,,1.0,4.0,2.0,1.0,2.0,,4.0,1.0,,1.0,2.0,,2.0,,,,
12624972,home,Al-Qadsiah,Abdulaziz Al-Othman,abdulaziz-al-othman,A. Al-Othman,F,91,182.0,92,M,1884430,EUR,1073001600,F,66,66,True,2.0,1.0,,,0.0,,,4.0,,1.0,,,,9.0,5.0,7.5,3.0,1,1.0,1.0,1.0,,,,,,,,,,Abdulaziz Al-Othman,2.0,,,,,,,,,,,1.0,,,,,1.0,,
12624972,home,Al-Qadsiah,Mohammed Qassem,mohammed-qassem,M. Qassem,D,24,176.0,146,M,540426,EUR,790473600,D,24,24,True,6.0,3.0,1.0,,0.0,1.0,2.0,5.0,,,,,,12.0,13.0,6.5,4.0,1,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,
12624972,home,Al-Qadsiah,Qasim Lajami,qasim-al-oujami,Q. Lajami,D,87,178.0,103,M,818668,EUR,830390400,D,87,87,True,,,,,0.0,,,,,,,,,1.0,1.0,,,0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12624972,home,Al-Qadsiah,Ali Hazazi,ali-hazazi,A. Hazazi,M,11,185.0,62,M,818699,EUR,761529600,M,11,11,True,,,,,0.0,,,,,,,,,1.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624972,home,Al-Qadsiah,Ahmed Al-Kassar,ahmed-al-kassar,A. Al-Kassar,G,28,187.0,128,M,818749,EUR,673660800,G,28,28,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624972,home,Al-Qadsiah,Mohammed Al-Shanqiti,mohammed-al-shanqiti,M. Al-Shanqiti,D,50,168.0,20,M,976206,EUR,926726400,D,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624972,home,Al-Qadsiah,Husain Al-Qahtani,husain-al-monassar,H. Al-Qahtani,M,52,177.0,32,M,893218,EUR,787881600,M,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624972,home,Al-Qadsiah,Abdulrahman Al Dosari,abdulrahman-al-dosari,A. A. Dosari,M,39,178.0,33,M,832313,EUR,875145600,M,39,39,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624972,home,Al-Qadsiah,Hussain Alnattar,hussain-alnattar,H. Alnattar,M,,169.0,34,M,1085122,EUR,952992000,M,96,96,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Hussain Alnattar,,,,,,,,,,,,,,,,,,,
12624972,away,Al-Khaleej,Ibrahim Šehić,ibrahim-sehic,I. Šehić,G,13,190.0,350,M,63952,EUR,589161600,G,23,23,False,35.0,22.0,18.0,5.0,0.0,22.0,25.0,10.0,2.0,13.0,2.0,3.0,1.0,90.0,46.0,6.3,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
12624972,away,Al-Khaleej,Saeed Al Hamsal,saeed-al-hamsal,S. A. Hamsal,D,39,176.0,21,M,818563,EUR,829785600,D,39,39,False,37.0,31.0,4.0,2.0,0.0,23.0,24.0,13.0,1.0,4.0,,,,90.0,65.0,6.6,14.0,0,8.0,,4.0,3.0,1.0,,,1.0,5.0,1.0,6.0,2.0,,,,1.0,,2.0,,1.0,,,,,,,,,,,,
12624972,away,Al-Khaleej,Marcel Tisserand,marcel-tisserand,M. Tisserand,D,32,190.0,461,M,338651,EUR,726624000,D,32,32,False,44.0,35.0,9.0,2.0,0.0,30.0,33.0,11.0,9.0,7.0,,,,90.0,60.0,7.1,9.0,1,5.0,2.0,3.0,1.0,,,,3.0,3.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,2.0
12624972,away,Al-Khaleej,Mohammed Al-Khabrani,mohammed-al-khabrani,M. Al-Khabrani,D,3,178.0,21,M,818696,EUR,750556800,D,3,3,False,41.0,39.0,2.0,1.0,0.0,31.0,33.0,8.0,5.0,3.0,,,,90.0,55.0,6.9,4.0,0,8.0,1.0,3.0,2.0,1.0,,,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,1.0
12624972,away,Al-Khaleej,Pedro Rebocho,pedro-rebocho,P. Rebocho,D,5,172.0,204,M,190139,EUR,790819200,D,5,5,False,55.0,48.0,8.0,6.0,0.0,29.0,33.0,24.0,4.0,10.0,,,,90.0,75.0,7.3,13.0,0,19.0,4.0,6.0,1.0,,,,,2.0,2.0,1.0,,,2.0,,,1.0,2.0,,1.0,,,,,,,,,,,,1.0
12624972,away,Al-Khaleej,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800,M,15,15,False,25.0,22.0,1.0,1.0,0.0,13.0,14.0,11.0,1.0,7.0,,,,62.0,36.0,6.7,5.0,0,9.0,,4.0,2.0,,,,1.0,6.0,,1.0,,,,,4.0,,2.0,,1.0,,,1.0,,,,,,,,,1.0
12624972,away,Al-Khaleej,Dimitrios Kourbelis,dimitrios-kourbelis,D. Kourbelis,M,21,182.0,579,M,128089,EUR,752198400,M,21,21,False,55.0,50.0,4.0,3.0,0.0,30.0,30.0,25.0,2.0,6.0,,,,90.0,73.0,7.6,8.0,2,20.0,,6.0,3.0,1.0,,,,2.0,2.0,3.0,2.0,,,,,,1.0,1.0,1.0,,2.0,2.0,,,,,,,,,1.0
12624972,away,Al-Khaleej,Khaled Narey,khaled-narey,K. Narey,M,7,180.0,366,M,190065,EUR,774921600,M,7,7,False,20.0,19.0,2.0,2.0,0.0,16.0,16.0,5.0,1.0,5.0,,,,81.0,37.0,6.7,10.0,1,3.0,,2.0,2.0,1.0,,,1.0,5.0,1.0,5.0,,,1.0,,1.0,,3.0,,,,,,,1.0,,,,,,,
12624972,away,Al-Khaleej,Fábio Martins,fabio-martins,F. Martins,M,10,178.0,359,M,193064,EUR,743472000,M,10,10,False,20.0,17.0,2.0,2.0,0.0,7.0,7.0,14.0,,1.0,,,,62.0,33.0,6.4,12.0,0,10.0,,2.0,2.0,2.0,,True,,5.0,,4.0,,,1.0,,1.0,2.0,2.0,,,,,,,,,1.0,,,,,
12624972,away,Al-Khaleej,Abdullah Al-Salem,abdullah-al-salem,A. Al-Salem,F,9,183.0,285,M,818674,EUR,724723200,F,11,11,False,20.0,15.0,,,0.0,10.0,11.0,9.0,,1.0,,,,90.0,23.0,6.6,6.0,0,5.0,4.0,5.0,,,,,4.0,5.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,
12624972,away,Al-Khaleej,Kostas Fortounis,kostas-fortounis,K. Fortounis,M,10,183.0,2903,M,115577,EUR,719193600,F,17,17,False,40.0,35.0,5.0,3.0,0.0,19.0,21.0,21.0,,4.0,,,,75.0,53.0,6.6,12.0,0,17.0,,2.0,,,,,,4.0,,1.0,,,2.0,1.0,,1.0,4.0,1.0,1.0,,,1.0,,,,,,,,,
12624972,away,Al-Khaleej,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800,M,8,8,True,22.0,18.0,2.0,1.0,0.0,10.0,11.0,13.0,,2.0,,,,28.0,30.0,6.6,7.0,0,9.0,,1.0,1.0,1.0,,,,1.0,,1.0,,,2.0,1.0,,1.0,,1.0,,,,,,,,,,,,,
12624972,away,Al-Khaleej,Murad Al Hawsawi,murad-al-hawsawi,M. A. Hawsawi,M,18,180.0,332,M,1549082,EUR,991440000,M,18,18,True,14.0,11.0,2.0,,0.0,2.0,2.0,12.0,2.0,2.0,,,,28.0,26.0,6.7,5.0,0,9.0,,7.0,6.0,1.0,,,1.0,3.0,,2.0,2.0,Murad Al Hawsawi,,,,,,,,,,1.0,,,,,,,,,
12624972,away,Al-Khaleej,Saleh Abu Al-Shamat,saleh-aboulshamat,S. Aboulshamat,M,47,171.0,764,M,1429250,EUR,1029024000,M,47,47,True,17.0,11.0,4.0,1.0,0.0,7.0,7.0,11.0,,3.0,,,,15.0,28.0,7.0,10.0,0,4.0,,4.0,1.0,1.0,,,1.0,1.0,,3.0,,Saleh Aboulshamat,1.0,,,,1.0,,1.0,,,2.0,,,,,,,,,
12624972,away,Al-Khaleej,Ali Al Shaafi,ali-al-shaafi,A. A. Shaafi,D,94,178.0,8,M,1521166,EUR,1010793600,D,14,14,True,3.0,3.0,,,0.0,,,3.0,1.0,1.0,,,,9.0,8.0,6.5,1.0,0,3.0,,2.0,1.0,1.0,,,,1.0,,1.0,,Ali Al Shaafi,,,1.0,,,,,,,1.0,,,,,,,,,
12624972,away,Al-Khaleej,Marwan Al-Haidari,marwan-al-haidari,M. Al-Haidari,G,96,191.0,32,M,832497,EUR,829267200,G,96,96,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624972,away,Al-Khaleej,Arif Al-Haydar,arif-al-haydar,A. Al-Haydar,D,25,172.0,6,M,1084262,EUR,866764800,D,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,Arif Al-Haydar,,,,,,,,,,,,,,,,,,,
12624972,away,Al-Khaleej,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168.0,13,M,847483,EUR,637372800,D,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
