match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_dispossessed,stat_goals,stat_fouls,stat_challengeLost,stat_bigChanceMissed,stat_hitWoodwork,player_firstName,player_lastName,stat_bigChanceCreated,stat_goalAssist,stat_punches
10411536,home,Napoli,Alex Meret,alex-meret,A. Meret,G,1,190.0,4366,M,592794,EUR,858988800,G,1,1,False,25.0,19.0,7.0,2.0,18.0,20.0,1.0,5.0,3.0,1.0,1.0,1.0,90.0,28.0,5.5,6.0,0.0,0.0,8.011e-05,0,-0.6874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411536,home,Napoli,Giovanni Di Lorenzo,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182.0,6986,M,153257,EUR,744422400,D,22,22,False,34.0,24.0,3.0,1.0,12.0,12.0,13.0,25.0,5.0,,,,90.0,66.0,6.9,17.0,0.5154,0.0669,0.0735451,5,,dilorenzo22,True,3.0,1.0,5.0,3.0,11.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10411536,home,Napoli,Min-jae Kim,min-jae-kim,M. Kim,D,3,190.0,15025,M,896569,EUR,848016000,D,3,3,False,68.0,60.0,7.0,3.0,43.0,47.0,17.0,21.0,10.0,,,,90.0,77.0,6.9,9.0,0.0,0.0,0.0461912,0,,kiminjae3,,,,2.0,3.0,4.0,,,,,,,2.0,2.0,2.0,1.0,,,,,2.0,1.0,,,,,,,,,,
10411536,home,Napoli,Juan Jesus,juan-jesus,Juan Jesus,D,5,185.0,2485,M,108484,EUR,676512000,D,5,5,False,54.0,47.0,4.0,3.0,25.0,29.0,22.0,25.0,6.0,,,,90.0,73.0,7.9,8.0,0.0941,0.3039,0.00944804,2,,,,,,2.0,1.0,5.0,,,1.0,1.0,,4.0,1.0,,3.0,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,
10411536,home,Napoli,Mário Rui,mario-rui,M. Rui,D,,168.0,1034,M,99546,EUR,675302400,D,6,6,False,45.0,36.0,9.0,6.0,13.0,16.0,24.0,31.0,7.0,,,,76.0,62.0,6.6,11.0,0.2342,0.0,0.0830404,1,,,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,1.0,,,1.0,1.0,1.0,,,,,
10411536,home,Napoli,Tanguy Ndombélé,tanguy-ndombele,T. Ndombélé,M,22,181.0,2715,M,845486,EUR,851731200,M,91,91,False,47.0,42.0,,,7.0,7.0,35.0,40.0,,,,,71.0,64.0,6.8,10.0,0.2327,0.0,0.142288,4,,,,,,1.0,4.0,3.0,1.0,,1.0,,3.0,,,,1.0,,2.0,1.0,,2.0,,2.0,,1.0,,,,,,,,
10411536,home,Napoli,Stanislav Lobotka,stanislav-lobotka,S. Lobotka,M,68,170.0,4661,M,150383,EUR,785721600,M,68,68,False,61.0,54.0,6.0,5.0,21.0,23.0,33.0,38.0,10.0,,,,82.0,66.0,7.0,7.0,0.0,0.0,0.033895,0,,StanLobotka,,,,,2.0,2.0,,,,,,,2.0,,1.0,,,1.0,,,1.0,,,1.0,,,,,,,,
10411536,home,Napoli,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180.0,18478,M,138605,EUR,769392000,M,20,20,False,44.0,38.0,4.0,2.0,12.0,14.0,32.0,36.0,4.0,,,,90.0,61.0,8.0,10.0,0.1357,0.1768,0.619473,3,,zielu_94,,6.0,6.0,,5.0,1.0,3.0,1.0,,1.0,2.0,1.0,,1.0,,,1.0,,,6.0,1.0,,,,2.0,,1.0,,,2.0,,
10411536,home,Napoli,Matteo Politano,matteo-politano,M. Politano,F,21,171.0,4493,M,235672,EUR,744336000,F,21,21,False,22.0,16.0,1.0,,,1.0,16.0,23.0,,,,,45.0,40.0,6.7,15.0,0.1906,0.0,0.0608289,1,,,,2.0,,1.0,3.0,7.0,4.0,3.0,1.0,,,,,,3.0,1.0,4.0,,,2.0,,2.0,,,,1.0,,,,,,
10411536,home,Napoli,Giacomo Raspadori,giacomo-raspadori,G. Raspadori,F,18,172.0,8190,M,865651,EUR,950832000,F,81,81,False,15.0,12.0,1.0,1.0,5.0,5.0,7.0,11.0,2.0,,,,45.0,21.0,6.5,6.0,0.1441,0.0305,0.0965198,3,,giacomo.raspadori,,1.0,,,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,
