match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_totalOffside,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_fouls,captain,stat_aerialLost,stat_wonTackle,stat_wasFouled,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_unsuccessfulTouch,stat_goals,stat_penaltyWon,stat_errorLeadToAShot,stat_penaltyFaced,stat_penaltyConceded
14053708,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198.0,265,M,94835,EUR,648432000,G,1,1,False,33.0,24.0,19.0,10.0,0.0,17.0,18.0,7.0,15.0,14.0,2.0,2.0,1.0,1.0,90.0,42.0,7.8,9.0,0.00994579,48.478494539132,8.0,18.9,6.405,0.4136,0,0.2941,0.2,0.01,0.3,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14053708,home,FC Twente,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174.0,343,M,946506,EUR,990835200,D,28,28,False,60.0,48.0,8.0,3.0,0.0,23.0,25.0,25.0,35.0,2.0,,,,,90.0,83.0,7.4,15.0,0.58193,88.400845847409,10.0,48.51,34.02,,1,,0.54,0.13,0.14,,,,2.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.1069,3.0,-0.46,,,,,,,,,,,,,,,,,,
14053708,home,FC Twente,Stav Lemkin,stav-lemkin,S. Lemkin,D,23,190.0,318,M,1091923,EUR,1049241600,D,23,23,False,70.0,63.0,5.0,1.0,0.0,41.0,44.0,22.0,26.0,7.0,,,,,90.0,79.0,7.3,7.0,0.0150698,189.93841363768,18.0,106.68,24.36,,0,,0.1,0.29,0.59,,,,,,,1.0,,,,,,,,8.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,
14053708,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190.0,269,M,196082,EUR,748742400,D,3,3,False,54.0,45.0,8.0,3.0,0.0,26.0,28.0,19.0,26.0,2.0,,,,,90.0,67.0,7.4,9.0,0.0187825,37.502625550327,6.0,17.745,10.395,,0,,0.22,0.05,0.37,,,,,,1.0,1.0,4.0,,,,,,,7.0,,2.0,,,1.0,,,,True,1.0,1.0,1.0,,,,,,,,,,,,
14053708,home,FC Twente,Mats Rots,mats-rots,M. Rots,D,39,185.0,370,M,1387012,EUR,1142035200,D,39,39,False,46.0,34.0,12.0,6.0,0.0,16.0,22.0,18.0,24.0,4.0,,,,,90.0,67.0,7.3,15.0,0.0381705,120.41135669826,13.0,84.0,30.765,,3,,-0.19,0.29,0.19,,,,1.0,,2.0,2.0,9.0,,2.0,4.0,4.0,,,1.0,,3.0,,0.196,,-0.46,,,,,3.0,,1.0,2.0,0.0783,,,,,,,,,
14053708,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183.0,8083,M,989882,EUR,896140800,M,6,6,False,50.0,39.0,6.0,1.0,0.0,11.0,15.0,28.0,35.0,7.0,,,,,90.0,70.0,7.6,12.0,0.0793544,88.825513710917,13.0,40.74,14.805,,1,,0.25,0.13,0.31,,,,1.0,,5.0,3.0,12.0,,,2.0,2.0,,,8.0,,2.0,,0.0547,3.0,0.01,,3.0,,,1.0,3.0,,1.0,,rramizz_,,,,,,,,
14053708,home,FC Twente,Thomas Van den Belt,thomas-van-den-belt,T. V. d. Belt,M,20,181.0,290,M,945233,EUR,992822400,M,20,20,False,37.0,31.0,1.0,,0.0,10.0,14.0,21.0,23.0,3.0,,,,,80.0,51.0,7.1,8.0,0.305161,35.856068014045,6.0,23.1,8.085,,4,,0.4,0.11,-0.06,,,,,,3.0,3.0,5.0,1.0,,1.0,,,4.0,1.0,,1.0,,0.4134,1.0,-0.54,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,
14053708,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179.0,509,M,1048430,EUR,996019200,M,11,11,False,42.0,35.0,1.0,1.0,1.0,8.0,9.0,27.0,33.0,6.0,,,,,90.0,58.0,8.5,11.0,0.862937,209.29746595621,19.0,101.115,33.285,,3,,0.9,0.95,0.13,,,,1.0,1.0,1.0,6.0,3.0,,1.0,2.0,,1.0,,,1.0,2.0,,0.3745,4.0,-0.67,,,,3.0,1.0,,1.0,2.0,0.3224,,1.0,,1.0,,,,,
14053708,home,FC Twente,Kristian Hlynsson,hlynsson-kristian,K. Hlynsson,M,14,176.0,998,M,1160026,EUR,1074816000,M,14,14,False,24.0,21.0,1.0,,0.0,7.0,8.0,14.0,16.0,1.0,,,,,59.0,28.0,6.6,5.0,0.276831,29.931675556858,5.0,-2.205,5.25,,0,,0.27,0.09,-0.02,,,,,,,4.0,,1.0,,,,1.0,,,,,,,1.0,,,1.0,,2.0,,,,,,,,,1.0,,,,,
14053708,home,FC Twente,Marko Pjaca,marko-pjaca,M. Pjaca,M,7,186.0,3796,M,190435,EUR,799718400,M,7,7,False,25.0,20.0,,,0.0,4.0,4.0,16.0,21.0,5.0,,,,,67.0,41.0,7.2,7.0,0.127479,215.52065044802,21.0,102.69,19.215,,4,,0.26,0.5,-0.03,,,,1.0,,,2.0,5.0,1.0,,2.0,2.0,,3.0,2.0,1.0,,,0.2993,,-0.57,,,,1.0,,3.0,,1.0,,MarkoPjaca,,,1.0,,,,,
