match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,captain,stat_bigChanceCreated,stat_shotOffTarget,stat_lastManTackle,stat_expectedGoals,stat_shotValueNormalized,stat_aerialLost,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_goals,stat_errorLeadToAShot,stat_punches,stat_errorLeadToAGoal
14025177,home,Tottenham Hotspur,Guglielmo Vicario,guglielmo-vicario,G. Vicario,G,1,194,7123,M,guglielmovicario,553606,EUR,844646400,G,1,1,False,37.0,21.0,22.0,6.0,0.0,17.0,19.0,4.0,18.0,10.0,2.0,1.0,1.0,1.0,1.0,90.0,45.0,6.8,16.0,0.00066784,70.865091954053,13.0,9.87,7.35,0.1539,0,0.4459,0.11,0.0,0.24,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025177,home,Tottenham Hotspur,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,pedroporro29,913654,EUR,937180800,D,23,23,False,43.0,34.0,3.0,2.0,0.0,18.0,21.0,16.0,22.0,3.0,,,,,,90.0,68.0,7.3,16.0,0.0992002,69.454825179888,12.0,21.945,8.82,,0,,0.43,0.04,0.2,,9.0,3.0,1.0,1.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
14025177,home,Tottenham Hotspur,Cristian Romero,cristian-romero,C. Romero,D,17,185,37910,M,cutiromero2,829932,EUR,893635200,D,17,17,False,39.0,34.0,4.0,3.0,0.0,24.0,26.0,10.0,13.0,4.0,,,,,,81.0,48.0,7.7,5.0,0.0133792,111.91090214241,14.0,11.865,9.975,,1,,0.22,0.08,0.71,,,,4.0,1.0,6.0,5.0,1.0,2.0,2.0,1.0,1.0,,,True,1.0,1.0,1.0,0.0237,-0.12,,,,,,,,,,,,,,,,,
14025177,home,Tottenham Hotspur,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12526,M,mickyvdven,998247,EUR,987638400,D,37,37,False,41.0,38.0,5.0,3.0,0.0,24.0,26.0,14.0,15.0,4.0,,,,,,90.0,53.0,6.8,5.0,0.00610468,226.31096241943,19.0,155.295,34.65,,1,,0.15,0.28,0.33,,,,,6.0,,5.0,1.0,,,1.0,,,,,,1.0,,0.0541,-0.52,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
14025177,home,Tottenham Hotspur,Djed Spence,djed-spence,D. Spence,D,24,184,4534,M,,945798,EUR,965779200,D,24,24,False,43.0,36.0,4.0,4.0,0.0,11.0,12.0,25.0,31.0,4.0,,,,,,90.0,68.0,7.5,16.0,0.192589,232.82867090041,20.0,133.035,53.865,,1,,0.38,0.28,0.15,,4.0,,2.0,5.0,4.0,3.0,1.0,,,1.0,1.0,,,,1.0,,,0.2913,0.01,1.0,,1.0,,,4.0,2.0,1.0,1.0,1.0,0.2238,,,,,,
14025177,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,False,26.0,22.0,3.0,1.0,0.0,10.0,10.0,12.0,16.0,7.0,,,,,,65.0,40.0,7.1,5.0,0.0317002,120.25208207177,10.0,61.74,21.735,,1,,-0.03,0.17,0.42,,,,1.0,3.0,4.0,3.0,3.0,2.0,2.0,,,,,,,,,0.0346,-0.06,3.0,,,,1.0,,,,,,,1.0,1.0,,,,
14025177,home,Tottenham Hotspur,Archie Gray,archie-gray,A. Gray,D,14,187,5627,M,ArchieGray06,1142335,EUR,1142121600,M,14,14,False,33.0,31.0,3.0,1.0,0.0,13.0,13.0,18.0,20.0,2.0,,,,,,90.0,50.0,6.7,8.0,0.00763139,170.68520127584,19.0,99.54,30.24,,0,,0.05,0.21,0.19,,1.0,,,3.0,2.0,4.0,1.0,2.0,1.0,1.0,,Archie Gray,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,
14025177,home,Tottenham Hotspur,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89524,M,Kudus,905163,EUR,965174400,M,20,20,False,37.0,34.0,1.0,1.0,0.0,11.0,13.0,23.0,24.0,8.0,,,,,,80.0,67.0,7.6,19.0,0.223194,244.39946185771,23.0,43.785,35.28,,1,,0.11,0.5,0.13,,9.0,2.0,1.0,5.0,9.0,,,1.0,1.0,,2.0,,,,,,,0.0592,-0.22,,1.0,2.0,,5.0,7.0,5.0,,1.0,,0.2295,,2.0,,,,
14025177,home,Tottenham Hotspur,Xavi Simons,xavi-simons,X. Simons,M,7,179,51062,M,XaviSimons,997183,EUR,1050883200,M,7,7,False,43.0,36.0,3.0,2.0,1.0,10.0,13.0,26.0,30.0,7.0,,,,,,90.0,60.0,9.5,10.0,0.598792,211.23677560875,20.0,99.225,32.655,,4,,0.59,0.67,-0.07,,1.0,,,4.0,4.0,,1.0,1.0,,,1.0,,,,1.0,2.0,,0.2856,0.58,1.0,2.0,1.0,,1.0,,,,2.0,,0.5438,,3.0,1.0,,,
14025177,home,Tottenham Hotspur,Randal Kolo Muani,randal-kolo-muani,R. K. Muani,F,39,187,23659,M,RKM,871706,EUR,912816000,M,39,39,False,17.0,14.0,1.0,1.0,0.0,2.0,3.0,12.0,14.0,3.0,,,,,,74.0,40.0,6.1,19.0,0.0165313,87.329877828898,12.0,27.405,24.465,,1,,-0.06,0.07,0.15,,1.0,,,12.0,2.0,,,2.0,1.0,2.0,1.0,,,,,,,0.1243,0.03,1.0,1.0,3.0,,5.0,5.0,,1.0,1.0,,0.6706,,,,,,
