match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_challengeLost,stat_shotOffTarget,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,stat_accurateCross,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed
14661320,home,Paris FC,Obed Nkambadio,obed-nkambadio,O. Nkambadio,G,16,190.0,499,M,1015872,EUR,1044576000,G,16,16,False,32.0,27.0,14.0,9.0,0.0,23.0,24.0,4.0,8.0,7.0,1.0,3.0,90.0,39.0,7.3,5.0,0.00115395,0.0766,0,0.3038,0.12,0.03,0.24,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14661320,home,Paris FC,Hamari Traoré,hamari-traore,H. Traoré,D,14,175.0,4235,M,362014,EUR,696470400,D,14,14,False,45.0,39.0,2.0,2.0,0.0,14.0,19.0,25.0,26.0,2.0,,,68.0,60.0,7.0,11.0,0.0638656,,0,,0.15,0.07,-0.09,,,,hamarintos27,4.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14661320,home,Paris FC,Moustapha Mbow,moustapha-mbow,M. Mbow,D,5,187.0,1699,M,982319,EUR,952473600,D,5,5,False,87.0,81.0,12.0,9.0,0.0,53.0,54.0,28.0,33.0,,,,90.0,98.0,7.7,8.0,0.0158899,,0,,0.31,0.14,0.37,,,,,,3.0,3.0,4.0,4.0,6.0,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14661320,home,Paris FC,Otávio,otavio,Otávio,D,6,188.0,1431,M,1069159,EUR,1019347200,D,6,6,False,94.0,86.0,9.0,5.0,0.0,66.0,70.0,20.0,24.0,3.0,,,90.0,115.0,7.5,8.0,0.0110412,,1,,0.14,0.15,-0.05,,,,,,3.0,1.0,5.0,10.0,8.0,2.0,4.0,2.0,1.0,,1.0,,1.0,1.0,5.0,1.0,0.0157,-0.02,,,,,,,,,,,,
14661320,home,Paris FC,Thibault De Smet,thibault-de-smet,T. D. Smet,D,28,182.0,215,M,844744,EUR,897004800,D,28,28,False,58.0,53.0,2.0,1.0,0.0,30.0,34.0,23.0,24.0,4.0,,,90.0,71.0,6.6,6.0,0.0419803,,0,,-0.02,0.01,-0.1,,,,,1.0,,1.0,2.0,2.0,4.0,,,,1.0,1.0,2.0,,,,1.0,,,,1.0,,,,,,,,,,,
14661320,home,Paris FC,Maxime López,maxime-lopez,M. López,M,21,167.0,1284,M,352802,EUR,881193600,M,21,21,False,94.0,90.0,2.0,2.0,0.0,41.0,43.0,49.0,51.0,6.0,,,90.0,102.0,6.8,9.0,0.427104,,0,,0.33,-0.54,0.16,,,,,,1.0,,8.0,2.0,,,1.0,1.0,,1.0,4.0,,,,,1.0,,,,True,2.0,2.0,1.0,1.0,2.0,,,,,
14661320,home,Paris FC,Pierre Lees Melou,pierre-lees-melou,P. L. Melou,M,33,185.0,589,M,801306,EUR,738288000,M,33,33,False,64.0,59.0,6.0,5.0,0.0,28.0,30.0,31.0,34.0,5.0,,,90.0,76.0,7.4,8.0,0.0390981,,1,,0.28,0.11,-0.01,,,,,,,,4.0,7.0,,,5.0,5.0,,1.0,1.0,,2.0,,2.0,,0.0313,-0.09,,,,1.0,,,,1.0,,,,
14661320,home,Paris FC,Adama Camara,camara-adama,A. Camara,M,17,180.0,433,M,1507384,EUR,845596800,M,17,17,False,29.0,27.0,,,0.0,15.0,15.0,12.0,14.0,2.0,,,68.0,39.0,6.6,6.0,0.0942911,,0,,0.22,0.06,0.13,,Adama Camara,,,,2.0,,8.0,3.0,1.0,,2.0,1.0,,1.0,2.0,,1.0,,1.0,,,,,,2.0,1.0,,,1.0,,,,,
14661320,home,Paris FC,Ilan Kebbal,ilan-kebbal,I. Kebbal,M,10,169.0,10601,M,1049442,EUR,900028800,F,10,10,False,82.0,78.0,3.0,2.0,0.0,37.0,38.0,41.0,44.0,3.0,,,89.0,96.0,8.1,9.0,0.107863,,2,,0.27,0.2,0.16,,Ilan Kebbal,,,2.0,,,3.0,2.0,1.0,,2.0,1.0,,1.0,2.0,,1.0,1.0,,,0.3054,0.5,,,,,,,1.0,,1.0,1.0,0.8214,
14661320,home,Paris FC,Jean-Philippe Krasso,jean-philippe-krasso,J. Krasso,F,11,189.0,2950,M,940328,EUR,869097600,F,11,11,False,11.0,7.0,,,1.0,2.0,3.0,5.0,8.0,,,,68.0,22.0,7.4,9.0,0.213494,,3,,-0.05,0.18,-0.08,,,,JPKrasso,,2.0,2.0,6.0,2.0,,,,,,4.0,2.0,,1.0,2.0,,1.0,0.3539,0.42,,,,1.0,,1.0,2.0,,1.0,1.0,0.5352,1.0
