match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_aerialLost,player_firstName,player_lastName,stat_fouls,stat_goalAssist,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wasFouled,captain,stat_bigChanceMissed,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_penaltyConceded,stat_clearanceOffLine,stat_totalOffside
11396256,home,Borussia Dortmund,Alexander Meyer,alexander-meyer,A. Meyer,G,33,196,878,M,138491,EUR,671500800,G,33,33,False,35.0,30.0,10.0,5.0,30.0,30.0,5.0,1.0,1.0,1.0,9.0,3.0,5.0,2.0,2.0,90.0,45.0,7.6,5.0,0.00021213,0,0.5938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396256,home,Borussia Dortmund,Marius Wolf,marius-wolf,M. Wolf,M,27,187,537,M,254119,EUR,801532800,D,17,17,False,66.0,53.0,5.0,4.0,22.0,26.0,46.0,3.0,3.0,1.0,7.0,,,,,90.0,94.0,6.8,26.0,0.0454425,0,,31.0,6.0,3.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396256,home,Borussia Dortmund,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4570,M,16632,EUR,598233600,D,15,15,False,125.0,116.0,7.0,4.0,61.0,62.0,64.0,5.0,,,4.0,,,,,90.0,135.0,8.1,11.0,0.185124,2,,55.0,1.0,2.0,1.0,2.0,,,1.0,aussenrist15,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.3793,0.5272,,,,,,,,,,,,,,,,,
11396256,home,Borussia Dortmund,Nico Schlotterbeck,nico-schlotterbeck,N. Schlotterbeck,D,4,191,10353,M,940871,EUR,944006400,D,4,4,False,130.0,117.0,22.0,14.0,75.0,77.0,55.0,1.0,,,8.0,,,,,90.0,139.0,7.3,15.0,0.0525056,0,,43.0,2.0,1.0,,1.0,1.0,1.0,1.0,nico.schlotterbeck,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
11396256,home,Borussia Dortmund,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5460,M,976263,EUR,1015718400,D,22,22,False,75.0,68.0,4.0,3.0,27.0,31.0,47.0,1.0,2.0,1.0,5.0,,,,,85.0,95.0,6.9,13.0,0.16649,1,,42.0,3.0,4.0,,,,,,maatsen_,,2.0,,1.0,,,2.0,2.0,0.0105,,1.0,,,,1.0,,,,,,,,,,,,
11396256,home,Borussia Dortmund,Julian Brandt,julian-brandt,J. Brandt,M,10,186,9499,M,226978,EUR,830995200,M,19,19,False,57.0,52.0,3.0,3.0,12.0,14.0,56.0,4.0,2.0,1.0,3.0,,,,,85.0,85.0,8.2,18.0,0.4595,2,,43.0,13.0,3.0,,2.0,2.0,1.0,4.0,julianbrandt,,1.0,1.0,1.0,,,,,0.1642,,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11396256,home,Borussia Dortmund,Emre Can,emre-can,E. Can,D,23,186,5006,M,138156,EUR,758332800,M,23,23,False,77.0,75.0,4.0,4.0,44.0,45.0,32.0,5.0,1.0,,10.0,,,,,90.0,95.0,7.7,6.0,0.034486,2,,31.0,,7.0,1.0,3.0,3.0,1.0,,emrecan23,,2.0,,1.0,1.0,1.0,1.0,1.0,0.8072,0.9901,,1.0,,,2.0,,,,2.0,True,,,,,,,
11396256,home,Borussia Dortmund,Marco Reus,marco-reus,M. Reus,M,18,180,21759,M,37092,EUR,612576000,M,11,11,False,18.0,15.0,,,5.0,5.0,14.0,4.0,,,2.0,,,,,65.0,28.0,6.8,4.0,0.0186511,3,,10.0,1.0,4.0,1.0,3.0,2.0,,,Reus11,1.0,,,2.0,1.0,,,,0.2789,0.249,,2.0,,,1.0,,,,,,1.0,,,,,,
11396256,home,Borussia Dortmund,Donyell Malen,donyell-malen,D. Malen,F,14,176,12595,M,803039,EUR,916704000,F,21,21,False,27.0,23.0,1.0,1.0,4.0,4.0,27.0,3.0,1.0,1.0,4.0,,,,,90.0,43.0,7.4,14.0,0.0256265,2,,19.0,4.0,6.0,,,,1.0,1.0,donyellmalen,,5.0,1.0,1.0,1.0,,,,0.0741,0.0259,,1.0,,,,1.0,,,2.0,,,,,,,,
11396256,home,Borussia Dortmund,Niclas Füllkrug,niclas-fullkrug,N. Füllkrug,F,9,188,9884,M,132645,EUR,729216000,F,14,14,False,16.0,11.0,,,3.0,5.0,11.0,2.0,,,1.0,,,,,74.0,21.0,6.6,7.0,0.0190246,1,,8.0,,5.0,,,,2.0,2.0,niclas.fuellkrug24,1.0,,,,1.0,,,,0.1176,,,5.0,,,,,,,1.0,,1.0,,,,,,
