match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_totalCross,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_goalAssist,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_accurateCross,stat_goodHighClaim,stat_bigChanceMissed
10408414,home,Athletic Club,Unai Simón,unai-simon,U. Simón,G,1,189,6832,M,unai_simon,797291,EUR,865987200,G,1,1,False,43.0,20.0,31.0,10.0,17.0,24.0,3.0,19.0,4.0,1.0,2.0,4.0,1.0,1.0,90.0,49.0,7.4,23.0,0.0,0.0,0.00132234,0,1.1405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408414,home,Athletic Club,Ander Capa,ander-capa,A. Capa,D,,173,110,M,,267863,EUR,705801600,D,21,21,False,32.0,26.0,4.0,3.0,12.0,15.0,14.0,17.0,5.0,,,,,,62.0,54.0,6.1,11.0,0.0,0.0,0.0234454,0,,3.0,7.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10408414,home,Athletic Club,Yeray Álvarez,yeray-alvarez,Y. Álvarez,D,5,183,811,M,,807648,EUR,790905600,D,5,5,False,45.0,38.0,12.0,8.0,31.0,34.0,7.0,11.0,8.0,,,,,,90.0,53.0,7.2,8.0,0.0,0.0,0.00311906,0,,2.0,2.0,3.0,,,,4.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10408414,home,Athletic Club,Iñigo Martínez,inigo-martinez,I. Martínez,D,26,181,62317,M,IñigoMartínez,173883,EUR,674438400,D,4,4,False,40.0,28.0,9.0,3.0,20.0,27.0,8.0,13.0,6.0,,,,,,90.0,49.0,7.1,12.0,0.0,0.0,0.00496493,0,,,2.0,2.0,,,,4.0,,1.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,
10408414,home,Athletic Club,Yuri Berchiche,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,,84531,EUR,634608000,D,17,17,False,43.0,36.0,5.0,5.0,18.0,22.0,18.0,24.0,7.0,,,,,,90.0,73.0,7.6,16.0,0.0,0.0,0.0273851,0,,3.0,6.0,7.0,,1.0,1.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,
10408414,home,Athletic Club,Mikel Vesga,mikel-vesga,M. Vesga,M,6,191,504,M,,359742,EUR,734227200,M,6,6,False,42.0,35.0,5.0,5.0,14.0,17.0,21.0,25.0,3.0,,,,,,90.0,54.0,7.4,7.0,0.0531,0.0,0.0109068,1,,3.0,5.0,5.0,2.0,,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,
10408414,home,Athletic Club,Dani García,dani-garcia,D. García,M,14,180,701,M,,298920,EUR,643507200,M,14,14,False,36.0,29.0,4.0,3.0,17.0,17.0,12.0,19.0,11.0,,,,,,90.0,49.0,7.1,9.0,0.0214,0.0,0.00718656,1,,1.0,3.0,4.0,,1.0,,,,2.0,,3.0,3.0,2.0,,,,,,,,,,1.0,,,,,,,,
10408414,home,Athletic Club,Iñaki Williams,inaki-williams,I. Williams,M,9,186,20741,M,IñakiWill,783374,EUR,771638400,M,9,9,False,25.0,18.0,2.0,1.0,5.0,7.0,13.0,20.0,4.0,,,,,,89.0,52.0,7.8,18.0,0.4946,1.2837,0.0357778,5,,2.0,14.0,6.0,1.0,2.0,8.0,1.0,1.0,2.0,4.0,,,,,2.0,2.0,1.0,,,,2.0,,1.0,True,3.0,1.0,2.0,2.0,,,
10408414,home,Athletic Club,Oihan Sancet,oihan-sancet,O. Sancet,M,8,188,3356,M,,966801,EUR,956620800,M,8,8,False,20.0,16.0,,,4.0,4.0,13.0,17.0,6.0,,,,,,78.0,34.0,7.2,9.0,0.0102,0.0,0.120911,1,,3.0,4.0,7.0,,2.0,,,3.0,,2.0,,1.0,1.0,,1.0,4.0,3.0,,,,,,1.0,,,,,,1.0,,
10408414,home,Athletic Club,Nico Williams,nico-williams,N. Williams,M,10,180,84836,M,NicoWill,1085400,EUR,1026432000,M,11,11,False,20.0,17.0,2.0,2.0,4.0,4.0,14.0,24.0,7.0,,,,,,78.0,48.0,6.5,19.0,0.0911,0.1131,0.0790102,2,,,9.0,3.0,1.0,,8.0,1.0,3.0,,2.0,,,,,8.0,1.0,3.0,,,,2.0,,,,1.0,1.0,,1.0,1.0,,
