match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalCross,stat_challengeLost,stat_wonContest,stat_outfielderBlock,captain,stat_interceptionWon,stat_keyPass,stat_wonTackle,stat_fouls,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed
11391323,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,22.0,21.0,3.0,2.0,21.0,22.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,90.0,32.0,7.2,1.0,0.1308,6.621e-05,1,0.4579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391323,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,,796279,EUR,907027200,D,23,23,False,41.0,36.0,1.0,,23.0,24.0,,2.0,3.0,6.0,,1.0,2.0,,,,,,,,83.0,56.0,6.4,11.0,0.0275,0.00433906,1,,,,13.0,17.0,2.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
11391323,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,,945217,EUR,946512000,D,6,6,False,102.0,96.0,8.0,5.0,65.0,69.0,,,2.0,1.0,,1.0,8.0,,,,,,,,90.0,112.0,6.7,10.0,,0.0272402,0,,,,31.0,34.0,,2.0,,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11391323,home,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,67.0,60.0,3.0,1.0,35.0,39.0,1.0,3.0,2.0,7.0,,2.0,6.0,,,,,,,,90.0,80.0,7.0,7.0,0.0186,0.0191072,1,,,,25.0,28.0,,,1.0,3.0,,1.0,,1.0,,1.0,True,2.0,1.0,,,,,,,,,,,,
11391323,home,Nice,Romain Perraud,romain-perraud,R. Perraud,D,15,173,596,M,,827519,EUR,874886400,D,15,15,False,21.0,20.0,,,7.0,7.0,,1.0,1.0,3.0,,1.0,,,,,,,,,60.0,39.0,6.7,8.0,,0.00749608,0,,,,13.0,18.0,,,,1.0,3.0,1.0,4.0,1.0,,,,1.0,,1.0,,,,,,,,,,,
11391323,home,Nice,Hicham Boudaoui,hicham-boudaoui,H. Boudaoui,M,6,176,11417,M,hicham_boudaoui,985923,EUR,938044800,M,28,28,False,52.0,43.0,1.0,,20.0,24.0,1.0,,3.0,7.0,1.0,,3.0,,,,,,,,90.0,63.0,7.2,9.0,0.1577,0.0195972,2,,,,23.0,28.0,,1.0,1.0,4.0,,2.0,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,
11391323,home,Nice,Tom Louchet,tom-louchet,T. Louchet,M,20,176,395,M,,1127313,EUR,1052006400,M,32,32,False,51.0,49.0,1.0,1.0,35.0,35.0,,1.0,,3.0,,3.0,1.0,,,,,,,,60.0,64.0,7.2,5.0,,0.086233,0,,,,16.0,21.0,,,,1.0,,1.0,5.0,,,1.0,,,2.0,,,2.0,,,,,,,,,
11391323,home,Nice,Alexis Claude-Maurice,alexis-claude-maurice,A. Claude-Maurice,F,20,174,875,M,,822877,EUR,897091200,M,18,18,False,41.0,39.0,3.0,2.0,17.0,17.0,,1.0,4.0,4.0,,1.0,2.0,,,,,,,,90.0,61.0,6.7,15.0,0.0198,0.0462633,1,,,,23.0,35.0,1.0,3.0,1.0,,2.0,,11.0,1.0,3.0,,,,2.0,,2.0,1.0,,,,,,,,,
11391323,home,Nice,Mohamed-Ali Cho,mohamed-ali-cho,M. Cho,F,25,182,1757,M,,1063235,EUR,1074470400,F,25,25,False,23.0,21.0,,,10.0,10.0,1.0,,4.0,5.0,,,2.0,,,,,,,,59.0,36.0,6.8,7.0,0.0192,0.042616,1,,,,12.0,16.0,,3.0,1.0,,,3.0,3.0,2.0,2.0,,,,1.0,,,1.0,,,,,,,,,
11391323,home,Nice,Terem Moffi,terem-moffi,T. Moffi,F,29,188,3115,M,,894396,EUR,927590400,F,9,9,False,13.0,12.0,,,5.0,5.0,2.0,,4.0,1.0,,,,,,,,,,,90.0,19.0,6.9,3.0,0.7884,0.0154836,1,,,,7.0,8.0,,1.0,,,2.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,0.8533,,,,,,
