match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_fouls,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_totalContest,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_hitWoodwork,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
11453127,home,Al-Hazem,Aymen Dahmen,dahmen-aymen,A. Dahmen,G,30,188,1160,M,1198374,EUR,854409600,G,30,30,False,18.0,14.0,10.0,6.0,12.0,13.0,2.0,5.0,1.0,1.0,4.0,12.0,1.0,4.0,5.0,3.0,90.0,37.0,7.0,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453127,home,Al-Hazem,Talal Al-Absi,talal-al-absi,T. Al-Absi,D,,180,6,M,818788,EUR,730339200,D,3,3,False,30.0,21.0,1.0,,15.0,23.0,6.0,7.0,2.0,2.0,5.0,5.0,,,,,90.0,45.0,6.4,9.0,0,True,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11453127,home,Al-Hazem,Paulo Ricardo,paulo-ricardo,P. Ricardo,D,3,186,171,M,576008,EUR,771465600,D,2,2,False,25.0,22.0,5.0,2.0,15.0,16.0,7.0,9.0,2.0,8.0,3.0,5.0,1.0,,,,90.0,40.0,6.8,3.0,1,,1.0,3.0,,2.0,2.0,1.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11453127,home,Al-Hazem,Bruno Viana,bruno-viana,B. Viana,D,30,187,241,M,804703,EUR,791942400,D,36,36,False,48.0,43.0,10.0,8.0,24.0,28.0,19.0,20.0,1.0,3.0,5.0,4.0,,,,,90.0,66.0,6.9,7.0,1,,2.0,6.0,2.0,2.0,2.0,1.0,2.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
11453127,home,Al-Hazem,Majed Mohammed,majed-mohammed,M. Mohammed,D,50,169,71,M,1385284,EUR,1007337600,D,27,27,False,38.0,33.0,2.0,1.0,10.0,13.0,25.0,31.0,,1.0,2.0,2.0,,,,,90.0,56.0,6.9,12.0,0,,2.0,5.0,,2.0,2.0,,,,1.0,,2.0,Majed Mohammed,,6.0,2.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,
11453127,home,Al-Hazem,Mohammed Al-Thani,mohammed-al-thain,M. Al-Thani,M,17,174,72,M,954643,EUR,855532800,M,11,11,False,26.0,19.0,3.0,1.0,7.0,12.0,12.0,15.0,4.0,9.0,3.0,7.0,,,,,89.0,53.0,7.7,15.0,6,,2.0,8.0,1.0,,,3.0,2.0,2.0,1.0,,2.0,,,1.0,,5.0,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,
11453127,home,Al-Hazem,Júnior Moreno,junior-moreno,J. Moreno,M,8,175,315,M,312026,EUR,743126400,M,93,93,False,33.0,29.0,4.0,3.0,13.0,14.0,17.0,21.0,,1.0,1.0,3.0,,,,,79.0,44.0,7.2,6.0,1,,,1.0,,1.0,1.0,1.0,,,,2.0,1.0,,,2.0,1.0,1.0,,,3.0,,1.0,,,,,,,,,,
11453127,home,Al-Hazem,Ryan Al-Mousa,ryan-al-mousa,R. Al-Mousa,M,,174,6,M,817914,EUR,775008000,M,95,95,False,38.0,37.0,9.0,8.0,17.0,17.0,20.0,21.0,,6.0,2.0,2.0,,,,,89.0,59.0,7.4,6.0,0,,,6.0,1.0,2.0,3.0,,2.0,2.0,1.0,1.0,3.0,,,,,3.0,,,,2.0,3.0,,,,,,,,,,
11453127,home,Al-Hazem,Tozé,toze,Tozé,M,20,165,386,M,1089231,EUR,726969600,M,20,20,False,55.0,49.0,5.0,2.0,13.0,14.0,40.0,49.0,,2.0,2.0,8.0,,,,,90.0,76.0,9.5,12.0,4,,3.0,5.0,1.0,,1.0,1.0,1.0,1.0,,,1.0,,,8.0,4.0,1.0,3.0,,6.0,,1.0,,2.0,1.0,1.0,1.0,1.0,,,,
11453127,home,Al-Hazem,Faïz Selemani,faiz-selemani,F. Selemani,F,7,178,359,M,842745,EUR,754617600,M,10,10,False,24.0,17.0,2.0,,8.0,8.0,9.0,19.0,,2.0,1.0,5.0,,,,,90.0,46.0,6.5,17.0,4,,1.0,4.0,,,1.0,2.0,1.0,,1.0,1.0,4.0,,,3.0,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,
