match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,playerName,rescinded,player_id,player_name,from,length,reason,confirmed
11453127,FT,2.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
11453127,,,,,90,8.0,,1,,,substitution,122612161.0,True,False,injury,,,,,,,,
11453127,,,,,90,7.0,,1,,,card,121278797.0,,False,yellow,Ahmed Hegazy,False,159653.0,Ahmed Hegazy,,,,
11453127,,2.0,3.0,,90,6.0,,1,,,goal,181331054.0,,False,ownGoal,,,1198374.0,Aymen Dahmen,owngoal,,,
11453127,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,8.0,,
11453127,,,,,89,,,2,,,substitution,122612124.0,False,True,regular,,,,,,,,
11453127,,,,,89,,,2,,,substitution,122612123.0,False,True,regular,,,,,,,,
11453127,,,,,79,,,12,,,substitution,122612053.0,False,True,regular,,,,,,,,
11453127,,,,,70,,,21,,,substitution,122611936.0,False,False,regular,,,,,,,,
11453127,,,,,69,,,22,,,substitution,122611935.0,False,False,regular,,,,,,,,
11453127,,2.0,2.0,,63,,,28,,,goal,181329548.0,,True,regular,,,1089231.0,Tozé,,,,
11453127,,1.0,2.0,,60,,,31,,,goal,181329449.0,,True,regular,,,954643.0,Mohammed Al-Thani,,,,
11453127,,0.0,2.0,,57,,,34,,,goal,181329323.0,,False,ownGoal,,,576008.0,Paulo Ricardo,owngoal,,,
11453127,,,,,46,,,45,,,substitution,122611721.0,False,True,regular,,,,,,,,
11453127,HT,0.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
11453127,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,4.0,,
11453127,,,,,39,,,7,,,card,121279063.0,,True,yellow,Paulo Ricardo,False,576008.0,Paulo Ricardo,,,Argument,
11453127,,,,,34,,,12,,,card,121278408.0,,False,yellow,Farhah Ali Alshamrani,False,1501453.0,Farhah Ali Alshamrani,,,Foul,
11453127,,0.0,1.0,,21,,,25,,,goal,181326098.0,,False,regular,,,791578.0,Saleh Al-Amri,,,,
11453127,,,,,17,,,29,,,varDecision,25088.0,,True,goalAwarded,,,312026.0,Júnior Moreno,,,,False
