match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goals,captain,stat_challengeLost,stat_bigChanceMissed,stat_accurateCross,stat_penaltyConceded,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_penaltyWon
12437037,home,Southampton,Aaron Ramsdale,,,aaron-ramsdale,A. Ramsdale,G,32,191,8533,M,ARamsdale,839410,EUR,895104000,G,30,30,False,42.0,25.0,25.0,8.0,0.0,19.0,22.0,6.0,20.0,8.0,1.0,1.0,1.0,90.0,46.0,6.2,17.0,0.00212507,0,-0.4652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437037,home,Southampton,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,,905347,EUR,962150400,D,16,16,False,39.0,36.0,1.0,,0.0,17.0,18.0,19.0,23.0,1.0,,,,62.0,56.0,7.1,5.0,0.129438,0,,2.0,5.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437037,home,Southampton,Taylor Harwood-Bellis,,,taylor-harwood-bellis,T. Harwood-Bellis,D,6,185,1654,M,,980637,EUR,1012348800,D,6,6,False,40.0,36.0,4.0,2.0,0.0,26.0,26.0,10.0,14.0,6.0,,,,90.0,53.0,7.3,4.0,0.00449911,2,,,2.0,6.0,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,0.1753,,,,,,,,,,,,,,,,,,,,,
12437037,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,6978,M,janbednarek_,286085,EUR,829267200,D,35,35,False,31.0,25.0,4.0,3.0,0.0,20.0,23.0,5.0,8.0,2.0,,,,90.0,40.0,6.5,6.0,0.628698,0,,,1.0,4.0,1.0,1.0,,1.0,,,,,1.0,,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
12437037,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,,823085,EUR,860889600,D,2,2,False,38.0,31.0,3.0,1.0,1.0,17.0,19.0,14.0,19.0,2.0,,,,90.0,58.0,7.1,10.0,0.21633,0,,,6.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,4.0,2.0,1.0,3.0,3.0,3.0,,,,,,,,,,,,,,
12437037,home,Southampton,Tyler Dibling,Tyler,Dibling,tyler-dibling,T. Dibling,M,20,178,2847,M,,1174472,EUR,1140134400,M,33,33,False,14.0,12.0,1.0,1.0,0.0,5.0,6.0,7.0,8.0,1.0,,,,78.0,30.0,6.3,12.0,0.0143252,1,,,4.0,,3.0,2.0,1.0,,,,,,,0.041,1.0,7.0,1.0,1.0,3.0,2.0,,1.0,3.0,0.0542,,,,,,,,,,,
12437037,home,Southampton,Joe Aribo,,,joe-aribo,J. Aribo,M,18,183,1387,M,,818073,EUR,837907200,M,7,7,False,27.0,22.0,1.0,1.0,0.0,12.0,13.0,10.0,14.0,2.0,,,,90.0,52.0,7.5,14.0,0.00514101,3,,,7.0,2.0,,,1.0,,4.0,,,,,0.6385,,6.0,2.0,1.0,1.0,6.0,2.0,3.0,4.0,1.1657,1.0,1.0,,,,,,,,,
12437037,home,Southampton,Flynn Downes,Flynn,Downes,flynn-downes,F. Downes,M,4,172,375,M,,879810,EUR,916790400,M,4,4,False,46.0,44.0,1.0,1.0,0.0,27.0,28.0,17.0,18.0,5.0,,,,90.0,63.0,6.4,6.0,0.0128903,1,,,3.0,4.0,3.0,3.0,,,,,,,,0.1952,1.0,8.0,1.0,2.0,2.0,1.0,,1.0,1.0,0.2412,,,True,2.0,1.0,,,,,,
12437037,home,Southampton,Mateus Fernandes,,,mateus-fernandes,M. Fernandes,M,18,178,3830,M,,1142562,EUR,1089417600,M,18,18,False,37.0,32.0,3.0,2.0,0.0,10.0,12.0,22.0,27.0,3.0,,,,68.0,58.0,6.6,12.0,0.017958,0,,2.0,6.0,1.0,3.0,1.0,3.0,,,,,,1.0,,,7.0,,1.0,2.0,1.0,,,2.0,,,,,3.0,,,,,,,
12437037,home,Southampton,Ryan Manning,Ryan,Manning,ryan-manning,R. Manning,D,3,172,451,M,,328701,EUR,834710400,M,3,3,False,20.0,18.0,1.0,1.0,0.0,8.0,8.0,14.0,20.0,2.0,,,,78.0,43.0,7.4,11.0,0.158808,1,,8.0,2.0,2.0,,,,4.0,1.0,,1.0,,,0.0532,1.0,4.0,2.0,1.0,1.0,2.0,1.0,,1.0,,,,,,,4.0,,,,,
