match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,length,injury,from,playerName,reason,rescinded,confirmed
12437037,FT,2.0,3.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
12437037,,2.0,3.0,,90,8.0,,1,,,goal,188869570.0,False,regular,103045.0,Jordan Ayew,,,,,,,
12437037,,,,,90,0.0,,1,,,injuryTime,,,,,,7.0,,,,,,
12437037,,,,,88,,,3,,,substitution,123189416.0,False,regular,,,,False,,,,,
12437037,,,,,78,,,13,,,substitution,123189148.0,True,regular,,,,False,,,,,
12437037,,,,,78,,,13,,,substitution,123189149.0,True,regular,,,,False,,,,,
12437037,,2.0,2.0,,74,,,17,,,goal,188866880.0,False,penalty,173827.0,Jamie Vardy,,,penalty,,,,
12437037,,,,,73,,,18,,,card,121647814.0,True,red,138261.0,Ryan Fraser,,,,Ryan Fraser,Professional foul last man,False,
12437037,,,,,73,,,18,,,varDecision,28784.0,False,penaltyNotAwarded,173827.0,Jamie Vardy,,,,,,,False
12437037,,,,,70,,,21,,,card,121647767.0,False,yellow,545780.0,Harry Winks,,,,Harry Winks,Foul,False,
12437037,,,,,68,,,23,,,substitution,123188896.0,False,regular,,,,False,,,,,
12437037,,,,,68,,,23,,,substitution,123188894.0,True,regular,,,,False,,,,,
12437037,,,,,68,,,23,,,substitution,123188895.0,True,regular,,,,False,,,,,
12437037,,2.0,1.0,,64,,,27,,,goal,188865809.0,False,regular,1117025.0,Facundo Buonanotte,,,,,,,
12437037,,,,,62,,,29,,,card,121647675.0,False,yellow,1117025.0,Facundo Buonanotte,,,,Facundo Buonanotte,Foul,False,
12437037,,,,,62,,,29,,,substitution,123188728.0,True,injury,,,,True,,,,,
12437037,,,,,59,,,32,,,substitution,123188661.0,False,regular,,,,False,,,,,
12437037,,,,,52,,,39,,,card,121647573.0,False,yellow,173827.0,Jamie Vardy,,,,Jamie Vardy,Foul,False,
12437037,,,,,49,,,42,,,card,121647520.0,True,yellow,905347.0,Yukinari Sugawara,,,,Yukinari Sugawara,Time wasting,False,
12437037,,,,,46,,,45,,,substitution,123188455.0,False,regular,,,,False,,,,,
12437037,HT,2.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
12437037,,,,,45,0.0,,1,,,injuryTime,,,,,,2.0,,,,,,
12437037,,,,,36,,,10,,,card,121647297.0,True,yellow,1174472.0,Tyler Dibling,,,,Tyler Dibling,Foul,False,
12437037,,,,,33,,,13,,,card,121647246.0,True,yellow,980637.0,Taylor Harwood-Bellis,,,,Taylor Harwood-Bellis,Foul,False,
12437037,,2.0,0.0,,28,,,18,,,goal,188860361.0,True,regular,818073.0,Joe Aribo,,,,,,,
12437037,,,,,10,,,36,,,card,121647049.0,True,yellow,1142562.0,Mateus Fernandes,,,,Mateus Fernandes,Foul,False,
12437037,,1.0,0.0,,8,,,38,,,goal,188858499.0,True,regular,993451.0,Cameron Archer,,,,,,,
12437037,,,,,6,,,40,,,card,121647025.0,True,yellow,328701.0,Ryan Manning,,,,Ryan Manning,Foul,False,
12437037,,,,,-5,,,6,,,card,121648143.0,True,yellow,,,,,,Russell Martin,Argument,False,
