match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_shotValueNormalized,stat_shotOffTarget,stat_goals,stat_totalCross,stat_totalContest,stat_clearanceOffLine,stat_outfielderBlock,stat_ownGoals,stat_penaltyWon,stat_keyPass,stat_accurateCross,stat_bigChanceMissed,stat_hitWoodwork,stat_dispossessed,stat_blockedScoringAttempt,captain,stat_bigChanceCreated,stat_totalOffside,stat_wonContest,player_sofascoreId,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot
14994252,home,1. FC Union Berlin,Frederik Rønnow,frederik-ronnow,F. Rønnow,G,1,188,637,M,137692,EUR,712886400,G,1,1,False,26.0,13.0,20.0,7.0,0.0,8.0,9.0,5.0,17.0,9.0,1.0,1.0,4.0,90.0,35.0,6.8,15.0,59.156693438298,9.0,24.885,7.35,0.2924,0,0.12,0.02,-0.28,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14994252,home,1. FC Union Berlin,Danilho Doekhi,danilho-doekhi,D. Doekhi,D,5,187,773,M,830803,EUR,899164800,D,5,5,False,32.0,21.0,8.0,5.0,0.0,15.0,16.0,6.0,16.0,3.0,,,,90.0,42.0,5.7,11.0,48.82089730349,7.0,15.54,11.34,,1,0.0,0.07,-0.55,,,,2.0,2.0,5.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,-0.17,,,,,,,,,,,,,,,,,,,,,,
14994252,home,1. FC Union Berlin,Leopold Querfeld,querfeld-leopold,L. Querfeld,D,14,190,1228,M,1086547,EUR,1071878400,D,14,14,False,37.0,21.0,14.0,5.0,0.0,11.0,13.0,10.0,24.0,6.0,1.0,,,90.0,52.0,7.1,18.0,59.808449602544,11.0,10.08,6.51,,3,0.01,0.04,-0.57,,,,3.0,4.0,5.0,5.0,2.0,2.0,6.0,3.0,1.0,,,,0.48,1.0,2.0,,,,,,,,,,,,,,,,,,,,
14994252,home,1. FC Union Berlin,Diogo Leite,leite-diogo,D. Leite,D,4,188,994,M,855663,EUR,917049600,D,4,4,False,35.0,24.0,5.0,2.0,0.0,9.0,9.0,15.0,26.0,2.0,,,,90.0,61.0,6.1,13.0,20.226246218766,4.0,-9.03,-0.63,,1,0.05,-0.27,-0.87,,,,1.0,,6.0,5.0,2.0,,4.0,5.0,3.0,3.0,2.0,2.0,-0.33,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
14994252,home,1. FC Union Berlin,Janik Haberer,janik-haberer,J. Haberer,M,19,187,177,M,168985,EUR,765244800,M,19,19,False,26.0,19.0,6.0,4.0,0.0,8.0,8.0,11.0,18.0,5.0,,,,90.0,50.0,7.0,10.0,53.193361105069,8.0,22.995,13.44,,1,0.45,0.1,-0.35,,,,1.0,3.0,6.0,6.0,5.0,,2.0,2.0,2.0,1.0,1.0,,-0.09,1.0,,6.0,,,,,,2.0,3.0,1.0,1.0,,,,,,,,,,
14994252,home,1. FC Union Berlin,Aljoscha Kemlein,aljoscha-kemlein,A. Kemlein,M,6,185,332,M,1198074,EUR,1091404800,M,6,6,False,31.0,19.0,6.0,2.0,0.0,9.0,10.0,10.0,21.0,4.0,1.0,,,90.0,48.0,6.4,20.0,61.779438897749,6.0,36.54,13.44,,1,0.03,0.16,-0.12,,Aljoscha Kemlein,,,1.0,5.0,3.0,,,2.0,1.0,1.0,1.0,1.0,2.0,-0.05,1.0,,3.0,,,,,,,,,,3.0,,,,,,,,,
14994252,home,1. FC Union Berlin,András Schäfer,andras-schafer,A. Schäfer,M,13,179,2403,M,877302,EUR,923961600,M,13,13,False,24.0,21.0,1.0,1.0,0.0,10.0,10.0,11.0,14.0,8.0,2.0,,,83.0,45.0,6.7,5.0,59.818488429327,7.0,16.905,18.27,,3,0.25,0.17,-0.13,,,,1.0,3.0,3.0,6.0,1.0,1.0,4.0,5.0,2.0,2.0,1.0,1.0,-0.3,2.0,,,,,,,,2.0,,,,,,,,,,,,,
14994252,home,1. FC Union Berlin,Tom Rothe,rothe-tom,T. Rothe,M,15,192,808,M,1210666,EUR,1099008000,M,15,15,False,30.0,19.0,6.0,4.0,0.0,2.0,2.0,17.0,28.0,10.0,5.0,,,88.0,73.0,6.4,29.0,29.187975387694,6.0,21.42,8.085,,1,0.27,-0.19,-0.25,,,,1.0,1.0,8.0,5.0,2.0,,1.0,3.0,4.0,2.0,,1.0,0.02,,,4.0,2.0,,,,,1.0,1.0,,,2.0,1.0,,,,,,,,
14994252,home,1. FC Union Berlin,Rani Khedira,rani-khedira,R. Khedira,M,8,188,961,M,149479,EUR,759628800,F,8,8,False,10.0,5.0,1.0,,0.0,1.0,3.0,4.0,7.0,6.0,,,,90.0,27.0,6.7,10.0,79.565240098256,6.0,-3.045,9.975,,0,0.42,0.17,0.17,,,,1.0,2.0,6.0,4.0,,,2.0,,2.0,,,3.0,,,,4.0,1.0,,,,,2.0,1.0,,,1.0,,True,1.0,,,,,,
14994252,home,1. FC Union Berlin,Woo-Yeong Jeong,woo-yeong-jeong,W. Jeong,M,11,179,1572,M,927405,EUR,937785600,F,11,11,False,23.0,10.0,1.0,,0.0,5.0,7.0,5.0,16.0,5.0,1.0,,,83.0,33.0,6.6,16.0,119.35493925116,10.0,74.445,27.51,,1,-0.06,0.44,0.14,,,,2.0,2.0,2.0,3.0,,,,2.0,1.0,,1.0,,-0.48,1.0,,3.0,,,,,,,1.0,,,,,,,,,,,,
