match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_fouls,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalCross,stat_dispossessed,stat_blockedScoringAttempt,stat_shotOffTarget,stat_keyPass,captain,stat_goalAssist,stat_accurateCross,player_sofascoreId,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed
10411540,home,Salernitana,Vincenzo Fiorillo,vincenzo-fiorillo,V. Fiorillo,G,99,190.0,54,M,28378,EUR,632188800,G,1,1,False,21.0,13.0,16.0,8.0,7.0,9.0,6.0,12.0,4.0,1.0,2.0,2.0,90.0,27.0,6.3,8.0,0.0,0.0,0.00101918,0,-0.0532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411540,home,Salernitana,Dylan Bronn,dylan-bronn,D. Bronn,D,25,186.0,1740,M,845271,EUR,803520000,D,2,2,False,42.0,35.0,2.0,2.0,25.0,32.0,10.0,10.0,11.0,,,,90.0,49.0,6.6,8.0,0.0,0.0,0.00653872,0,,1.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10411540,home,Salernitana,William Troost-Ekong,william-troost-ekong,W. Troost-Ekong,D,5,191.0,2273,M,338991,EUR,746841600,D,15,15,False,32.0,26.0,2.0,1.0,23.0,24.0,3.0,8.0,1.0,,,,90.0,45.0,7.5,6.0,0.6562,0.9293,0.00098814,1,,1.0,4.0,4.0,6.0,3.0,3.0,1.0,,,1.0,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,
10411540,home,Salernitana,Lorenzo Pirola,lorenzo-pirola,L. Pirola,D,5,185.0,996,M,965014,EUR,1014163200,D,98,98,False,53.0,47.0,2.0,1.0,30.0,33.0,17.0,20.0,7.0,,,,90.0,61.0,6.5,8.0,0.0,0.0,0.0155193,0,,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
10411540,home,Salernitana,Grigoris Kastanos,grigoris-kastanos,G. Kastanos,M,28,179.0,526,M,791566,EUR,886118400,M,20,20,False,46.0,40.0,8.0,7.0,15.0,15.0,25.0,32.0,8.0,,,,90.0,72.0,7.4,10.0,0.2847,0.7588,0.0686301,4,,,,5.0,7.0,,,2.0,1.0,,3.0,,,1.0,1.0,,1.0,1.0,4.0,2.0,1.0,1.0,3.0,,,,,,,,,
10411540,home,Salernitana,Tonny Vilhena,tonny-vilhena,T. Vilhena,M,52,175.0,505,M,149659,EUR,789091200,M,10,10,False,27.0,21.0,1.0,1.0,9.0,12.0,12.0,15.0,3.0,,,,77.0,40.0,6.1,9.0,0.015,0.0,0.0145333,1,,2.0,,8.0,4.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,2.0,4.0,2.0,,1.0,,1.0,1.0,,,,,,,
10411540,home,Salernitana,Lassana Coulibaly,coulibaly-lassana,L. Coulibaly,M,29,183.0,2761,M,804621,EUR,829094400,M,18,18,False,33.0,28.0,1.0,,13.0,14.0,15.0,20.0,5.0,,,,77.0,51.0,6.5,11.0,0.0,0.0,0.0219213,0,,,,6.0,5.0,,3.0,,,2.0,2.0,,,,,,2.0,1.0,4.0,3.0,1.0,2.0,,,1.0,,,,,,,
10411540,home,Salernitana,Pasquale Mazzocchi,pasquale-mazzocchi,P. Mazzocchi,M,30,183.0,1368,M,377512,EUR,806803200,M,30,30,False,28.0,21.0,,,10.0,11.0,12.0,19.0,4.0,,,,85.0,59.0,7.2,16.0,0.0,0.0,0.0558119,0,,1.0,,7.0,11.0,,,3.0,3.0,4.0,1.0,,,,,,2.0,3.0,9.0,7.0,2.0,,,,1.0,True,1.0,1.0,,,,
10411540,home,Salernitana,Antonio Candreva,antonio-candreva,A. Candreva,F,87,180.0,936,M,27982,EUR,541468800,F,87,87,False,46.0,39.0,4.0,2.0,9.0,11.0,32.0,43.0,4.0,,,,90.0,67.0,8.4,17.0,0.0656,0.4861,0.118019,1,,,,2.0,5.0,,,3.0,1.0,2.0,1.0,,,1.0,1.0,,,,2.0,1.0,8.0,1.0,,,3.0,,1.0,2.0,,,,
10411540,home,Salernitana,Erik Botheim,erik-botheim,E. Botheim,F,20,187.0,1101,M,844292,EUR,947462400,F,11,11,False,10.0,6.0,,,2.0,2.0,4.0,8.0,1.0,,,,45.0,21.0,6.3,8.0,0.0,0.0,0.00439269,0,,,,4.0,2.0,,,2.0,1.0,2.0,,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,
10411540,home,Salernitana,Krzysztof Piątek,krzysztof-piatek,K. Piątek,F,9,183.0,13210,M,558738,EUR,804556800,F,99,99,False,19.0,10.0,1.0,,6.0,7.0,4.0,12.0,1.0,,,,90.0,38.0,6.8,11.0,0.1582,0.0,0.00545738,3,,4.0,3.0,7.0,13.0,1.0,,,,,9.0,,,,,,,1.0,3.0,1.0,,,2.0,1.0,,,,,pjona_9,,,
10411540,home,Salernitana,Domagoj Bradarić,domagoj-bradaric,D. Bradarić,M,12,178.0,1470,M,897594,EUR,944784000,D,3,3,True,11.0,11.0,,,6.0,6.0,5.0,5.0,3.0,,,,19.0,12.0,6.4,,0.0,0.0,0.00640742,0,,,,2.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
10411540,home,Salernitana,Junior Sambia,junior-sambia,J. Sambia,M,,185.0,154,M,603738,EUR,842054400,M,6,6,True,11.0,11.0,,,2.0,2.0,10.0,10.0,,,,,26.0,17.0,7.2,1.0,0.0,0.0,0.145806,0,,1.0,1.0,2.0,2.0,,,,,,1.0,,,,,,,,1.0,,1.0,,,,2.0,,1.0,1.0,,1.0,,
10411540,home,Salernitana,Emil Bohinen,emil-bohinen,E. Bohinen,M,37,185.0,230,M,824584,EUR,921196800,M,8,8,True,10.0,9.0,,,,,9.0,10.0,1.0,,,,13.0,12.0,6.5,2.0,0.0,0.0,0.0468485,0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,
10411540,home,Salernitana,Hans Nicolussi Caviglia,hans-nicolussi-caviglia,H. N. Caviglia,M,41,184.0,1622,M,876259,EUR,961286400,M,41,41,True,5.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,,,,,13.0,10.0,6.3,4.0,0.0204,0.0,0.00134741,1,,,,3.0,,,,,,1.0,,,,,,,1.0,,,,,2.0,,1.0,,,,,,,,
10411540,home,Salernitana,Antonio Iervolino,antonio-iervolino,A. Iervolino,M,39,,60,M,1174458,EUR,1053648000,M,39,39,True,7.0,6.0,1.0,1.0,1.0,1.0,5.0,6.0,2.0,,,,13.0,8.0,6.6,1.0,0.0,0.0,0.0351225,0,,,,1.0,1.0,,,,,,1.0,Antonio Iervolino,,,,,,1.0,,,,,,,,,,,,,,
10411540,home,Salernitana,Luigi Sepe,luigi-sepe,L. Sepe,G,,185.0,170,M,46714,EUR,673660800,G,33,33,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
