match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_totalOffside,stat_keyPass,captain,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_accurateCross,stat_goalAssist,stat_punches,stat_errorLeadToAGoal,stat_outfielderBlock,stat_bigChanceCreated
10437972,home,Santa Clara,Gabriel Batista,,,gabriel-batista,G. Batista,G,1,188,348,M,822526,EUR,896832000,G,12,12,False,37.0,29.0,19.0,11.0,23.0,23.0,6.0,14.0,7.0,1.0,2.0,90.0,41.0,6.4,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437972,home,Santa Clara,Diogo Calila,,,diogo-calila,D. Calila,M,2,173,593,M,892083,EUR,907977600,D,13,13,False,21.0,15.0,6.0,3.0,14.0,17.0,1.0,6.0,4.0,,,45.0,35.0,6.3,13.0,0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10437972,home,Santa Clara,Kennedy Boateng,,,kennedy-boateng,K. Boateng,D,4,191,330,M,845884,EUR,849225600,D,4,4,False,69.0,50.0,13.0,6.0,39.0,47.0,11.0,22.0,6.0,,,90.0,80.0,6.7,20.0,1,,2.0,4.0,8.0,,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10437972,home,Santa Clara,Ítalo,,,italo,Ítalo,D,16,191,58,M,1110161,EUR,1013990400,D,44,44,False,65.0,58.0,10.0,6.0,39.0,42.0,19.0,23.0,3.0,,,90.0,74.0,6.7,7.0,0,,1.0,2.0,2.0,,,,,,,1.0,2.0,,,6.0,,1.0,,,,,,,,,,,,
10437972,home,Santa Clara,Paulo Henrique,,,paulo-henrique,P. Henrique,D,23,182,49,M,342981,EUR,846028800,D,16,16,False,41.0,33.0,5.0,3.0,17.0,19.0,16.0,25.0,1.0,,,86.0,65.0,6.3,14.0,0,3.0,3.0,5.0,3.0,,,2.0,1.0,2.0,,1.0,1.0,,,2.0,,,True,1.0,,,,,,,,,,
10437972,home,Santa Clara,Victor Bobsin,,,victor-bobsin,V. Bobsin,M,8,184,110,M,905451,EUR,947635200,M,80,80,False,57.0,44.0,12.0,8.0,23.0,24.0,21.0,33.0,6.0,,,90.0,67.0,6.9,13.0,0,,1.0,3.0,10.0,,,2.0,2.0,,2.0,2.0,6.0,,,1.0,,,,,,,,,,,,,,
10437972,home,Santa Clara,Kento Misao,,,kento-misao,K. Misao,M,6,180,90,M,358988,EUR,829612800,M,40,40,False,55.0,44.0,4.0,2.0,23.0,27.0,21.0,28.0,13.0,,,90.0,67.0,6.9,12.0,2,,,1.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,1.0,,,,,1.0,2.0,,,,,,,,
10437972,home,Santa Clara,Gabriel Silva,Gabriel Silva,,gabriel-silva,Gabriel Silva,F,10,177,795,M,1046794,EUR,1016755200,M,49,49,False,22.0,13.0,3.0,2.0,5.0,7.0,8.0,18.0,6.0,,,90.0,52.0,8.7,22.0,3,3.0,1.0,5.0,10.0,6.0,,1.0,1.0,2.0,4.0,1.0,,2.0,1.0,,1.0,1.0,,,5.0,,2.0,2.0,,,,,,
10437972,home,Santa Clara,Costinha,,,costinha,Costinha,F,10,170,38,M,805190,EUR,714700800,M,11,11,False,28.0,22.0,2.0,1.0,8.0,11.0,16.0,25.0,3.0,,,77.0,47.0,6.6,16.0,0,8.0,1.0,3.0,1.0,,,1.0,1.0,3.0,,,,1.0,,,,2.0,,1.0,,,,,2.0,,,,,
10437972,home,Santa Clara,Allano,,,allano,Allano,M,29,182,485,M,796925,EUR,798681600,M,7,7,False,21.0,18.0,1.0,1.0,6.0,6.0,12.0,18.0,4.0,,,58.0,40.0,6.4,16.0,0,3.0,1.0,6.0,4.0,3.0,,1.0,1.0,8.0,1.0,3.0,1.0,,,,,,,,1.0,,,,,,,,,
