match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_outfielderBlock,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_fouls,stat_expectedGoalsOnTarget,stat_aerialLost,stat_totalContest,stat_wonContest,stat_wasFouled,stat_bigChanceCreated,stat_keyPass,stat_accurateCross,stat_goals,stat_totalOffside,stat_goalAssist,stat_hitWoodwork,stat_errorLeadToAGoal,player_sofascoreId,stat_blockedScoringAttempt
11401957,home,Excelsior,Troy Parrott,,,troy-parrott,T. Parrott,F,9,185,10474,M,966555,EUR,1012780800,F,9,9,False,,19.0,15.0,,,4.0,4.0,12.0,18.0,2.0,5.0,,,,,,90.0,36.0,8.0,12.0,0.36806,2,,3.0,,5.0,2.0,2.0,1.0,1.0,1.0,2.0,0.6748,,1.0,1.0,1.0,,1.0,0.9648,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,,,
11401957,home,Excelsior,Kik Pierie,,,kik-pierie,K. Pierie,D,,182,163,M,843762,EUR,964051200,D,3,3,True,,12.0,12.0,1.0,1.0,6.0,6.0,6.0,6.0,4.0,1.0,,,,,,30.0,18.0,6.7,,0.0130831,0,,,2.0,3.0,2.0,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,
11401957,home,Excelsior,Derensili Sanches Fernandes,,,derensili-sanches-fernandes,D. S. Fernandes,M,30,176,146,M,1046142,EUR,991008000,F,30,30,True,,2.0,2.0,,,,,2.0,2.0,,,,,,,,14.0,3.0,6.4,,0.00553012,0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11401957,home,Excelsior,Nikolas Agrafiotis,Nikolas Agrafiotis,,nikolas-agrafiotis,N. Agrafiotis,F,25,190,138,M,1036005,EUR,956620800,F,19,19,True,,,,,,,,,,,,,,,,,10.0,1.0,6.5,,,0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11401957,home,Excelsior,Oscar Uddenäs,,,oscar-uddenas,O. Uddenäs,F,10,186,70,M,962069,EUR,1029542400,F,11,11,True,,8.0,7.0,1.0,1.0,7.0,7.0,,1.0,,1.0,,,,,,10.0,9.0,6.4,2.0,6.2e-05,0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11401957,home,Excelsior,Pascal Kuiper,Pascal Kuiper,,pascal-kuiper,P. Kuiper,G,30,194,38,M,1067956,EUR,1079481600,G,38,38,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401957,home,Excelsior,Norbert Alblas,Norbert,Alblas,norbert-alblas,N. Alblas,G,18,185,18,M,339845,EUR,787190400,G,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401957,home,Excelsior,Mimeirhel Benita,Mimeirhel Benita,,mimeirhel-benita,M. Benita,D,2,176,216,M,1130308,EUR,1069027200,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401957,home,Excelsior,Ian Smeulers,,,ian-smeulers,I. Smeulers,D,,174,14,M,856742,EUR,947635200,D,28,28,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401957,home,Excelsior,Mike van Duinen,Mike,van Duinen,mike-van-duinen,M. v. Duinen,F,29,183,39,M,150494,EUR,689385600,F,29,29,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401957,away,SC Heerenveen,Andries Noppert,,,andries-noppert,A. Noppert,G,44,203,438,M,339339,EUR,765676800,G,44,44,False,,28.0,22.0,12.0,7.0,18.0,20.0,4.0,8.0,1.0,9.0,4.0,3.0,4.0,,,90.0,44.0,7.1,6.0,0.00062521,0,1.3004,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401957,away,SC Heerenveen,Denzel Hall,,,denzel-hall,D. Hall,D,22,180,97,M,987523,EUR,990489600,D,2,2,False,,53.0,48.0,4.0,3.0,31.0,32.0,17.0,21.0,3.0,10.0,,,,,,83.0,76.0,5.9,10.0,0.01187,1,,,2.0,7.0,7.0,1.0,1.0,3.0,3.0,3.0,0.0086,,1.0,,,,2.0,,2.0,1.0,,2.0,,,,,,,,1.0,,
11401957,away,SC Heerenveen,Sven van Beek,,,sven-van-beek,S. v. Beek,D,22,188,75,M,309302,EUR,775353600,D,4,4,False,True,95.0,86.0,8.0,3.0,43.0,45.0,43.0,51.0,5.0,7.0,,,,,,90.0,109.0,7.1,10.0,0.0260161,0,,1.0,3.0,1.0,8.0,,,4.0,3.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,
11401957,away,SC Heerenveen,Paweł Bochniewicz,,,pawel-bochniewicz,P. Bochniewicz,D,4,194,794,M,286097,EUR,822960000,D,5,5,False,,85.0,73.0,12.0,4.0,36.0,39.0,37.0,46.0,3.0,3.0,,,,,,90.0,92.0,6.4,12.0,0.0332584,0,,,,1.0,2.0,,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
11401957,away,SC Heerenveen,Oliver Braude,Oliver Braude,,braude-oliver,O. Braude,D,45,174,214,M,1150061,EUR,1077321600,D,45,45,False,,51.0,41.0,8.0,3.0,24.0,28.0,17.0,23.0,1.0,5.0,,,,,,90.0,69.0,6.4,13.0,0.01833,0,,,,4.0,4.0,,,2.0,2.0,3.0,,,1.0,,,,1.0,,2.0,,,2.0,,,,,,,,,,
11401957,away,SC Heerenveen,Thom Haye,,,thom-haye,T. Haye,M,33,187,10984,M,149666,EUR,792288000,M,33,33,False,,65.0,54.0,12.0,7.0,22.0,29.0,32.0,43.0,4.0,7.0,,,,,,76.0,83.0,6.5,19.0,0.0463895,1,,7.0,1.0,4.0,3.0,,1.0,,,,0.0064,,2.0,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,thomhaye,
11401957,away,SC Heerenveen,Anas Tahiri,,,anas-tahiri,A. Tahiri,M,19,179,260,M,544156,EUR,800496000,M,26,26,False,,26.0,25.0,,,8.0,9.0,17.0,17.0,,1.0,,,,,,40.0,28.0,6.5,2.0,0.00867366,0,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,
11401957,away,SC Heerenveen,Patrik Wålemark,,,patrik-walemark,P. Wålemark,M,10,184,585,M,1014588,EUR,1003017600,M,24,24,False,,10.0,4.0,2.0,1.0,3.0,4.0,1.0,9.0,,2.0,,,,,,40.0,23.0,6.3,13.0,0.00183198,0,,3.0,1.0,4.0,3.0,1.0,,1.0,1.0,1.0,,,,,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,
11401957,away,SC Heerenveen,Osame Sahraoui,,,osame-sahraoui,O. Sahraoui,M,11,170,7357,M,965357,EUR,992217600,M,20,20,False,,23.0,19.0,,,8.0,9.0,12.0,16.0,,,,,,,,90.0,46.0,5.6,17.0,0.0376482,3,,2.0,2.0,11.0,4.0,5.0,1.0,,,1.0,0.2288,,,,1.0,,,0.0481,,8.0,2.0,,,,1.0,,,,,,osamesahraoui,1.0
11401957,away,SC Heerenveen,Simon Olsson,,,simon-olsson,S. Olsson,M,10,185,159,M,850851,EUR,874195200,M,19,19,False,,25.0,18.0,3.0,1.0,6.0,11.0,12.0,14.0,,6.0,,,,,,75.0,33.0,6.4,10.0,0.0781406,0,,,,4.0,1.0,1.0,,,,1.0,,,1.0,,,1.0,1.0,,,2.0,1.0,,,2.0,,,,,,,,
11401957,away,SC Heerenveen,Luuk Brouwers,,,luuk-brouwers,L. Brouwers,M,8,180,141,M,794014,EUR,894153600,F,28,28,False,,48.0,42.0,2.0,2.0,14.0,15.0,28.0,33.0,,,,,,,,90.0,58.0,6.6,10.0,0.0277377,0,,,2.0,7.0,3.0,,,1.0,,4.0,,,2.0,,,,1.0,,4.0,,,,,1.0,,,,,,,,
11401957,away,SC Heerenveen,Ché Nunnely,Ché,Nunnely,che-nunnely,C. Nunnely,M,11,170,190,M,825841,EUR,918086400,F,17,17,True,,19.0,15.0,,,5.0,5.0,10.0,17.0,,4.0,,,,,,50.0,35.0,6.8,10.0,0.00919691,1,,3.0,1.0,6.0,6.0,1.0,1.0,1.0,,1.0,0.0673,,2.0,,,,,,2.0,4.0,3.0,1.0,,,,,,,,,,
11401957,away,SC Heerenveen,Pelle van Amersfoort,,,pelle-van-amersfoort,P. v. Amersfoort,F,9,193,129,M,318585,EUR,828316800,M,11,11,True,,10.0,7.0,,,1.0,2.0,6.0,8.0,,1.0,,,,,,50.0,15.0,6.7,4.0,0.0597122,1,,,,3.0,2.0,,,1.0,,1.0,0.0345,,1.0,,,,,,2.0,,,1.0,,2.0,,,,,,,,1.0
11401957,away,SC Heerenveen,Charlie Webster,,,charlie-webster,C. Webster,M,8,175,333,M,1142270,EUR,1075507200,M,14,14,True,,8.0,7.0,2.0,2.0,2.0,2.0,5.0,6.0,,,,,,,,15.0,12.0,6.9,1.0,0.00944267,2,,,,1.0,2.0,,2.0,1.0,1.0,,0.0616,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
11401957,away,SC Heerenveen,Espen Van Ee,,,van-ee-espen,E. v. Ee,M,22,179,71,M,1126965,EUR,1057363200,M,40,40,True,,12.0,11.0,,,4.0,4.0,8.0,10.0,,3.0,,,,,,14.0,20.0,6.8,3.0,0.0856831,0,,2.0,,2.0,1.0,,,1.0,1.0,1.0,,,2.0,,,1.0,,,,,,,,1.0,1.0,,,,,,,
11401957,away,SC Heerenveen,Djenahro Nunumete,,,djenahro-nunumete,D. Nunumete,D,21,179,65,M,1000673,EUR,1012176000,M,21,21,True,,5.0,3.0,,,1.0,2.0,3.0,4.0,,,,,,,,12.0,7.0,6.8,2.0,0.102163,0,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,
11401957,away,SC Heerenveen,Jan Bekkema,,,jan-bekkema,J. Bekkema,G,,186,29,M,843764,EUR,829008000,G,23,23,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401957,away,SC Heerenveen,Mickey van der Hart,,,mickey-van-der-hart,M. v. d. Hart,G,,188,97,M,242313,EUR,771465600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401957,away,SC Heerenveen,Syb van Ottele,,,syb-van-ottele,S. v. Ottele,D,6,185,91,M,961686,EUR,1012608000,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401957,away,SC Heerenveen,Roan van der Plaat,,,van-der-plaat-roan,R. v. d. Plaat,D,,179,30,M,1388320,EUR,1042156800,D,42,42,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401957,away,SC Heerenveen,Melle Witteveen,,,melle-witteveen,M. Witteveen,M,25,174,50,M,1441150,EUR,1056412800,M,38,38,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
