match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_interceptionWon,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_errorLeadToAGoal,stat_unsuccessfulTouch,player_sofascoreId,stat_challengeLost,stat_totalClearance,stat_errorLeadToAShot,stat_fouls,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_punches,stat_totalOffside,stat_goals,stat_bigChanceMissed,stat_goalAssist,stat_bigChanceCreated
11067537,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,18.0,16.0,4.0,2.0,15.0,16.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,21.0,6.4,2.0,0.0,0.0,0.00105407,0,-0.7892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067537,home,São Paulo,Rafinha,rafinha,Rafinha,D,13,172,1493,M,12634,EUR,494899200,D,13,13,False,67.0,56.0,5.0,2.0,17.0,18.0,42.0,55.0,2.0,5.0,1.0,,,,,,87.0,82.0,7.1,14.0,0.0,0.0,0.284416,0,,True,6.0,3.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067537,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,75.0,64.0,6.0,4.0,41.0,47.0,23.0,28.0,7.0,11.0,4.0,3.0,,,,,90.0,90.0,5.9,14.0,0.1634,0.0,0.0158375,2,,,,,,,,,,3.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,
11067537,home,São Paulo,Lucas Beraldo,lucas-beraldo,L. Beraldo,D,4,182,17540,M,1108441,EUR,1069632000,D,35,35,False,88.0,78.0,6.0,3.0,35.0,36.0,43.0,52.0,7.0,9.0,1.0,1.0,,,,,90.0,100.0,6.7,12.0,0.1071,0.0,0.0590325,2,,,,,1.0,1.0,,Lucas Beraldo,,1.0,5.0,4.0,,2.0,,,2.0,,2.0,lberaldo,1.0,2.0,1.0,2.0,,,,,,,,,
11067537,home,São Paulo,Caio Paulista,caio-paulista,C. Paulista,D,38,184,1649,M,931591,EUR,894844800,D,38,38,False,44.0,39.0,,,11.0,12.0,30.0,37.0,6.0,8.0,1.0,1.0,,,,,90.0,80.0,7.0,12.0,0.0367,0.0212,0.127197,1,,,5.0,2.0,1.0,2.0,3.0,,,2.0,,4.0,,,,,,,3.0,,1.0,,,,4.0,3.0,1.0,,,,,,
11067537,home,São Paulo,Gabriel Neves,gabriel-neves,G. Neves,M,8,171,741,M,875294,EUR,871257600,M,20,20,False,37.0,33.0,,,9.0,9.0,24.0,28.0,4.0,2.0,4.0,2.0,,,,,45.0,44.0,6.6,6.0,0.0,0.0,0.0178234,0,,,,,,,,,,,,4.0,,,,,,,2.0,,3.0,,,1.0,,,,,,,,,
11067537,home,São Paulo,Pablo Maia,pablo-maia,P. Maia,M,29,178,3211,M,1120721,EUR,1010620800,M,29,29,False,78.0,73.0,4.0,4.0,24.0,25.0,49.0,54.0,2.0,8.0,2.0,1.0,,,,,90.0,91.0,6.7,10.0,0.106,0.2086,0.0804375,3,,,1.0,,,,,Pablo Maia,,,,4.0,2.0,,2.0,,1.0,,2.0,,,,,2.0,,,1.0,,,,,,
11067537,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,7,7,False,19.0,19.0,,,4.0,4.0,15.0,16.0,1.0,3.0,,,,,,,45.0,29.0,6.1,4.0,0.0,0.0,0.0164334,0,,,1.0,,1.0,1.0,,,,1.0,,7.0,2.0,,,,,,,,,,,3.0,1.0,,,,,,,,
11067537,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,42.0,37.0,3.0,3.0,6.0,6.0,33.0,39.0,9.0,2.0,,,,,,,87.0,72.0,7.8,13.0,0.3697,0.6028,0.302671,8,,,3.0,2.0,1.0,4.0,3.0,,,,1.0,4.0,2.0,2.0,4.0,,,,3.0,luciano10,1.0,,,,5.0,4.0,2.0,,,,,,
11067537,home,São Paulo,Michel Araújo,michel-araujo,M. Araújo,M,15,178,1551,M,924857,EUR,843868800,M,15,15,False,33.0,27.0,,,3.0,4.0,28.0,41.0,8.0,3.0,,,,,,,79.0,71.0,7.1,24.0,0.3342,0.0,0.139506,5,,,12.0,4.0,,3.0,3.0,,,,2.0,6.0,4.0,3.0,2.0,,,,5.0,,1.0,1.0,,,4.0,3.0,,,,,,,
