match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_aerialWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_challengeLost,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_keyPass,stat_goals,stat_totalContest,stat_wonContest,stat_bigChanceMissed,captain,stat_totalOffside,stat_hitWoodwork,stat_penaltyWon,player_firstName,player_lastName,stat_goodHighClaim,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_lastManTackle,stat_errorLeadToAGoal
13981618,home,Inter,Yann Sommer,yann-sommer,Y. Sommer,G,1,183,12749,M,yannsommer,16206,EUR,598320000,G,1,1,False,27.0,22.0,13.0,8.0,0.0,16.0,17.0,6.0,10.0,8.0,1.0,1.0,90.0,30.0,6.5,5.0,0.00082404,35.554788929524,7.0,15.75,6.72,0.0003,0,-0.5882,0.05,0.0,-0.19,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981618,home,Inter,Yann Bisseck,yann-bisseck,Y. Bisseck,D,31,194,5415,M,,906275,EUR,975456000,D,31,31,False,44.0,41.0,1.0,,0.0,18.0,18.0,23.0,26.0,2.0,,,90.0,59.0,6.2,6.0,0.0219297,148.7983640731,18.0,41.79,13.86,,1,,0.17,0.1,-0.35,,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0234,0.1482,17.83221803366,1.0,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981618,home,Inter,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,41.0,40.0,1.0,1.0,0.0,18.0,19.0,22.0,22.0,2.0,,,90.0,55.0,6.4,3.0,0.0122762,61.593139391667,11.0,5.46,6.195,,0,,0.08,0.07,-0.29,,,2.0,3.0,4.0,,4.0,1.0,,,,,,,,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13981618,home,Inter,Alessandro Bastoni,alessandro-bastoni,A. Bastoni,D,95,190,15274,M,alessandrobastoni,826188,EUR,923961600,D,95,95,False,75.0,63.0,16.0,9.0,0.0,23.0,27.0,40.0,48.0,7.0,,,90.0,99.0,7.0,20.0,0.0309417,158.50063303554,20.0,84.0,19.635,,1,,0.22,0.21,-0.28,,1.0,,1.0,5.0,,5.0,,,1.0,0.0255,,37.017378546142,2.0,-0.28,2.0,,3.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
13981618,home,Inter,Luís Henrique,luis-henrique,L. Henrique,M,11,181,6103,M,,977679,EUR,1008288000,M,11,11,False,48.0,43.0,3.0,1.0,0.0,18.0,21.0,25.0,27.0,7.0,,,90.0,57.0,6.8,9.0,0.0380028,142.00947706616,15.0,34.86,16.38,,0,,0.15,0.12,-0.12,,4.0,,1.0,3.0,,,,,,,,54.248959865056,3.0,,,,,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
13981618,home,Inter,Nicolò Barella,nicolo-barella,N. Barella,M,23,175,21290,M,nicolo_barella,363856,EUR,855273600,M,23,23,False,52.0,46.0,4.0,4.0,0.0,10.0,13.0,36.0,39.0,5.0,,,90.0,68.0,7.4,11.0,0.418608,77.360832115901,9.0,21.105,27.3,,3,,0.59,0.12,-0.05,,3.0,1.0,3.0,4.0,,,2.0,1.0,2.0,0.1851,,28.022900920497,1.0,-0.53,,,,3.0,1.0,,1.0,,1.0,1.0,2.0,1.0,4.0,,,,,,,,,,,,,,,,,
13981618,home,Inter,Hakan Çalhanoğlu,hakan-calhanoglu,H. Çalhanoğlu,M,20,178,32988,M,HÇalhanoğlu,135700,EUR,760665600,M,20,20,False,67.0,59.0,8.0,5.0,0.0,24.0,25.0,35.0,42.0,4.0,,,87.0,75.0,7.0,9.0,0.0538299,155.01257224929,22.0,35.28,18.795,,3,,0.16,0.16,-0.17,,1.0,2.0,4.0,1.0,1.0,,,,,0.8239,0.91,40.577585329833,2.0,0.31,,,1.0,1.0,1.0,,1.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
13981618,home,Inter,Piotr Zieliński,piotr-zielinski,P. Zieliński,M,7,180,18478,M,zielu_94,138605,EUR,769392000,M,7,7,False,31.0,30.0,1.0,,0.0,10.0,10.0,20.0,21.0,5.0,,,62.0,42.0,7.2,3.0,0.122488,106.83871264621,10.0,73.5,21.63,,1,,0.28,0.26,-0.03,,1.0,,3.0,6.0,,1.0,,1.0,2.0,0.064,,42.695512315611,2.0,0.02,,1.0,,4.0,3.0,1.0,1.0,,,,,,3.0,,1.0,1.0,,,,,,,,,,,,,,
13981618,home,Inter,Federico Dimarco,federico-dimarco,F. Dimarco,M,32,174,15308,M,dimarco32,284361,EUR,879120000,M,32,32,False,40.0,29.0,4.0,,0.0,10.0,12.0,19.0,28.0,6.0,,,88.0,59.0,7.6,16.0,0.217181,36.768486348397,4.0,20.475,15.855,,1,,0.2,-0.09,-0.08,,5.0,,,1.0,1.0,1.0,,,,0.0443,0.3208,,,0.52,,,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
13981618,home,Inter,Marcus Thuram,marcus-thuram,M. Thuram,F,9,192,25521,M,m_thuram,791702,EUR,870825600,F,9,9,False,19.0,13.0,1.0,1.0,1.0,1.0,2.0,12.0,17.0,,,,83.0,34.0,6.8,11.0,0.0900307,87.523948537639,7.0,78.645,26.565,,1,,-0.3,0.32,-0.05,,,3.0,6.0,8.0,1.0,,2.0,2.0,3.0,0.1003,0.0381,66.13803859933,3.0,-0.26,5.0,1.0,,1.0,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,,,,,
