match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,captain,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalCross,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceMissed,stat_keyPass,stat_hitWoodwork,stat_goalAssist,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_blockedScoringAttempt,stat_totalOffside,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
11396337,home,VfB Stuttgart,Alexander Nübel,,,alexander-nubel,A. Nübel,G,33,193,2048,M,584722,EUR,844041600,G,33,33,False,52.0,39.0,16.0,5.0,38.0,48.0,1.0,4.0,8.0,3.0,4.0,90.0,60.0,7.5,14.0,0.00032212,0,0.3538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396337,home,VfB Stuttgart,Pascal Stenzel,,,pascal-stenzel,P. Stenzel,D,15,184,266,M,352562,EUR,827280000,D,15,15,False,40.0,35.0,8.0,7.0,27.0,28.0,8.0,12.0,3.0,,,73.0,59.0,6.8,8.0,0.0379378,1,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0181,,,,,,,,,,,,,,,,,,,,,,,,,
11396337,home,VfB Stuttgart,Waldemar Anton,,,waldemar-anton,W. Anton,D,3,189,2193,M,799046,EUR,837820800,D,2,2,False,73.0,69.0,9.0,7.0,56.0,58.0,13.0,15.0,3.0,,,90.0,84.0,7.3,5.0,0.0176529,1,,5.0,4.0,2.0,,1.0,4.0,2.0,,1.0,0.0558,True,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11396337,home,VfB Stuttgart,Dan-Axel Zagadou,,,dan-axel-zagadou,D. Zagadou,D,23,196,1086,M,826205,EUR,928368000,D,23,23,False,78.0,68.0,7.0,2.0,55.0,61.0,13.0,17.0,2.0,,,73.0,80.0,6.6,10.0,0.017899,0,,2.0,2.0,,,,,,,,,,2.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11396337,home,VfB Stuttgart,Maximilian Mittelstädt,,,maximilian-mittelstadt,M. Mittelstädt,D,7,178,2368,M,788949,EUR,858643200,D,7,7,False,75.0,66.0,2.0,1.0,42.0,43.0,24.0,34.0,8.0,,,90.0,107.0,7.7,15.0,0.0182821,1,,5.0,7.0,,4.0,,,3.0,,2.0,0.0154,,3.0,,1.0,2.0,1.0,,2.0,3.0,1.0,0.0352,,,,,,,,,,,,,,
11396337,home,VfB Stuttgart,Jamie Leweling,,,leweling-jamie,J. Leweling,M,18,184,1954,M,990201,EUR,983145600,M,18,18,False,20.0,19.0,,,8.0,9.0,12.0,12.0,5.0,,,77.0,37.0,6.6,9.0,0.0540759,1,,4.0,3.0,,2.0,,,,3.0,1.0,0.334,,,,4.0,,,,1.0,2.0,1.0,0.3627,1.0,1.0,1.0,,,,,,,,,,,
11396337,home,VfB Stuttgart,Atakan Karazor,,,atakan-karazor,A. Karazor,M,16,190,1082,M,801030,EUR,845164800,M,16,16,False,60.0,56.0,2.0,1.0,34.0,37.0,22.0,23.0,6.0,,,90.0,69.0,7.1,5.0,0.00975659,2,,4.0,5.0,1.0,,1.0,1.0,,,4.0,0.2387,,,,1.0,1.0,1.0,2.0,,,1.0,0.0725,,,,1.0,,,,,,,,,,
11396337,home,VfB Stuttgart,Angelo Stiller,,,stiller-angelo,A. Stiller,M,6,183,7426,M,901882,EUR,986342400,M,6,6,False,74.0,64.0,9.0,3.0,39.0,40.0,26.0,37.0,5.0,,,90.0,88.0,8.3,14.0,0.357978,1,,3.0,5.0,,1.0,1.0,1.0,1.0,1.0,,0.027,,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,,1.0,,2.0,,2.0,1.0,,,,,,,,
11396337,home,VfB Stuttgart,Chris Führich,,,chris-fuhrich,C. Führich,M,10,178,1574,M,891510,EUR,884304000,M,27,27,False,44.0,39.0,3.0,2.0,11.0,11.0,28.0,35.0,2.0,,,89.0,63.0,8.0,10.0,0.364549,3,,2.0,5.0,1.0,2.0,1.0,,,1.0,,0.5639,,,,,4.0,3.0,,2.0,1.0,2.0,1.1565,,1.0,2.0,,,,1.0,,,,,,,
11396337,home,VfB Stuttgart,Deniz Undav,,,deniz-undav,D. Undav,F,26,179,7593,M,794298,EUR,837734400,F,26,26,False,30.0,25.0,4.0,2.0,6.0,7.0,19.0,23.0,1.0,,,78.0,42.0,8.9,9.0,0.364225,3,,3.0,3.0,,1.0,1.0,,1.0,2.0,1.0,0.2938,,,,2.0,1.0,,1.0,,1.0,1.0,0.3827,,,4.0,1.0,1.0,2.0,1.0,denizundav,1.0,,,,,
