match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_outfielderBlock,captain,stat_aerialLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_fouls,stat_wonContest,stat_dispossessed,stat_goals,stat_totalOffside,stat_penaltyWon,stat_penaltyConceded,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle
12436504,home,Liverpool,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,caoimhinkelleher98,827362,EUR,911779200,G,62,62,False,40.0,25.0,18.0,3.0,0.0,23.0,28.0,2.0,12.0,7.0,2.0,3.0,90.0,48.0,6.9,15.0,0.00067501,0,0.9388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436504,home,Liverpool,Trent Alexander-Arnold,,,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,TrentAA,795064,EUR,907718400,D,66,66,False,39.0,30.0,5.0,3.0,0.0,21.0,26.0,10.0,19.0,6.0,,,73.0,68.0,7.1,18.0,0.078025,3,,6.0,1.0,6.0,5.0,6.0,2.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,0.1341,2.0,,,,,,,,,,,,,,,,,,,,,,
12436504,home,Liverpool,Joe Gomez,,,joe-gomez,J. Gomez,D,2,188,14125,M,joegomez5,318927,EUR,864345600,D,2,2,False,76.0,67.0,9.0,4.0,0.0,56.0,61.0,11.0,15.0,7.0,,,90.0,79.0,7.0,9.0,0.00474871,0,,,,,2.0,,,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12436504,home,Liverpool,Virgil van Dijk,,,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,VvD,151545,EUR,678931200,D,4,4,False,40.0,37.0,4.0,1.0,0.0,29.0,29.0,8.0,11.0,1.0,,,90.0,58.0,7.4,4.0,0.0246891,3,,,,3.0,4.0,1.0,2.0,,1.0,7.0,1.0,,,,0.3703,,3.0,2.0,True,1.0,1.0,1.0,1.0,3.0,1.0,0.4723,,,,,,,,,,,,
12436504,home,Liverpool,Andrew Robertson,,,andrew-robertson,A. Robertson,D,26,178,24820,M,andyrobertson94,262911,EUR,763344000,D,26,26,False,25.0,23.0,5.0,4.0,0.0,12.0,13.0,11.0,13.0,4.0,,,90.0,40.0,7.2,8.0,0.191019,1,,1.0,,2.0,3.0,1.0,,1.0,,,3.0,1.0,3.0,,0.0491,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,
12436504,home,Liverpool,Ryan Gravenberch,,,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,ryanjiro,904897,EUR,1021507200,M,38,38,False,37.0,33.0,3.0,1.0,0.0,17.0,18.0,16.0,19.0,7.0,,,90.0,54.0,6.7,7.0,0.0353018,0,,,,4.0,6.0,,,,,2.0,5.0,,1.0,1.0,,1.0,,,,,2.0,,,1.0,,,,2.0,,,,,,,,,,
12436504,home,Liverpool,Alexis Mac Allister,,,alexis-mac-allister,A. Mac Allister,M,10,176,71412,M,Macca10,895324,EUR,914457600,M,10,10,False,38.0,34.0,3.0,2.0,0.0,15.0,16.0,20.0,24.0,4.0,,,90.0,51.0,7.6,6.0,0.0622094,0,,2.0,1.0,3.0,5.0,2.0,,,,,3.0,3.0,,1.0,,2.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,
12436504,home,Liverpool,Mohamed Salah,,,mohamed-salah,M. Salah,M,11,175,565083,M,MoSalah,159665,EUR,708566400,M,11,11,False,15.0,11.0,1.0,,1.0,5.0,7.0,7.0,9.0,4.0,,,84.0,29.0,7.9,11.0,0.522646,3,,1.0,1.0,4.0,3.0,,2.0,,,,,,3.0,1.0,1.3512,1.0,1.0,,,,3.0,1.0,1.0,1.0,,0.7997,1.0,,1.0,2.0,1.0,2.0,,,,,,
12436504,home,Liverpool,Dominik Szoboszlai,,,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,DomSzobo,869856,EUR,972432000,M,8,8,False,58.0,48.0,7.0,3.0,0.0,26.0,28.0,23.0,33.0,7.0,,,90.0,72.0,7.5,13.0,0.0983938,3,,3.0,1.0,2.0,4.0,,,1.0,,,1.0,1.0,,1.0,0.2151,4.0,2.0,,,,1.0,,2.0,1.0,,0.2151,,1.0,,,,,,,,,,
12436504,home,Liverpool,Cody Gakpo,,,cody-gakpo,C. Gakpo,M,18,193,51371,M,CodyGakpo,862967,EUR,926035200,M,18,18,False,15.0,12.0,1.0,1.0,0.0,3.0,3.0,9.0,12.0,1.0,,,73.0,33.0,7.1,11.0,0.0162262,4,,,,7.0,3.0,1.0,1.0,1.0,,,1.0,1.0,3.0,,1.411,1.0,,,,2.0,2.0,1.0,2.0,,1.0,1.0444,,,2.0,4.0,1.0,,,,,,,
