match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_fouls,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_aerialLost,stat_dispossessed,stat_wonContest,stat_keyPass,captain,stat_accurateCross,player_sofascoreId,stat_blockedScoringAttempt,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated
13981672,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2183,M,891656,EUR,935798400,G,40,40,False,35.0,27.0,15.0,8.0,0.0,21.0,22.0,6.0,13.0,1.0,7.0,1.0,1.0,1.0,1.0,90.0,43.0,7.5,8.0,0.00209016,53.415239160054,10.0,27.203011319617,0.0,0.4998,0,0.3625,0.13,0.0,-0.08,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981672,home,Udinese,Nicolò Bertola,,,nicolo-bertola,N. Bertola,D,13,185,502,M,1136399,EUR,1048377600,D,13,13,False,33.0,24.0,2.0,,0.0,12.0,13.0,12.0,20.0,2.0,3.0,,,,,90.0,48.0,5.9,14.0,0.0628173,175.66978872449,18.0,86.727509474481,1.0,,0,,-0.05,0.05,-0.34,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,22.353341891019,23.049464744328,,,,,,,,,,,,,,,,,,,,,,,
13981672,home,Udinese,Oumar Solet,,,oumar-solet,O. Solet,D,28,192,2038,M,892979,EUR,949881600,D,28,28,False,63.0,56.0,10.0,4.0,0.0,31.0,31.0,25.0,32.0,5.0,3.0,1.0,,,,86.0,75.0,8.3,8.0,0.014096,327.31664573949,35.0,191.17567873695,4.0,,2,,0.2,0.39,0.31,,,1.0,,,,3.0,2.0,,1.0,19.551128446929,76.94945299314,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.139,0.5891,0.5,,,,,,,,,,,,
13981672,home,Udinese,Thomas Kristensen,Thomas Kristensen,,thomas-kristensen,T. Kristensen,D,31,197,909,M,1063373,EUR,1011225600,D,31,31,False,54.0,50.0,6.0,3.0,0.0,39.0,40.0,11.0,14.0,1.0,3.0,,,,,90.0,62.0,6.2,4.0,0.00615301,236.13646995685,26.0,128.69128320852,1.0,,1,,0.19,0.12,-0.35,,,3.0,1.0,,,1.0,,,1.0,25.237730090053,27.55338679727,,,1.0,,5.0,1.0,,,0.0127,0.238,-0.22,1.0,,,,,,,,,,,
13981672,home,Udinese,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173,788,M,964119,EUR,942537600,D,33,33,False,33.0,23.0,5.0,2.0,0.0,4.0,8.0,19.0,25.0,5.0,3.0,,,,,90.0,54.0,6.6,16.0,0.0925349,84.341184250199,8.0,45.089775322225,2.0,,0,,0.29,0.32,-0.3,,2.0,6.0,,1.0,,3.0,3.0,,2.0,25.82570314436,52.675213749108,1.0,,,,1.0,,,2.0,,,,2.0,2.0,1.0,2.0,,,,,,,,
13981672,home,Udinese,Jürgen Ekkelenkamp,,,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1196,M,904887,EUR,954892800,M,32,32,False,20.0,17.0,2.0,1.0,1.0,5.0,5.0,12.0,15.0,3.0,3.0,,,,,79.0,34.0,6.6,9.0,0.00816096,84.866082021909,7.0,46.247766719696,1.0,,0,,-0.03,0.06,-0.04,,1.0,4.0,,1.0,1.0,2.0,2.0,,1.0,18.710014323912,29.127698158282,1.0,,,,1.0,,,,,,,,2.0,,1.0,,,,,,,,
13981672,home,Udinese,Jesper Karlström,,,jesper-karlstrom,J. Karlström,M,8,179,730,M,227894,EUR,803692800,M,8,8,False,47.0,40.0,2.0,2.0,0.0,27.0,27.0,13.0,20.0,1.0,1.0,1.0,,,,79.0,52.0,6.7,8.0,0.0731441,134.45054169011,15.0,27.78442090851,1.0,,0,,0.25,0.06,-0.12,,,1.0,,,,,,,1.0,18.246853076456,23.048611671856,,,,,,1.0,,,,,,,,,1.0,True,,,,,,,
13981672,home,Udinese,Lennon Miller,Lennon Miller,,lennon-miller,L. Miller,M,38,182,1325,M,1154894,EUR,1156464000,M,38,38,False,18.0,16.0,4.0,3.0,0.0,7.0,8.0,9.0,10.0,3.0,1.0,1.0,,,,65.0,32.0,6.8,5.0,0.0174206,31.483786712684,6.0,2.25927919691,0.0,,1,,0.18,-0.36,0.16,,2.0,2.0,,2.0,1.0,1.0,,,1.0,,,,1.0,,,2.0,,,,0.0468,,-0.2,,,1.0,,,,,,,,,
13981672,home,Udinese,Arthur Atta,,,atta-arthur,A. Atta,M,14,189,2539,M,1444690,EUR,1042502400,M,14,14,False,28.0,23.0,2.0,,0.0,7.0,7.0,16.0,21.0,3.0,3.0,1.0,,,,90.0,40.0,6.7,8.0,0.124131,276.59271155532,21.0,165.05862099836,6.0,,0,,0.2,0.37,-0.08,,1.0,2.0,,1.0,,1.0,1.0,,1.0,20.396553961257,135.54620798954,,,,,,1.0,,3.0,,,,1.0,,1.0,2.0,,1.0,,,,,,
13981672,home,Udinese,Nicolò Zaniolo,,,nicolo-zaniolo,N. Zaniolo,F,10,189,9108,M,864898,EUR,930873600,F,10,10,False,21.0,16.0,,,0.0,5.0,6.0,11.0,15.0,14.0,3.0,8.0,,,,90.0,61.0,7.2,21.0,0.0951063,159.76083397265,17.0,53.401862303582,3.0,,2,,-0.03,0.35,-0.08,,9.0,9.0,1.0,3.0,,4.0,2.0,,3.0,15.67596536098,45.223488762229,1.0,,,,,,,3.0,0.1674,,-0.42,1.0,4.0,1.0,1.0,,2.0,nicolozaniolo,2.0,,,,
