match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_shotOffTarget,stat_errorLeadToAShot,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceMissed,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
12117091,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,31.0,18.0,30.0,17.0,0.0,7.0,10.0,11.0,21.0,1.0,14.0,3.0,4.0,7.0,1.0,90.0,45.0,9.1,13.0,0.00220598,0,1.7942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117091,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,28.0,17.0,6.0,2.0,0.0,7.0,10.0,10.0,19.0,8.0,6.0,,,,,90.0,52.0,7.6,19.0,0.0113306,1,,True,1.0,1.0,4.0,1.0,4.0,1.0,1.0,2.0,0.0072,2.0,,,,,,,,,,,,,,,,,,,,,,,
12117091,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,18.0,12.0,5.0,,0.0,11.0,14.0,1.0,4.0,4.0,7.0,,,,,90.0,28.0,7.0,7.0,0.00031921,0,,,,1.0,,1.0,2.0,,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12117091,home,Fortaleza,Tomás Cardona,tomas-cardona,T. Cardona,D,6,188,225,M,849020,EUR,813283200,D,25,25,False,23.0,14.0,10.0,3.0,0.0,7.0,7.0,7.0,16.0,12.0,1.0,,,,,90.0,40.0,6.9,12.0,0.00212166,1,,,,3.0,4.0,6.0,4.0,,,,0.0286,,1.0,,,3.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,
12117091,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,False,20.0,10.0,3.0,1.0,0.0,7.0,7.0,3.0,14.0,2.0,5.0,,,,,90.0,47.0,8.0,17.0,0.00177503,1,,,1.0,3.0,4.0,7.0,11.0,,,2.0,0.2009,,,2.0,1.0,,2.0,,,,1.0,3.0,3.0,3.0,1.0,1.0,0.5833,,,,,,,,
12117091,home,Fortaleza,Pedro Augusto,pedro-augusto,P. Augusto,M,28,181,302,M,922556,EUR,857347200,M,28,28,False,29.0,23.0,2.0,2.0,0.0,10.0,12.0,13.0,17.0,4.0,5.0,,,,,90.0,47.0,7.2,7.0,0.00740666,0,,,,2.0,4.0,6.0,9.0,,,3.0,,,2.0,3.0,1.0,1.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,
12117091,home,Fortaleza,Hércules,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,27.0,19.0,5.0,2.0,0.0,9.0,10.0,10.0,20.0,2.0,7.0,,,,,90.0,44.0,6.8,14.0,0.051331,0,,,3.0,1.0,,9.0,5.0,,,1.0,,2.0,,1.0,,,,1.0,,,4.0,1.0,6.0,4.0,,,,,,,,,,,
12117091,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,False,22.0,14.0,5.0,2.0,2.0,7.0,8.0,7.0,15.0,,7.0,,,,,87.0,36.0,8.0,12.0,0.0284589,4,,,1.0,,,5.0,4.0,1.0,2.0,2.0,0.1604,2.0,,3.0,2.0,,,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,,0.0188,,,,,,,,
12117091,home,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,False,2.0,2.0,,,0.0,2.0,2.0,,,,,,,,,8.0,2.0,6.5,,0.00013268,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117091,home,Fortaleza,Imanol Machuca,imanol-machuca,I. Machuca,F,7,169,1281,M,974698,EUR,947894400,M,39,39,False,7.0,4.0,,,0.0,2.0,3.0,4.0,7.0,,1.0,,,,,68.0,20.0,6.7,8.0,0.0721894,1,,,3.0,1.0,,4.0,4.0,,,,0.1473,2.0,,,,1.0,1.0,,,,,2.0,4.0,3.0,1.0,,0.3803,,,2.0,1.0,,,,
