match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalContest,stat_ownGoals,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_outfielderBlock,stat_wonContest,stat_bigChanceCreated,stat_totalOffside,captain,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,player_sofascoreId
10407380,home,KAS Eupen,Lennart Moser,lennart-moser,L. Moser,G,99,196,55,M,886064,EUR,944438400,G,1,1,False,31.0,14.0,21.0,4.0,9.0,12.0,5.0,19.0,1.0,1.0,10.0,1.0,1.0,4.0,90.0,43.0,6.8,18.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407380,home,KAS Eupen,Yentl Van Genechten,yentl-van-genechten,Y. V. Genechten,D,2,191,44,M,921951,EUR,966556800,D,2,2,False,23.0,14.0,4.0,1.0,9.0,11.0,6.0,15.0,,3.0,3.0,,,,90.0,54.0,6.9,15.0,1,3.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10407380,home,KAS Eupen,Boris Lambert,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,D,35,35,False,40.0,29.0,13.0,5.0,20.0,23.0,9.0,17.0,4.0,8.0,6.0,,,,90.0,57.0,6.3,14.0,0,,,4.0,1.0,,,5.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10407380,home,KAS Eupen,Jan Král,jan-kral,J. Král,D,21,197,41,M,826043,EUR,923270400,D,21,21,False,34.0,19.0,5.0,2.0,13.0,22.0,6.0,12.0,1.0,3.0,5.0,,,,90.0,55.0,7.2,19.0,2,,,10.0,,1.0,,2.0,2.0,6.0,3.0,1.0,,4.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10407380,home,KAS Eupen,Jason Davidson,jason-davidson,J. Davidson,D,2,180,75,M,105350,EUR,678153600,D,3,3,False,20.0,15.0,4.0,1.0,5.0,6.0,10.0,15.0,1.0,3.0,,,,,90.0,45.0,7.2,8.0,2,1.0,,7.0,,,1.0,5.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,,,,,,,,1.0,,,1.0,,,,,,,
10407380,home,KAS Eupen,Jerome Deom,deom-jerome,J. Deom,M,24,175,45,M,839883,EUR,924480000,M,14,14,False,21.0,19.0,3.0,2.0,10.0,11.0,9.0,10.0,,4.0,4.0,,,,72.0,31.0,6.8,4.0,0,,,5.0,1.0,1.0,,,1.0,2.0,1.0,1.0,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,
10407380,home,KAS Eupen,Isaac Christie-Davies,isaac-christie-davies,I. Christie-Davies,M,15,188,42,M,838613,EUR,877132800,M,23,23,False,28.0,22.0,2.0,,13.0,13.0,9.0,16.0,2.0,5.0,6.0,,,,90.0,40.0,6.3,12.0,1,1.0,,5.0,,1.0,1.0,,1.0,2.0,1.0,2.0,,2.0,1.0,,4.0,,,,,,,,,1.0,,,,,,,
10407380,home,KAS Eupen,Gary Magnee,magnee-gary,G. Magnee,M,15,173,145,M,990265,EUR,939686400,M,15,15,False,20.0,11.0,2.0,,4.0,10.0,7.0,11.0,,4.0,6.0,,,,89.0,38.0,6.7,16.0,2,1.0,,4.0,,2.0,1.0,1.0,1.0,3.0,3.0,,,,3.0,,2.0,,,,,,1.0,,,1.0,,,,,,,
10407380,home,KAS Eupen,Isaac Nuhu,isaac-nuhu,I. Nuhu,M,7,171,191,M,1047318,EUR,1001808000,M,7,7,False,21.0,14.0,2.0,2.0,4.0,5.0,11.0,20.0,1.0,5.0,2.0,,,,76.0,42.0,7.2,15.0,3,4.0,1.0,8.0,,1.0,1.0,,,2.0,1.0,2.0,1.0,1.0,4.0,,2.0,2.0,,,,2.0,,,,3.0,1.0,,,,,,
10407380,home,KAS Eupen,Regan Charles-Cook,regan-charles-cook,R. Charles-Cook,F,77,175,62,M,803116,EUR,857174400,M,10,10,False,18.0,14.0,1.0,,3.0,4.0,11.0,19.0,,6.0,2.0,,,,90.0,37.0,6.6,13.0,3,5.0,,3.0,1.0,3.0,1.0,,,,,1.0,1.0,1.0,1.0,,,2.0,,,,1.0,1.0,,,,,2.0,,,,,
