match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_wonTackle,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_wasFouled,stat_bigChanceCreated,stat_errorLeadToAShot,stat_hitWoodwork,stat_totalOffside,captain,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_clearanceOffLine
12624919,home,Al-Nassr,Bento,,,bento,Bento,G,24,190.0,9735,M,bento_matheus,1016104,EUR,928972800,G,24,24,False,35.0,28.0,11.0,5.0,0.0,25.0,29.0,3.0,6.0,2.0,2.0,2.0,1.0,6.0,1.0,2.0,1.0,90.0,46.0,6.1,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624919,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173.0,1607,M,,830126,EUR,768182400,D,2,2,False,43.0,36.0,3.0,2.0,0.0,13.0,15.0,25.0,36.0,4.0,2.0,2.0,,4.0,,,,89.0,73.0,7.2,15.0,0,8.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12624919,home,Al-Nassr,Mohamed Simakan,,,mohamed-simakan,M. Simakan,D,3,187.0,5883,M,,945063,EUR,957312000,D,3,3,False,67.0,65.0,3.0,1.0,0.0,46.0,47.0,19.0,21.0,7.0,1.0,1.0,4.0,4.0,,,,90.0,85.0,7.8,7.0,1,1.0,,1.0,3.0,5.0,,3.0,2.0,2.0,,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,
12624919,home,Al-Nassr,Ali Lajami,,,ali-lajami,A. Lajami,D,78,175.0,1281,M,,818667,EUR,830390400,D,78,78,False,84.0,79.0,11.0,8.0,0.0,57.0,58.0,22.0,26.0,7.0,,,4.0,4.0,,,,90.0,93.0,7.4,5.0,0,,,,4.0,,1.0,3.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,
12624919,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178.0,1391,M,,986400,EUR,937440000,D,12,12,False,37.0,34.0,2.0,,0.0,15.0,16.0,20.0,26.0,5.0,2.0,2.0,4.0,3.0,,,,90.0,67.0,7.2,10.0,2,5.0,1.0,,,3.0,2.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,3.0,,,,,,,,,,,,
12624919,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181.0,13081,M,marcelo_brozovic,108800,EUR,721872000,M,11,11,False,81.0,76.0,8.0,7.0,0.0,32.0,34.0,45.0,49.0,4.0,,,,8.0,,,,75.0,98.0,7.7,8.0,1,2.0,1.0,,,3.0,3.0,3.0,2.0,2.0,2.0,,1.0,,1.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,
12624919,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178.0,1250,M,,867179,EUR,840153600,M,17,17,False,56.0,52.0,,,0.0,33.0,35.0,19.0,21.0,4.0,,,1.0,5.0,,,,59.0,62.0,6.4,5.0,0,,,,1.0,7.0,,1.0,1.0,2.0,,,,,,,5.0,,,2.0,,,,,,,,,,,,
12624919,home,Al-Nassr,Ângelo,Ângelo,,angelo,Ângelo,M,20,182.0,9961,M,angelogabriel,1086455,EUR,1103587200,M,20,20,False,41.0,32.0,1.0,1.0,1.0,11.0,12.0,23.0,31.0,9.0,5.0,3.0,,4.0,,,,75.0,62.0,7.7,18.0,0,2.0,2.0,,,7.0,1.0,2.0,3.0,2.0,1.0,3.0,,,,1.0,,,,4.0,1.0,,,,,,,,,,,
12624919,home,Al-Nassr,Otávio,,,otavio,Otávio,M,25,171.0,6951,M,otavio,244801,EUR,792288000,M,25,25,False,68.0,62.0,5.0,4.0,0.0,18.0,19.0,45.0,52.0,10.0,5.0,4.0,,8.0,,,,90.0,85.0,8.5,11.0,0,3.0,1.0,,,2.0,,3.0,,,5.0,,,,,1.0,1.0,,,3.0,1.0,,,,,,,,,,,
12624919,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175.0,169227,M,SadioMané,217704,EUR,702864000,M,10,10,False,36.0,33.0,1.0,1.0,1.0,10.0,11.0,23.0,26.0,7.0,2.0,2.0,1.0,1.0,,,,89.0,55.0,8.3,10.0,4,1.0,,1.0,1.0,2.0,,1.0,5.0,,1.0,,3.0,,,1.0,1.0,1.0,,3.0,1.0,,1.0,1.0,,,,,,,,
