match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_gender,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_totalOffside,player_firstName,player_lastName,stat_errorLeadToAGoal,stat_accurateCross,stat_aerialWon,stat_blockedScoringAttempt,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_punches,stat_errorLeadToAShot,stat_goals
10433837,home,Antalyaspor,Ruud Boffin,ruud-boffin,R. Boffin,G,25,196,43,15039,EUR,563068800,G,25,25,False,27.0,21.0,12.0,6.0,18.0,18.0,3.0,9.0,7.0,1.0,2.0,4.0,90.0,37.0,6.4,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433837,home,Antalyaspor,Bünyamin Balcı,bunyamin-balci,B. Balcı,D,7,180,128,967214,EUR,959731200,D,7,7,False,38.0,33.0,5.0,1.0,24.0,26.0,9.0,13.0,8.0,,,,90.0,64.0,6.8,10.0,2,M,1.0,1.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
10433837,home,Antalyaspor,Veysel Sarı,veysel-sari,V. Sarı,D,89,185,109,98276,EUR,585792000,D,89,89,False,62.0,55.0,7.0,3.0,37.0,39.0,18.0,24.0,7.0,,,,90.0,72.0,6.6,8.0,0,M,1.0,1.0,2.0,4.0,,,,,,,1.0,2.0,1.0,,,True,1.0,2.0,2.0,1.0,,,,,,,,,,,,
10433837,home,Antalyaspor,Fedor Kudryashov,fedor-kudryashov,F. Kudryashov,D,30,181,42,24639,EUR,544579200,D,13,13,False,33.0,29.0,3.0,,17.0,18.0,12.0,15.0,4.0,,,,77.0,37.0,5.7,4.0,0,M,,,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,Fedor,Kudryashov,1.0,,,,,,,,,
10433837,home,Antalyaspor,Güray Vural,guray-vural,G. Vural,D,77,177,69,43559,EUR,581990400,D,11,11,False,40.0,32.0,2.0,1.0,15.0,15.0,18.0,35.0,2.0,,,,90.0,66.0,7.0,22.0,1,M,10.0,1.0,1.0,4.0,,,,1.0,,3.0,,3.0,2.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,
10433837,home,Antalyaspor,Fredy,fredy,Fredy,M,16,169,1026,845281,EUR,638496000,M,16,16,False,24.0,18.0,3.0,1.0,10.0,11.0,8.0,15.0,6.0,,,,76.0,41.0,6.4,13.0,2,M,2.0,,4.0,4.0,2.0,,,2.0,,1.0,1.0,1.0,1.0,2.0,,,2.0,,2.0,1.0,,,,,1.0,,,,,,,
10433837,home,Antalyaspor,Soner Aydoğdu,soner-aydogdu,S. Aydoğdu,M,8,181,117,69351,EUR,663033600,M,5,5,False,12.0,8.0,2.0,1.0,6.0,6.0,2.0,7.0,4.0,,,,8.0,15.0,3.0,5.0,0,M,1.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
10433837,home,Antalyaspor,Alassane Ndao,ndao-alassane,A. Ndao,M,,176,335,1016033,EUR,851040000,M,18,18,False,15.0,13.0,2.0,2.0,9.0,9.0,5.0,8.0,2.0,,,,45.0,24.0,6.4,8.0,0,M,2.0,,2.0,,2.0,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,
10433837,home,Antalyaspor,Luiz Adriano,luiz-adriano,L. Adriano,F,,183,433,39438,EUR,545184000,M,10,10,False,3.0,2.0,,,2.0,2.0,,1.0,,,,,13.0,3.0,6.4,1.0,0,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433837,home,Antalyaspor,Houssameddine Ghacha,houssameddine-ghacha,H. Ghacha,M,27,170,467,941633,EUR,814579200,M,27,27,False,8.0,6.0,3.0,3.0,2.0,3.0,4.0,5.0,1.0,,,,59.0,19.0,6.4,7.0,0,M,,,5.0,3.0,2.0,1.0,1.0,,,,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,
