match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,stat_expectedGoals,stat_shotValueNormalized,player_sofascoreId,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_aerialLost,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,captain,stat_goodHighClaim,stat_totalOffside,stat_hitWoodwork,stat_errorLeadToAShot
14064465,home,Lille,Berke Özer,berke-ozer,B. Özer,G,1,191.0,3024,M,847494,EUR,959212800,G,1,1,False,32.0,21.0,19.0,8.0,0.0,16.0,19.0,5.0,13.0,1.0,4.0,2.0,2.0,1.0,1.0,90.0,38.0,5.4,11.0,0.00252327,48.129526144264,10.0,31.08,7.245,0.0953,0,-0.7799,0.03,0.0,-0.34,-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14064465,home,Lille,Tiago Santos,tiago-santos,T. Santos,D,22,175.0,1632,M,1087364,EUR,1027382400,D,22,22,False,19.0,13.0,1.0,,0.0,4.0,7.0,9.0,12.0,1.0,1.0,,,,,69.0,36.0,6.3,12.0,0.216472,116.12434598803,13.0,74.34,26.355,,0,,0.33,0.27,-0.55,,,,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,71.470452501306,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
14064465,home,Lille,Nathan Ngoy,ngoy-nathan,N. Ngoy,D,3,183.0,1994,M,1119487,EUR,1055203200,D,3,3,False,64.0,57.0,12.0,6.0,0.0,30.0,31.0,27.0,33.0,1.0,4.0,,,,,90.0,72.0,6.1,7.0,0.0225946,146.28303101777,19.0,49.14,17.01,,1,,0.25,0.1,-0.67,,,,,,,2.0,1.0,1.0,,,,,,,1.0,1.0,3.0,1.0,0.0317,-0.15,,,,,,,,,,,,,,,,,
14064465,home,Lille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182.0,34725,M,238612,EUR,776304000,D,18,18,False,48.0,46.0,4.0,2.0,0.0,32.0,32.0,14.0,16.0,5.0,4.0,,,,,90.0,58.0,5.8,4.0,0.00830869,87.245374382303,13.0,40.11,17.64,,1,,0.04,0.08,-0.76,,,,,,3.0,1.0,,,1.0,,2.0,19.435925498931,1.0,,,,2.0,,0.1472,0.24,chancel22,1.0,1.0,1.0,0.6634,,,,,,,,,,,,
14064465,home,Lille,Aïssa Mandi,aissa-mandi,A. Mandi,D,23,186.0,10320,M,122810,EUR,688089600,D,23,23,False,41.0,39.0,4.0,3.0,0.0,24.0,24.0,15.0,17.0,2.0,6.0,,,,,69.0,50.0,6.3,3.0,0.0201176,144.41690668977,17.0,77.28,29.925,,1,,0.26,0.09,-0.52,,,,,,3.0,3.0,,1.0,1.0,,1.0,72.858635576731,3.0,,,,1.0,1.0,0.0061,0.0,aissamandi23,2.0,,,,1.0,1.0,1.0,,,,,,,,,
14064465,home,Lille,Romain Perraud,romain-perraud,R. Perraud,D,15,173.0,596,M,827519,EUR,874886400,D,15,15,False,24.0,18.0,1.0,,0.0,7.0,10.0,11.0,14.0,2.0,1.0,,,,,69.0,41.0,5.7,10.0,0.144149,58.50633570785,5.0,55.125,20.055,,1,,0.24,0.02,-0.44,,,,5.0,2.0,6.0,2.0,1.0,,,2.0,1.0,20.092316964452,1.0,1.0,,1.0,1.0,,0.1018,-0.09,,,,,,3.0,1.0,,1.0,,,,,,,,
14064465,home,Lille,Ethan Mbappé,ethan-mbappe,E. Mbappé,M,8,180.0,27254,M,1402698,EUR,1167350400,M,8,8,False,26.0,22.0,,,0.0,5.0,5.0,17.0,21.0,,2.0,,,,,87.0,53.0,6.7,16.0,0.0928299,288.72091368964,17.0,175.665,28.98,,4,,0.07,0.8,-0.32,,Ethan Mbappé,,6.0,3.0,10.0,5.0,6.0,1.0,2.0,1.0,1.0,204.22511730027,9.0,2.0,3.0,3.0,,1.0,0.1541,-0.63,ethanmbappe,,4.0,,,,2.0,1.0,,,,,,,,,
14064465,home,Lille,Ngal'ayel Mukau,ngalayel-mukau,N. Mukau,M,17,188.0,7441,M,1391541,EUR,1099440000,M,17,17,False,27.0,25.0,1.0,1.0,0.0,10.0,10.0,15.0,17.0,,6.0,,,,,90.0,35.0,6.3,4.0,0.0275657,110.58563574698,13.0,-3.885,17.22,,2,,-0.05,0.12,-0.18,,Ngal'ayel Mukau,,,,3.0,3.0,1.0,1.0,1.0,2.0,,50.744342702673,3.0,2.0,,1.0,,1.0,0.2906,-0.55,,,,,,2.0,,1.0,,1.0,,,,,,,
14064465,home,Lille,Ayyoub Bouaddi,bouaddi-ayyoub,A. Bouaddi,M,32,185.0,5410,M,1564180,EUR,1191283200,M,32,32,False,45.0,38.0,1.0,,0.0,15.0,17.0,23.0,28.0,,11.0,,,,,90.0,62.0,6.6,11.0,0.361403,232.18187100396,21.0,118.23,46.305,,1,,0.26,0.28,-0.21,,Ayyoub Bouaddi,,,,4.0,6.0,3.0,4.0,1.0,,,105.80843476319,4.0,3.0,2.0,,3.0,2.0,0.0368,-0.09,,,2.0,1.0,0.2428,1.0,,,,,1.0,,,,,,
14064465,home,Lille,Matías Fernández,fernandez-matias,M. Fernandez,F,7,183.0,1612,M,1149144,EUR,1107388800,M,7,7,False,29.0,24.0,3.0,2.0,0.0,6.0,8.0,18.0,21.0,,1.0,,,,,90.0,43.0,7.3,8.0,0.196281,130.50976073688,18.0,51.975,16.065,,2,,0.1,0.3,-0.18,,Matias Fernandez,,2.0,2.0,10.0,2.0,2.0,,,1.0,1.0,43.211239677787,3.0,2.0,1.0,,,,0.3028,0.5,,,2.0,2.0,0.7909,4.0,3.0,,1.0,,,1.0,,,,,
