match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAGoal,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,captain,stat_accurateCross,stat_totalOffside,stat_blockedScoringAttempt,stat_goodHighClaim,stat_clearanceOffLine,stat_errorLeadToAShot,stat_goals
12436483,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188.0,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,33.0,18.0,20.0,5.0,0.0,13.0,13.0,5.0,20.0,1.0,5.0,4.0,5.0,1.0,1.0,90.0,42.0,7.3,16.0,0.00133982,0,-0.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436483,home,Crystal Palace,Trevoh Chalobah,,,trevoh-chalobah,T. Chalobah,D,23,190.0,14453,M,yungchalobah,826134,EUR,931132800,D,27,27,False,45.0,33.0,8.0,4.0,0.0,22.0,24.0,11.0,22.0,7.0,5.0,,,,,90.0,68.0,7.3,14.0,0.00499786,0,,1.0,2.0,1.0,9.0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
12436483,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192.0,6873,M,,879674,EUR,954979200,D,5,5,False,41.0,34.0,8.0,5.0,0.0,20.0,25.0,14.0,16.0,5.0,7.0,,,,,90.0,62.0,6.4,8.0,0.0080626,1,,,,5.0,4.0,1.0,1.0,1.0,2.0,2.0,,,1.0,,1.0,1.0,2.0,1.0,3.0,0.0178,,,,,,,,,,,,,
12436483,home,Crystal Palace,Nathaniel Clyne,,,nathaniel-clyne,N. Clyne,D,17,175.0,676,M,,43215,EUR,670809600,D,17,17,False,24.0,20.0,7.0,3.0,0.0,13.0,14.0,7.0,10.0,,1.0,,,,,62.0,32.0,6.7,4.0,0.00361598,0,,,,2.0,,,,,2.0,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,
12436483,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183.0,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,31.0,20.0,3.0,2.0,0.0,12.0,15.0,8.0,18.0,2.0,9.0,,,,,89.0,63.0,7.1,19.0,0.00367483,2,,2.0,3.0,5.0,9.0,1.0,4.0,2.0,4.0,3.0,2.0,3.0,1.0,1.0,1.0,,,,1.0,0.5157,,1.0,2.0,0.56,,,,,,,,,
12436483,home,Crystal Palace,Justin Devenny,,,devenny-justin,J. Devenny,M,55,184.0,726,M,,1084311,EUR,1065830400,M,55,55,False,25.0,20.0,2.0,1.0,0.0,11.0,11.0,9.0,15.0,1.0,1.0,,,,,74.0,34.0,7.0,8.0,0.13707,1,,1.0,,3.0,3.0,,1.0,,,3.0,2.0,,,2.0,1.0,1.0,,,,0.1084,1.0,,,,1.0,,,,,,,,
12436483,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182.0,22326,M,MarcGuehi13,877994,EUR,963446400,M,6,6,False,34.0,30.0,1.0,,0.0,14.0,17.0,16.0,17.0,4.0,2.0,,,,,90.0,49.0,7.2,7.0,0.0145775,2,,,1.0,5.0,5.0,2.0,,,1.0,3.0,2.0,3.0,1.0,1.0,,1.0,1.0,,3.0,0.0941,,,1.0,0.299,,True,,,,,,,
12436483,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174.0,1388,M,,988275,EUR,936144000,M,3,3,False,29.0,23.0,4.0,2.0,0.0,9.0,11.0,14.0,19.0,2.0,6.0,,,,,90.0,56.0,6.9,13.0,0.108295,0,,1.0,,5.0,6.0,2.0,1.0,1.0,,3.0,2.0,5.0,2.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,
12436483,home,Crystal Palace,Daichi Kamada,,,daichi-kamada,D. Kamada,M,18,184.0,6890,M,kamadadaichi,794338,EUR,839203200,F,18,18,False,31.0,26.0,,,0.0,11.0,12.0,16.0,20.0,3.0,3.0,,,,,76.0,45.0,6.3,7.0,0.0482153,0,,1.0,,6.0,1.0,2.0,,,2.0,,,1.0,1.0,1.0,1.0,,,,1.0,,2.0,,,,,,1.0,,,,,,
12436483,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185.0,26789,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,30.0,21.0,1.0,,0.0,8.0,9.0,13.0,23.0,,4.0,,,,,88.0,44.0,6.9,17.0,0.380801,0,,2.0,4.0,9.0,6.0,,2.0,1.0,1.0,,,1.0,1.0,1.0,3.0,,,,2.0,,3.0,,,,1.0,,,1.0,,,,,
