match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,stat_fouls,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_goodHighClaim,stat_outfielderBlock,stat_lastManTackle,stat_totalOffside
12436971,home,Manchester City,Ederson,ederson,Ederson,G,31,188,48699,M,Ederson93,254491,EUR,745545600,G,31,31,False,27.0,23.0,9.0,5.0,0.0,18.0,19.0,5.0,8.0,5.0,1.0,1.0,90.0,28.0,6.2,4.0,0.00152687,0,-0.5335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436971,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26779,M,KyleWalker2,44614,EUR,643852800,D,2,2,False,105.0,97.0,7.0,5.0,0.0,18.0,18.0,81.0,90.0,4.0,,,78.0,125.0,7.9,12.0,0.682225,4,,,,True,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.1091,0.1403,3.0,,,,,,,,,,,,,,,,,,,
12436971,home,Manchester City,Rúben Dias,ruben-dias,R. Dias,D,3,188,40519,M,RúbenD,318941,EUR,863568000,D,3,3,False,124.0,109.0,10.0,3.0,0.0,29.0,36.0,80.0,89.0,5.0,,,90.0,138.0,7.3,17.0,0.339257,5,,,,,1.0,,4.0,7.0,,1.0,2.0,2.0,2.0,,0.1847,0.0158,2.0,2.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,
12436971,home,Manchester City,Manuel Akanji,manuel-akanji,M. Akanji,D,25,187,22699,M,manuel_akanji,383560,EUR,806112000,D,25,25,False,104.0,95.0,5.0,3.0,0.0,19.0,23.0,77.0,84.0,5.0,,,90.0,118.0,7.7,12.0,0.300769,2,,,,,3.0,1.0,2.0,4.0,,,2.0,4.0,1.0,1.0,0.0301,,4.0,2.0,2.0,,,1.0,,,1.0,,,,,,,,,,,
12436971,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,False,35.0,34.0,3.0,2.0,0.0,7.0,7.0,27.0,28.0,5.0,,,90.0,52.0,7.3,3.0,0.0894226,2,,,,,,,3.0,7.0,,2.0,,2.0,3.0,1.0,0.0761,0.1893,1.0,4.0,6.0,1.0,,,2.0,,1.0,,1.0,,,,,,,,,
12436971,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,False,48.0,43.0,1.0,,0.0,8.0,10.0,35.0,44.0,1.0,,,90.0,67.0,7.0,15.0,0.249402,1,,,,,6.0,,1.0,4.0,1.0,,,,,,0.1055,,5.0,1.0,5.0,1.0,1.0,,,,1.0,,,5.0,2.0,1.0,,,,,,
12436971,home,Manchester City,Rodri,rodri,Rodri,M,16,191,88553,M,Rodri,827606,EUR,835401600,M,16,16,False,13.0,12.0,2.0,2.0,0.0,8.0,8.0,4.0,5.0,3.0,,,21.0,16.0,6.9,1.0,0.0101788,0,,,,,,,1.0,3.0,,,,,1.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,
12436971,home,Manchester City,İlkay Gündoğan,ilkay-gundogan,İ. Gündoğan,M,20,180,51151,M,IGunny,45853,EUR,656726400,M,19,19,False,51.0,50.0,1.0,,0.0,7.0,7.0,43.0,47.0,3.0,,,90.0,61.0,6.9,6.0,0.162194,2,,,,,3.0,,,2.0,,,,,,1.0,0.2251,,2.0,,2.0,,2.0,,,,,1.0,,3.0,2.0,1.0,1.0,,,,,
12436971,home,Manchester City,Savinho,savio,Savinho,M,26,176,52457,M,Savinho,1046795,EUR,1081555200,F,26,26,False,41.0,37.0,1.0,,1.0,3.0,3.0,36.0,43.0,2.0,,,78.0,64.0,7.8,13.0,0.289026,2,,,,,5.0,2.0,,7.0,1.0,,1.0,,,2.0,0.0337,,1.0,,4.0,1.0,1.0,,,,4.0,,,6.0,3.0,,,,,,,
12436971,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,EHaaland,839956,EUR,964137600,F,9,9,False,7.0,4.0,,,0.0,2.0,3.0,2.0,4.0,,,,90.0,20.0,7.5,7.0,0.0282272,6,,,,,,,4.0,5.0,,5.0,1.0,,,2.0,0.9379,1.441,,3.0,7.0,1.0,,,,,1.0,3.0,,1.0,,1.0,,1.0,,,,
12436971,home,Manchester City,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,Dokss,934386,EUR,1022457600,F,11,11,False,27.0,25.0,,,0.0,4.0,5.0,22.0,25.0,2.0,,,70.0,45.0,6.8,9.0,0.0641928,2,,,,,3.0,1.0,,3.0,,,2.0,,1.0,1.0,0.048,,1.0,,3.0,1.0,,,,,,,1.0,3.0,2.0,,,,,,,
12436971,home,Manchester City,Mateo Kovačić,mateo-kovacic,M. Kovačić,M,8,178,33708,M,Kova8,136710,EUR,768182400,M,8,8,True,86.0,82.0,1.0,,0.0,9.0,10.0,73.0,76.0,4.0,,,69.0,92.0,7.6,5.0,0.311011,4,,,,,,,,1.0,,,2.0,,1.0,,0.1839,,5.0,,4.0,1.0,2.0,,1.0,,,2.0,2.0,,,,,,,,,
12436971,home,Manchester City,Phil Foden,phil-foden,P. Foden,M,47,171,175652,M,Foden,859765,EUR,959472000,M,47,47,True,24.0,21.0,2.0,1.0,0.0,5.0,6.0,16.0,18.0,1.0,,,20.0,28.0,7.0,3.0,0.237271,2,,,,,,,,,,,1.0,,,,0.0748,,1.0,,,,1.0,,,,,,,,,,,,,,,
12436971,home,Manchester City,John Stones,john-stones,J. Stones,D,5,188,22354,M,johnstones5,152077,EUR,770083200,D,5,5,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,12.0,2.0,7.4,,0.0054933,1,,,,,,,,,,1.0,,,,,0.1763,0.4339,,,,,,,,,,,,,,,,1.0,,,,
