match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,playerName,rescinded,injury,reason,length
12436971,FT,2.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
12436971,,2.0,2.0,,90,8.0,,1,,,goal,187357029.0,True,regular,152077.0,John Stones,,,,,
12436971,,,,,90,6.0,,1,,,card,121574516.0,False,yellow,794839.0,Gabriel Jesus,Gabriel Jesus,False,,,
12436971,,,,,90,2.0,,1,,,substitution,123079705.0,False,injury,,,,,True,,
12436971,,,,,90,1.0,,1,,,card,121574484.0,True,yellow,331209.0,Bernardo Silva,Bernardo Silva,False,,Argument,
12436971,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,7.0
12436971,,,,,87,,,4,,,substitution,123079664.0,False,regular,,,,,False,,
12436971,,,,,83,,,8,,,card,121574400.0,False,yellow,856714.0,Declan Rice,Declan Rice,False,,Time wasting,
12436971,,,,,78,,,13,,,substitution,123079545.0,True,regular,,,,,False,,
12436971,,,,,78,,,13,,,substitution,123079544.0,True,regular,,,,,False,,
12436971,,,,,74,,,17,,,substitution,123079475.0,False,injury,,,,,True,,
12436971,,,,,70,,,21,,,substitution,123079452.0,True,regular,,,,,False,,
12436971,,,,,46,,,45,,,substitution,123079220.0,False,regular,,,,,False,,
12436971,HT,1.0,2.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
12436971,,,,,45,8.0,,1,,,card,121573941.0,False,yellowRed,135666.0,Leandro Trossard,Leandro Trossard,False,,Time wasting,
12436971,,,,,45,7.0,,1,,,card,121573930.0,False,yellow,316148.0,Thomas Partey,Thomas Partey,False,,Foul,
12436971,,,,,45,1.0,,1,,,card,121573896.0,True,yellow,318941.0,Rúben Dias,Rúben Dias,False,,Argument,
12436971,,1.0,2.0,,45,1.0,,1,,,goal,187352743.0,False,regular,869792.0,Gabriel Magalhães,,,,,
12436971,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,6.0
12436971,,,,,34,,,12,,,card,121573728.0,False,yellow,135666.0,Leandro Trossard,Leandro Trossard,False,,Foul,
12436971,,,,,22,,,24,,,card,121573648.0,True,yellow,254491.0,Ederson,Ederson,False,,Argument,
12436971,,1.0,1.0,,22,,,24,,,goal,187351075.0,False,regular,957602.0,Riccardo Calafiori,,,,,
12436971,,,,,21,,,25,,,substitution,123078625.0,True,injury,,,,,True,,
12436971,,1.0,0.0,,9,,,37,,,goal,187350199.0,True,regular,839956.0,Erling Haaland,,,,,
12436971,,,,,-5,,,6,,,card,121574554.0,True,yellow,,,Pep Guardiola,False,,Unallowed field entering,
12436971,,,,,-5,,,6,,,card,121574159.0,False,yellow,1423711.0,Myles Lewis-Skelly,Myles Lewis-Skelly,False,,,
