match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_shotOffTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_shotValueNormalized,captain,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_lastManTackle,stat_savedShotsFromInsideTheBox,stat_outfielderBlock,stat_bigChanceMissed,stat_goals,stat_bigChanceCreated
14035896,home,RC Sporting Charleroi,Martin Delavallée,martin-delavalee,M. Delavallée,G,55,185.0,123,M,1141106,EUR,1079568000,G,55,55,False,27.0,24.0,3.0,1.0,0.0,23.0,24.0,1.0,3.0,1.0,7.0,1.0,1.0,90.0,32.0,6.6,3.0,0.00029554,0.4999,0,-0.1285,0.01,0.03,-0.16,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035896,home,RC Sporting Charleroi,Kevin Van Den Kerkhof,kevin-van-den-kerkhof,K. V. D. Kerkhof,D,3,190.0,2107,M,1130602,EUR,826675200,D,3,3,False,27.0,25.0,2.0,1.0,0.0,10.0,11.0,15.0,16.0,2.0,3.0,,,79.0,43.0,6.1,11.0,0.0342702,,1,,0.08,0.19,-0.45,,,,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,0.0134,-0.09,,,,,,,,,,,,,,,,,,,,,,
14035896,home,RC Sporting Charleroi,Aiham Ousou,aiham-ousou,A. Ousou,D,4,186.0,1246,M,965265,EUR,947376000,D,4,4,False,88.0,80.0,12.0,9.0,0.0,35.0,36.0,45.0,52.0,3.0,5.0,,,90.0,98.0,7.5,8.0,0.0682179,,1,,0.32,0.32,-0.23,,,,,,2.0,,,,,,0.0848,-0.41,True,2.0,3.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
14035896,home,RC Sporting Charleroi,Cheick Keita,cheick-keita,C. Keita,D,95,185.0,229,M,1407973,EUR,1049241600,D,95,95,False,45.0,41.0,2.0,1.0,0.0,25.0,26.0,16.0,19.0,1.0,4.0,,,78.0,58.0,6.5,5.0,0.0719858,,2,,0.28,0.21,-0.45,,Cheick Keita,,,,2.0,1.0,2.0,1.0,,,0.1002,-0.26,,,2.0,6.0,,2.0,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,
14035896,home,RC Sporting Charleroi,Jules Gaudin,jules-gaudin,J. Gaudin,D,23,180.0,64,M,1119498,EUR,957830400,D,23,23,False,24.0,19.0,5.0,3.0,0.0,8.0,9.0,11.0,15.0,1.0,,,,45.0,45.0,6.3,13.0,0.0212276,,0,,0.15,0.02,-0.39,,,,1.0,,2.0,,,,2.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,
14035896,home,RC Sporting Charleroi,Amine Boukamir,amine-boukamir,A. Boukamir,M,56,172.0,456,M,1469056,EUR,1161475200,M,56,56,False,25.0,25.0,1.0,1.0,0.0,9.0,9.0,16.0,16.0,,1.0,,,45.0,28.0,6.6,,0.0304178,,0,,0.04,0.08,-0.1,,Amine Boukamir,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,
14035896,home,RC Sporting Charleroi,Etienne Camara,etienne-camara,E. Camara,M,5,190.0,290,M,1097542,EUR,1048982400,M,5,5,False,54.0,50.0,3.0,3.0,0.0,20.0,20.0,30.0,34.0,1.0,9.0,,,90.0,67.0,6.9,7.0,0.0371223,,1,,0.02,0.15,-0.11,,Etienne Camara,,1.0,,5.0,1.0,,,2.0,,0.016,-0.03,,4.0,5.0,8.0,,3.0,2.0,2.0,,,1.0,1.0,,1.0,1.0,0.0091,,,,,,
14035896,home,RC Sporting Charleroi,Patrick Pflücke,patrick-pflucke,P. Pflücke,M,14,170.0,191,M,281283,EUR,849312000,M,14,14,False,47.0,39.0,8.0,6.0,0.0,12.0,15.0,27.0,32.0,,4.0,,,90.0,75.0,6.9,24.0,0.236812,,2,,0.07,0.14,-0.14,,,,14.0,4.0,2.0,1.0,,,3.0,1.0,0.1179,-0.18,,,1.0,5.0,,,4.0,3.0,,,4.0,,,,2.0,0.0448,,,,,,
14035896,home,RC Sporting Charleroi,Jakob Napoleon Romsaas,jakob-napoleon-romsaas,J. N. Romsaas,F,8,187.0,202,M,1198306,EUR,1084665600,M,8,8,False,51.0,49.0,2.0,2.0,0.0,10.0,11.0,39.0,40.0,,9.0,,,90.0,66.0,7.5,6.0,0.0936515,,3,,0.45,0.38,-0.12,,Jakob Napoleon Romsaas,,1.0,,5.0,2.0,,,1.0,,0.1062,-0.15,,2.0,,6.0,1.0,1.0,3.0,2.0,2.0,,,1.0,1.0,1.0,2.0,0.656,,,,,,
14035896,home,RC Sporting Charleroi,Antoine Bernier,antoine-bernier,A. Bernier,M,17,170.0,106,M,834261,EUR,873849600,M,17,17,False,31.0,26.0,2.0,2.0,0.0,7.0,7.0,19.0,24.0,,6.0,,,68.0,46.0,6.4,13.0,0.0304807,,1,,-0.2,0.28,-0.11,,,,2.0,,5.0,3.0,1.0,,3.0,1.0,0.041,-0.15,,1.0,,5.0,,,1.0,,2.0,,,,2.0,2.0,,,,,,,,
