match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_penaltyFaced,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_penaltyConceded,stat_blockedScoringAttempt,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,captain,stat_outfielderBlock,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_accurateKeeperSweeper,stat_penaltyWon,stat_goals
11453059,away,Al-Nassr,Aymeric Laporte,,,aymeric-laporte,A. Laporte,D,14,191,10350,M,laporte27,149734,EUR,769996800,D,27,27,False,60.0,58.0,9.0,7.0,39.0,40.0,20.0,2.0,,,,90.0,63.0,7.1,2.0,0,19.0,,2.0,2.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11453059,away,Al-Nassr,Alex Telles,,,alex-telles,A. Telles,D,13,181,7625,M,alextelles13,312110,EUR,724377600,D,15,15,False,36.0,33.0,3.0,2.0,21.0,21.0,21.0,2.0,4.0,,,90.0,63.0,6.7,12.0,0,13.0,6.0,,7.0,,3.0,2.0,2.0,,,,,,2.0,2.0,,,,,,,1.0,3.0,,,,,,,,,,,,
11453059,away,Al-Nassr,Otávio,,,otavio,Otávio,M,25,171,6951,M,otavio,244801,EUR,792288000,M,25,25,False,65.0,59.0,4.0,3.0,23.0,25.0,40.0,5.0,7.0,,,90.0,74.0,7.0,8.0,0,36.0,,,7.0,1.0,3.0,2.0,,,2.0,,,1.0,2.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,
11453059,away,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181,13081,M,marcelo_brozovic,108800,EUR,721872000,M,77,77,False,69.0,63.0,4.0,2.0,43.0,43.0,28.0,4.0,3.0,,,90.0,80.0,7.3,10.0,1,20.0,2.0,,,,1.0,1.0,,,3.0,3.0,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,
11453059,away,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175,169227,M,SadioMané,217704,EUR,702864000,M,10,10,False,36.0,29.0,1.0,1.0,5.0,7.0,31.0,7.0,2.0,,,90.0,58.0,6.6,19.0,0,24.0,2.0,,10.0,,6.0,3.0,,,1.0,1.0,,3.0,3.0,,,,,,,,,5.0,,,,,,,,,,,,
11453059,away,Al-Nassr,Sami Al-Najei,,,sami-al-najei,S. Al-Najei,M,14,181,886,M,,832312,EUR,855273600,M,14,14,False,33.0,27.0,1.0,,6.0,8.0,27.0,5.0,2.0,,,90.0,50.0,7.4,13.0,1,21.0,2.0,,3.0,,3.0,1.0,,2.0,2.0,1.0,3.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,
11453059,away,Al-Nassr,Abdulrahman Ghareeb,,,abdulrahman-ghareeb,A. Ghareeb,F,29,164,2201,M,,1014447,EUR,859766400,M,29,29,False,32.0,28.0,2.0,2.0,7.0,8.0,26.0,3.0,2.0,,,89.0,49.0,6.1,15.0,0,21.0,2.0,,8.0,1.0,7.0,1.0,1.0,,,,2.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,
11453059,away,Al-Nassr,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187,2307715,M,CR7,750,EUR,476409600,F,7,7,False,35.0,31.0,,,7.0,7.0,30.0,2.0,,,,90.0,49.0,7.1,11.0,1,25.0,2.0,2.0,3.0,,2.0,,2.0,,,,4.0,,,1.0,,,,1.0,,,1.0,,,2.0,1.0,True,,,,,,,,1.0
11453059,away,Al-Nassr,Mohammed Al-Fatil,,,mohammed-al-fatil,M. Al-Fatil,D,33,181,549,M,,328829,EUR,694483200,D,4,4,True,6.0,5.0,1.0,,5.0,5.0,1.0,,1.0,,,18.0,11.0,6.8,1.0,0,,,,1.0,,,,3.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11453059,away,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178,1391,M,,986400,EUR,937440000,D,12,12,True,3.0,1.0,1.0,,1.0,2.0,1.0,3.0,,,,11.0,7.0,6.7,4.0,0,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11453059,away,Al-Nassr,Ali Al-Hassan,,,ali-al-hassan,A. Al-Hassan,M,19,183,1000,M,,925947,EUR,857433600,M,19,19,True,3.0,2.0,1.0,,,,3.0,,,,,13.0,4.0,6.5,2.0,0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11453059,away,Al-Nassr,Raghed Al-Najjar,,,raghid-najjar,R. Al-Najjar,G,36,188,830,M,,925920,EUR,843177600,G,36,36,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453059,away,Al-Nassr,Mohammed Qassem,,,mohammed-qassem,M. Qassem,D,24,176,146,M,,540426,EUR,790473600,D,24,24,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453059,away,Al-Nassr,Abdulmajeed Al-Sulaiheem,,,abdulmajeed-al-sulaiheem,A. Al-Sulaiheem,M,8,165,600,M,,538320,EUR,768960000,M,8,8,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453059,away,Al-Nassr,Mohammed Khalil Marran,,,mohammed-khalil-marran,M. K. Marran,F,16,180,1521,M,,1115775,EUR,982195200,F,16,16,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453059,away,Al-Nassr,Meshari Fahad Al-Nemer,,,meshari-fahad-al-nemer,M. F. Al-Nemer,F,75,180,439,M,,1474690,EUR,1060041600,F,30,30,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
