match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_totalClearance,stat_errorLeadToAShot,stat_unsuccessfulTouch,captain,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalContest,stat_wonContest,stat_dispossessed,stat_goalAssist,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_accurateCross,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside
10389750,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,35.0,24.0,20.0,9.0,18.0,20.0,6.0,15.0,1.0,15.0,1.0,3.0,3.0,6.0,90.0,55.0,8.3,11.0,0.0,0.0,0.00089982,0,0.9691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389750,home,Stade de Reims,Thomas Foket,,,thomas-foket,T. Foket,D,25,177,267,M,245615,EUR,780451200,D,32,32,False,40.0,34.0,3.0,,14.0,17.0,20.0,26.0,4.0,2.0,1.0,,,,90.0,60.0,7.3,10.0,0.0,0.0,0.0326699,0,,3.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
10389750,home,Stade de Reims,Cheick Keita,Cheick Keita,,cheick-keita,C. Keita,D,95,185,227,M,1407973,EUR,1049241600,D,43,43,False,29.0,27.0,2.0,,21.0,21.0,6.0,8.0,2.0,4.0,1.0,,,,88.0,41.0,6.4,4.0,0.0,0.0,0.00207745,0,,,1.0,4.0,3.0,,1.0,1.0,,,,4.0,1.0,2.0,,,,,,,,,,,,,,,,
10389750,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,48.0,36.0,6.0,4.0,25.0,28.0,11.0,20.0,8.0,10.0,1.0,,,,90.0,69.0,8.5,13.0,0.1427,0.2039,0.00799873,2,,,,,,1.0,2.0,3.0,,,,8.0,,1.0,True,4.0,1.0,1.0,1.0,,,,,,,,,,,
10389750,home,Stade de Reims,Thibault De Smet,,,thibault-de-smet,T. D. Smet,D,28,182,215,M,844744,EUR,897004800,D,25,25,False,40.0,30.0,4.0,1.0,16.0,22.0,14.0,18.0,3.0,4.0,,,,,90.0,58.0,6.6,14.0,0.0,0.0,0.0057886,0,,,,4.0,,,,,,3.0,,2.0,,2.0,,2.0,,,,2.0,1.0,,,,,,,,,
10389750,home,Stade de Reims,Azor Matusiwa,,,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,21,21,False,55.0,53.0,3.0,3.0,29.0,30.0,24.0,25.0,6.0,7.0,1.0,,,,90.0,65.0,7.3,4.0,0.0,0.0,0.0241438,0,,,2.0,3.0,,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,2.0,,,,1.0,1.0,1.0,,,,,,,,
10389750,home,Stade de Reims,Dion Lopy,,,dion-lopy,D. Lopy,M,17,186,2405,M,982327,EUR,1012608000,M,17,17,False,54.0,48.0,6.0,5.0,19.0,20.0,29.0,34.0,8.0,13.0,3.0,,,,90.0,74.0,7.8,11.0,0.1993,0.0,0.0428749,2,,,1.0,5.0,1.0,,3.0,4.0,2.0,1.0,3.0,,,1.0,,1.0,,,,2.0,,1.0,1.0,1.0,2.0,,,,,
10389750,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,M,39,39,False,36.0,30.0,2.0,2.0,7.0,9.0,27.0,34.0,13.0,5.0,3.0,,,,88.0,70.0,10.0,14.0,0.7874,0.9239,0.410452,3,,7.0,,5.0,2.0,,,1.0,,1.0,4.0,1.0,,3.0,,1.0,1.0,1.0,1.0,9.0,8.0,1.0,2.0,1.0,1.0,ItouJky,4.0,,,
10389750,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,24.0,17.0,,,2.0,4.0,15.0,21.0,7.0,1.0,1.0,,,,78.0,38.0,7.7,9.0,0.6484,0.4354,0.0520565,5,,1.0,1.0,4.0,1.0,,,1.0,,2.0,1.0,,,1.0,,3.0,3.0,1.0,1.0,2.0,2.0,,,,1.0,,,1.0,,
10389750,home,Stade de Reims,Alexis Flips,,,flips-alexis,A. Flips,M,70,173,226,M,879672,EUR,948153600,M,70,70,False,26.0,13.0,2.0,1.0,5.0,8.0,8.0,21.0,3.0,10.0,,,,,63.0,41.0,6.6,22.0,0.1417,0.0225,0.0141762,1,,3.0,1.0,5.0,2.0,,1.0,2.0,1.0,1.0,1.0,,,5.0,,1.0,,1.0,,1.0,,,,,,,,,,
10389750,home,Stade de Reims,Folarin Balogun,,,folarin-balogun,F. Balogun,F,9,179,5047,M,934237,EUR,994118400,F,29,29,False,27.0,22.0,2.0,2.0,6.0,7.0,16.0,20.0,2.0,4.0,1.0,,,,87.0,44.0,7.0,14.0,0.8107,0.7891,0.365284,3,,,2.0,9.0,1.0,,,,,1.0,2.0,,,4.0,,,1.0,2.0,,4.0,1.0,2.0,,,,balogun,,1.0,1.0,1.0
