match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalClearance,stat_interceptionWon,stat_aerialLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_wonTackle,stat_onTargetScoringAttempt,player_sofascoreId,stat_dispossessed,stat_hitWoodwork,stat_blockedScoringAttempt,stat_goalAssist,stat_accurateCross,stat_goals,player_firstName,player_lastName,captain,stat_totalOffside,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_bigChanceMissed
10411616,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,24.0,21.0,16.0,13.0,21.0,21.0,3.0,6.0,1.0,90.0,31.0,6.0,3.0,0.0,0.0,7.418e-05,0,-1.5839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411616,home,Lazio,Manuel Lazzari,manuel-lazzari,M. Lazzari,D,29,173,753,M,273405,EUR,754531200,D,29,29,False,48.0,45.0,2.0,2.0,25.0,27.0,25.0,3.0,,70.0,61.0,6.8,9.0,0.0221,0.0,0.0270155,1,,20.0,4.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10411616,home,Lazio,Nicolò Casale,nicolo-casale,N. Casale,D,16,191,431,M,862697,EUR,887414400,D,15,15,False,47.0,43.0,2.0,2.0,39.0,41.0,6.0,4.0,,90.0,52.0,6.6,4.0,0.0,0.0,0.00148717,0,,4.0,,,,2.0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10411616,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,54.0,46.0,9.0,6.0,31.0,34.0,20.0,4.0,,90.0,62.0,6.8,8.0,0.0,0.0,0.00729497,0,,15.0,,2.0,5.0,5.0,,,1.0,,1.0,3.0,1.0,1.0,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10411616,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,68.0,61.0,6.0,4.0,34.0,40.0,28.0,5.0,,90.0,79.0,7.0,9.0,0.032,0.0404,0.016279,1,,27.0,,1.0,1.0,4.0,,,2.0,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,
10411616,home,Lazio,Sergej Milinković-Savić,sergej-milinkovic-savic,S. Milinković-Savić,M,22,191,13428,M,331447,EUR,793843200,M,21,21,False,66.0,58.0,8.0,6.0,23.0,25.0,41.0,6.0,,90.0,80.0,6.7,15.0,0.0974,0.3351,0.0661853,3,,35.0,,3.0,9.0,6.0,,2.0,1.0,1.0,2.0,2.0,,,,2.0,2.0,,,1.0,1.0,sms,3.0,1.0,,,,,,,,,,,,,
10411616,home,Lazio,Danilo Cataldi,danilo-cataldi,D. Cataldi,M,32,180,952,M,317301,EUR,776131200,M,32,32,False,55.0,51.0,5.0,5.0,21.0,21.0,34.0,7.0,,70.0,64.0,6.7,6.0,0.0433,0.0,0.0290254,2,,30.0,,,4.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,
10411616,home,Lazio,Luis Alberto,luis-alberto,L. Alberto,M,32,182,1864,M,111416,EUR,717638400,M,10,10,False,69.0,63.0,4.0,3.0,27.0,27.0,51.0,5.0,,87.0,87.0,8.0,14.0,0.0826,0.0,0.169549,2,,41.0,9.0,,1.0,2.0,,,2.0,2.0,,1.0,5.0,,,,,,,1.0,,,,,2.0,1.0,5.0,,,,,,,,,,
10411616,home,Lazio,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6043,M,152276,EUR,734832000,F,7,7,False,56.0,46.0,4.0,3.0,20.0,22.0,38.0,3.0,,90.0,75.0,7.7,17.0,0.0632,0.0147,0.0750542,2,,27.0,4.0,,7.0,6.0,2.0,,3.0,2.0,1.0,2.0,3.0,1.0,,1.0,4.0,2.0,,1.0,1.0,F_Andersoon,,,1.0,,1.0,1.0,,,,,,,,,
10411616,home,Lazio,Ciro Immobile,ciro-immobile,C. Immobile,F,36,185,15127,M,45923,EUR,635472000,F,17,17,False,23.0,19.0,,,4.0,5.0,20.0,2.0,,90.0,37.0,6.8,10.0,0.1723,0.0,0.0226393,3,,15.0,2.0,,3.0,1.0,,2.0,1.0,3.0,,2.0,2.0,2.0,,,1.0,,,,,ciroimmobile17,,,1.0,,,,,,True,1.0,,,,,
10411616,home,Lazio,Mattia Zaccagni,mattia-zaccagni,M. Zaccagni,M,10,176,4751,M,293581,EUR,803260800,F,20,20,False,26.0,24.0,,,8.0,8.0,20.0,1.0,,60.0,40.0,7.8,4.0,0.4218,0.6877,0.0164678,4,,16.0,2.0,,,4.0,,2.0,2.0,,1.0,,2.0,,,,1.0,1.0,,,1.0,,,,1.0,,,1.0,,,,1.0,,,,,
10411616,home,Lazio,Pedro,pedro,Pedro,F,9,167,5026,M,35428,EUR,554428800,F,9,9,True,19.0,17.0,1.0,,10.0,10.0,9.0,1.0,,30.0,26.0,6.1,7.0,0.0,0.0,0.00375823,0,,7.0,,,6.0,,2.0,,,2.0,,1.0,,,,,2.0,,,,,Pedro,1.0,,,,,,,,,,,,,,
