match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_shotValueNormalized,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_totalCross,stat_challengeLost,stat_unsuccessfulTouch,stat_totalOffside,stat_totalContest,stat_wonContest,stat_wasFouled,stat_accurateCross,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_bigChanceCreated,stat_goodHighClaim,stat_penaltyFaced,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_penaltyConceded
14054088,home,Lecce,Wladimiro Falcone,,,wladimiro-falcone,W. Falcone,G,30,195,877,M,256667,EUR,797644800,G,30,30,False,True,33.0,13.0,29.0,9.0,0.0,4.0,6.0,9.0,27.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,90.0,42.0,7.5,20.0,0.4719,0,0.09,0.01,-0.03,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14054088,home,Lecce,Christ-Owen Kouassi,Owen Kouassi,,owen-kouassi,O. Kouassi,D,22,184,267,M,1910643,EUR,1050364800,D,21,21,False,,21.0,19.0,2.0,2.0,0.0,8.0,9.0,11.0,12.0,3.0,6.0,1.0,,,,,,,57.0,39.0,7.4,5.0,,1,0.27,0.02,0.23,,2.0,3.0,1.0,1.0,3.0,1.0,-0.23,,,,,,,,,,,,,,,,,,,,,
14054088,home,Lecce,Kialonda Gaspar,Kialonda Gaspar,,kialonda-gaspar,K. Gaspar,D,4,193,1231,M,1090374,EUR,875318400,D,4,4,False,,37.0,33.0,7.0,6.0,0.0,22.0,26.0,11.0,11.0,2.0,3.0,9.0,3.0,,,,,,90.0,51.0,7.4,4.0,,0,0.08,0.01,0.41,,1.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14054088,home,Lecce,Tiago Gabriel,Tiago Gabriel,,tiago-gabriel,T. Gabriel,D,44,194,1321,M,1651825,EUR,1104019200,D,44,44,False,,34.0,31.0,4.0,4.0,0.0,26.0,26.0,5.0,8.0,4.0,5.0,16.0,1.0,,,,,,90.0,55.0,7.7,3.0,,0,0.03,0.02,0.57,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
14054088,home,Lecce,Antonino Gallo,,,antonino-gallo,A. Gallo,D,25,183,683,M,945616,EUR,947030400,D,25,25,False,,23.0,18.0,3.0,1.0,0.0,4.0,7.0,14.0,16.0,1.0,1.0,2.0,2.0,,,,,,90.0,38.0,7.5,11.0,,0,0.32,0.21,0.53,,,1.0,,,,,,2.0,,,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,
14054088,home,Lecce,Lassana Coulibaly,,,coulibaly-lassana,L. Coulibaly,M,29,183,2778,M,804621,EUR,829094400,M,29,29,False,,19.0,13.0,,,0.0,6.0,6.0,7.0,13.0,3.0,6.0,,2.0,,,,,,90.0,29.0,6.9,11.0,,0,0.14,0.26,0.17,,2.0,6.0,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,3.0,1.0,1.0,,,,,,,,,,,
14054088,home,Lecce,Balthazar Pierret,,,balthazar-pierret,B. Pierret,M,4,186,217,M,1014651,EUR,958348800,M,75,75,False,,21.0,16.0,3.0,1.0,0.0,6.0,8.0,10.0,13.0,1.0,4.0,1.0,5.0,,,,,,56.0,29.0,7.2,7.0,,0,0.22,0.04,0.3,,,2.0,1.0,,2.0,2.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,
14054088,home,Lecce,Þórir Jóhann Helgason,,,thorir-johann-helgason,J. T. Helgason,M,14,187,317,M,886628,EUR,970099200,M,14,14,False,,17.0,9.0,2.0,,0.0,4.0,6.0,5.0,11.0,1.0,2.0,,2.0,,,,,,56.0,23.0,6.6,11.0,,0,-0.04,0.14,0.14,,,1.0,,,1.0,1.0,,,,,2.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,
14054088,home,Lecce,Santiago Pierotti,,,santiago-pierotti,S. Pierotti,F,50,189,776,M,984998,EUR,986256000,F,50,50,False,,21.0,13.0,2.0,1.0,0.0,6.0,8.0,7.0,13.0,2.0,5.0,,5.0,,,,,,82.0,33.0,6.4,14.0,,0,0.09,0.1,-0.01,,3.0,10.0,1.0,,1.0,,,,,2.0,,1.0,1.0,,5.0,2.0,,,,,,,,,,,,
14054088,home,Lecce,Nikola Krstović,,,nikola-krstovic,N. Krstović,F,90,185,4539,M,839156,EUR,954892800,F,9,9,False,,11.0,7.0,,,0.0,4.0,6.0,3.0,5.0,2.0,3.0,,2.0,,,,,,72.0,25.0,6.6,10.0,,4,-0.03,0.01,0.14,,3.0,8.0,5.0,3.0,,,0.25,,,1.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,
